Obs#	Eclipse#	Hit_K70A10	Year	Month	Day	EclipseStart	ObservationTime	EclipseEnd	MoonAlt	KrittikkaAlt	AgastyaAlt	Remarks	HitTag	HitCount														
1861	636	-	554	9	26	0554-09-26T23:57:00	0554-09-26T23:57:00	0554-09-27T02:44:00	79	60	-2	ContinuingSearch +30 minutes (normally)	..	11														
1862	636	-	554	9	26	0554-09-26T23:57:00	0554-09-27T00:27:00	0554-09-27T02:44:00	75	67	2	ContinuingSearch +30 minutes (normally)	..	11														
1863	636	-	554	9	26	0554-09-26T23:57:00	0554-09-27T00:57:00	0554-09-27T02:44:00	68	73	6	ContinuingSearch +30 minutes (normally)	*.	11														
1864	636	-	554	9	26	0554-09-26T23:57:00	0554-09-27T01:27:00	0554-09-27T02:44:00	61	79	10	ContinuingSearch +30 minutes (normally)	*.	11														
1865	636	Hit	554	9	26	0554-09-26T23:57:00	0554-09-27T01:57:00	0554-09-27T02:44:00	54	81	14	Found NEW HIT:12	*@	11														
1866	637	-	556	8	6	0556-08-06T21:46:00	0556-08-06T21:46:00	0556-08-07T00:47:00	48	-17	-46	BreakingSearch. Kritikka is too low to reach zenith	..	12														
1867	638	-	559	11	30	0559-11-30T19:32:00	0559-11-30T19:32:00	0559-11-30T22:22:00	29	58	-4	ContinuingSearch +30 minutes (normally)	..	12														
1868	638	-	559	11	30	0559-11-30T19:32:00	0559-11-30T20:02:00	0559-11-30T22:22:00	36	64	1	ContinuingSearch +30 minutes (normally)	..	12														
1869	638	-	559	11	30	0559-11-30T19:32:00	0559-11-30T20:32:00	0559-11-30T22:22:00	43	71	5	ContinuingSearch +30 minutes (normally)	*.	12														
1870	638	-	559	11	30	0559-11-30T19:32:00	0559-11-30T21:02:00	0559-11-30T22:22:00	49	77	9	ContinuingSearch +30 minutes (normally)	*.	12														
1871	638	Hit	559	11	30	0559-11-30T19:32:00	0559-11-30T21:32:00	0559-11-30T22:22:00	56	81	12	Found NEW HIT:13	*@	12														
1872	639	Hit	560	11	18	0560-11-18T23:07:00	0560-11-18T23:07:00	0560-11-19T03:00:00	78	77	18	Found NEW HIT:14	*@	13														
1873	640	-	561	5	14	0561-05-14T23:19:00	0561-05-14T23:19:00	0561-05-15T02:26:00	61	-60	-35	BreakingSearch. Kritikka is too low to reach zenith	..	14														
1874	641	Hit	561	11	7	0561-11-07T22:54:00	0561-11-07T22:54:00	0561-11-08T01:34:00	78	81	12	Found NEW HIT:15	*@	14														
1875	642	-	563	3	25	0563-03-25T17:46:00	0563-03-25T17:46:00	0563-03-25T20:38:00	-2	37	28	ContinuingSearch +10 Minutes (moon fast fwd)	.@	15														
1876	642	-	563	3	25	0563-03-25T17:46:00	0563-03-25T17:56:00	0563-03-25T20:38:00	0	34	28	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	15														
1877	643	-	563	9	17	0563-09-17T23:13:00	0563-09-17T23:13:00	0563-09-18T01:47:00	76	41	-15	ContinuingSearch +30 minutes (normally)	..	15														
1878	643	-	563	9	17	0563-09-17T23:13:00	0563-09-17T23:43:00	0563-09-18T01:47:00	78	48	-10	ContinuingSearch +30 minutes (normally)	..	15														
1879	643	-	563	9	17	0563-09-17T23:13:00	0563-09-18T00:13:00	0563-09-18T01:47:00	75	55	-6	ContinuingSearch +30 minutes (normally)	..	15														
1880	643	-	563	9	17	0563-09-17T23:13:00	0563-09-18T00:43:00	0563-09-18T01:47:00	70	62	-1	ContinuingSearch +30 minutes (normally)	..	15														
1881	643	-	563	9	17	0563-09-17T23:13:00	0563-09-18T01:13:00	0563-09-18T01:47:00	64	69	3	ContinuingSearch +30 minutes (normally)	..	15														
1882	643	-	563	9	17	0563-09-17T23:13:00	0563-09-18T01:43:00	0563-09-18T01:47:00	58	75	7	ContinuingSearch +30 minutes (normally)	*.	15														
1883	643	-	563	9	17	0563-09-17T23:13:00	0563-09-18T02:13:00	0563-09-18T01:47:00	51	80	11	Breaking Search. Eclipse Over at 0563-09-18T01:47:00	*@	15														
1884	644	-	564	3	13	0564-03-13T19:45:00	0564-03-13T19:45:00	0564-03-13T23:39:00	26	19	25	ContinuingSearch +30 minutes (normally)	.@	15														
1885	644	-	564	3	13	0564-03-13T19:45:00	0564-03-13T20:15:00	0564-03-13T23:39:00	33	12	23	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	15														
1886	645	-	564	9	6	0564-09-06T15:03:00	0564-09-06T15:03:00	0564-09-06T18:34:00	-41	-61	-29	ContinuingSearch +170 Minutes (moon fast fwd)	..	15														
1887	645	-	564	9	6	0564-09-06T15:03:00	0564-09-06T17:53:00	0564-09-06T18:34:00	0	-41	-46	ContinuingSearch +1 Minutes (moon fast fwd)	..	15														
1888	645	-	564	9	6	0564-09-06T15:03:00	0564-09-06T17:54:00	0564-09-06T18:34:00	0	-41	-46	BreakingSearch. Kritikka is too low to reach zenith	..	15														
1889	646	-	565	3	2	0565-03-02T20:30:00	0565-03-02T20:30:00	0565-03-02T22:52:00	37	19	25	ContinuingSearch +30 minutes (normally)	.@	15														
1890	646	-	565	3	2	0565-03-02T20:30:00	0565-03-02T21:00:00	0565-03-02T22:52:00	44	12	23	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	15														
1891	647	-	567	12	31	0567-12-31T17:55:00	0567-12-31T17:55:00	0567-12-31T21:27:00	4	63	0	ContinuingSearch +30 minutes (normally)	..	15														
1892	647	-	567	12	31	0567-12-31T17:55:00	0567-12-31T18:25:00	0567-12-31T21:27:00	11	70	4	ContinuingSearch +30 minutes (normally)	..	15														
1893	647	-	567	12	31	0567-12-31T17:55:00	0567-12-31T18:55:00	0567-12-31T21:27:00	17	76	8	ContinuingSearch +30 minutes (normally)	*.	15														
1894	647	Hit	567	12	31	0567-12-31T17:55:00	0567-12-31T19:25:00	0567-12-31T21:27:00	24	81	12	Found NEW HIT:16	*@	15														
1895	648	-	570	5	5	0570-05-05T00:11:00	0570-05-05T00:11:00	0570-05-05T02:22:00	62	-60	-36	BreakingSearch. Kritikka is too low to reach zenith	..	16														
1896	649	-	570	10	29	0570-10-29T17:49:00	0570-10-29T17:49:00	0570-10-29T20:01:00	5	4	-37	ContinuingSearch +30 minutes (normally)	..	16														
1897	649	-	570	10	29	0570-10-29T17:49:00	0570-10-29T18:19:00	0570-10-29T20:01:00	12	11	-34	ContinuingSearch +30 minutes (normally)	..	16														
1898	649	-	570	10	29	0570-10-29T17:49:00	0570-10-29T18:49:00	0570-10-29T20:01:00	19	18	-29	ContinuingSearch +30 minutes (normally)	..	16														
1899	649	-	570	10	29	0570-10-29T17:49:00	0570-10-29T19:19:00	0570-10-29T20:01:00	26	25	-25	ContinuingSearch +30 minutes (normally)	..	16														
1900	649	-	570	10	29	0570-10-29T17:49:00	0570-10-29T19:49:00	0570-10-29T20:01:00	33	32	-21	ContinuingSearch +30 minutes (normally)	..	16														
1901	649	-	570	10	29	0570-10-29T17:49:00	0570-10-29T20:19:00	0570-10-29T20:01:00	40	39	-16	Breaking Search. Eclipse Over at 0570-10-29T20:01:00	..	16														
1902	650	-	571	4	25	0571-04-25T15:52:00	0571-04-25T15:52:00	0571-04-25T19:27:00	-30	35	28	ContinuingSearch +123 Minutes (moon fast fwd)	.@	16														
1903	650	-	571	4	25	0571-04-25T15:52:00	0571-04-25T17:55:00	0571-04-25T19:27:00	0	6	21	ContinuingSearch +2 Minutes (moon fast fwd)	.@	16														
1904	650	-	571	4	25	0571-04-25T15:52:00	0571-04-25T17:57:00	0571-04-25T19:27:00	0	5	20	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	16														
1905	651	-	571	10	18	0571-10-18T20:45:00	0571-10-18T20:45:00	0571-10-19T00:28:00	48	35	-19	ContinuingSearch +30 minutes (normally)	..	16														
1906	651	-	571	10	18	0571-10-18T20:45:00	0571-10-18T21:15:00	0571-10-19T00:28:00	55	42	-14	ContinuingSearch +30 minutes (normally)	..	16														
1907	651	-	571	10	18	0571-10-18T20:45:00	0571-10-18T21:45:00	0571-10-19T00:28:00	62	49	-10	ContinuingSearch +30 minutes (normally)	..	16														
1908	651	-	571	10	18	0571-10-18T20:45:00	0571-10-18T22:15:00	0571-10-19T00:28:00	70	56	-5	ContinuingSearch +30 minutes (normally)	..	16														
1909	651	-	571	10	18	0571-10-18T20:45:00	0571-10-18T22:45:00	0571-10-19T00:28:00	77	63	0	ContinuingSearch +30 minutes (normally)	..	16														
1910	651	-	571	10	18	0571-10-18T20:45:00	0571-10-18T23:15:00	0571-10-19T00:28:00	84	70	4	ContinuingSearch +30 minutes (normally)	..	16														
1911	651	-	571	10	18	0571-10-18T20:45:00	0571-10-18T23:45:00	0571-10-19T00:28:00	88	76	8	ContinuingSearch +30 minutes (normally)	*.	16														
1912	651	Hit	571	10	18	0571-10-18T20:45:00	0571-10-19T00:15:00	0571-10-19T00:28:00	81	80	12	Found NEW HIT:17	*@	16														
1913	652	-	574	2	21	0574-02-21T16:03:00	0574-02-21T16:03:00	0574-02-21T18:47:00	-28	81	12	ContinuingSearch +117 Minutes (moon fast fwd)	*@	17														
1914	652	-	574	2	21	0574-02-21T16:03:00	0574-02-21T18:00:00	0574-02-21T18:47:00	0	63	24	ContinuingSearch +2 Minutes (moon fast fwd)	.@	17														
1915	652	-	574	2	21	0574-02-21T16:03:00	0574-02-21T18:02:00	0574-02-21T18:47:00	0	62	24	ContinuingSearch +1 Minutes (moon fast fwd)	.@	17														
