Obs#	Eclipse#	Hit_K70A10	Year	Month	Day	EclipseStart	ObservationTime	EclipseEnd	MoonAlt	KrittikkaAlt	AgastyaAlt	Remarks	HitTag	HitCount														
157	45	-	-420	7	27	-00420-07-27T00:01:00	-0420-07-27T03:31:00	-00420-07-27T03:31:00	14	60	-8	ContinuingSearch +30 minutes (normally)	..	7														
158	45	-	-420	7	27	-00420-07-27T00:01:00	-0420-07-27T04:01:00	-00420-07-27T03:31:00	8	67	-4	Breaking Search. Eclipse Over at -00420-07-27T03:31:00	..	7														
159	46	-	-419	1	21	-00419-01-21T17:00:00	-0419-01-21T17:00:00	-00419-01-21T20:05:00	-11	77	3	ContinuingSearch +48 Minutes (moon fast fwd)	*.	7														
160	46	-	-419	1	21	-00419-01-21T17:00:00	-0419-01-21T17:48:00	-00419-01-21T20:05:00	0	86	9	ContinuingSearch +2 Minutes (moon fast fwd)	*.	7														
161	46	-	-419	1	21	-00419-01-21T17:00:00	-0419-01-21T17:50:00	-00419-01-21T20:05:00	0	86	9	ContinuingSearch +30 minutes (normally)	*.	7														
162	46	Hit	-419	1	21	-00419-01-21T17:00:00	-0419-01-21T18:20:00	-00419-01-21T20:05:00	6	82	13	Found NEW HIT:8	*@	7														
163	47	-	-419	7	17	-00419-07-17T17:17:00	-0419-07-17T17:17:00	-00419-07-17T20:13:00	-11	-62	-18	ContinuingSearch +46 Minutes (moon fast fwd)	..	8														
164	47	-	-419	7	17	-00419-07-17T17:17:00	-0419-07-17T18:03:00	-00419-07-17T20:13:00	0	-66	-24	ContinuingSearch +2 Minutes (moon fast fwd)	..	8														
165	47	-	-419	7	17	-00419-07-17T17:17:00	-0419-07-17T18:05:00	-00419-07-17T20:13:00	0	-66	-25	ContinuingSearch +1 Minutes (moon fast fwd)	..	8														
166	47	-	-419	7	17	-00419-07-17T17:17:00	-0419-07-17T18:06:00	-00419-07-17T20:13:00	0	-66	-25	BreakingSearch. Kritikka is too low to reach zenith	..	8														
167	48	-	-417	11	20	-00417-11-20T00:23:00	-0417-11-20T00:23:00	-00417-11-20T03:49:00	64	55	24	ContinuingSearch +30 minutes (normally)	.@	8														
168	48	-	-417	11	20	-00417-11-20T00:23:00	-0417-11-20T00:53:00	-00417-11-20T03:49:00	57	48	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	8														
169	49	-	-416	11	9	-00416-11-09T15:53:00	-0416-11-09T15:53:00	-00416-11-09T19:03:00	-22	-9	-44	ContinuingSearch +91 Minutes (moon fast fwd)	..	8														
170	49	-	-416	11	9	-00416-11-09T15:53:00	-0416-11-09T17:24:00	-00416-11-09T19:03:00	-1	13	-36	ContinuingSearch +3 Minutes (moon fast fwd)	..	8														
171	49	-	-416	11	9	-00416-11-09T15:53:00	-0416-11-09T17:27:00	-00416-11-09T19:03:00	0	14	-35	ContinuingSearch +30 minutes (normally)	..	8														
172	49	-	-416	11	9	-00416-11-09T15:53:00	-0416-11-09T17:57:00	-00416-11-09T19:03:00	7	21	-31	ContinuingSearch +30 minutes (normally)	..	8														
173	49	-	-416	11	9	-00416-11-09T15:53:00	-0416-11-09T18:27:00	-00416-11-09T19:03:00	13	29	-27	ContinuingSearch +30 minutes (normally)	..	8														
174	49	-	-416	11	9	-00416-11-09T15:53:00	-0416-11-09T18:57:00	-00416-11-09T19:03:00	20	36	-23	ContinuingSearch +30 minutes (normally)	..	8														
175	49	-	-416	11	9	-00416-11-09T15:53:00	-0416-11-09T19:27:00	-00416-11-09T19:03:00	27	43	-18	Breaking Search. Eclipse Over at -00416-11-09T19:03:00	..	8														
176	50	-	-412	3	4	-00412-03-04T17:51:00	-0412-03-04T17:51:00	-00412-03-04T20:56:00	-1	49	25	ContinuingSearch +5 Minutes (moon fast fwd)	.@	8														
177	50	-	-412	3	4	-00412-03-04T17:51:00	-0412-03-04T17:56:00	-00412-03-04T20:56:00	0	48	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	8														
178	51	-	-412	8	27	-00412-08-27T19:14:00	-0412-08-27T19:14:00	-00412-08-27T22:36:00	17	-30	-47	BreakingSearch. Kritikka is too low to reach zenith	..	8														
179	52	-	-410	7	8	-00410-07-08T17:37:00	-0410-07-08T17:37:00	-00410-07-08T20:07:00	-7	-60	-15	ContinuingSearch +28 Minutes (moon fast fwd)	..	8														
180	52	-	-410	7	8	-00410-07-08T17:37:00	-0410-07-08T18:05:00	-00410-07-08T20:07:00	0	-64	-19	BreakingSearch. Kritikka is too low to reach zenith	..	8														
181	53	Hit	-409	12	21	-00409-12-21T20:29:00	-0409-12-21T20:29:00	-00409-12-21T23:39:00	41	81	14	Found NEW HIT:9	*@	8														
182	54	-	-406	10	20	-00406-10-20T23:48:00	-0406-10-20T23:48:00	-0406-10-21T03:27:00	86	85	8	ContinuingSearch +30 minutes (normally)	*.	9														
183	54	Hit	-406	10	20	-00406-10-20T23:48:00	-0406-10-21T00:18:00	-0406-10-21T03:27:00	79	84	12	Found NEW HIT:10	*@	9														
184	55	-	-405	4	15	-00405-04-15T17:33:00	-0405-04-15T17:33:00	-00405-04-15T20:56:00	-5	14	25	ContinuingSearch +22 Minutes (moon fast fwd)	.@	10														
185	55	-	-405	4	15	-00405-04-15T17:33:00	-0405-04-15T17:55:00	-00405-04-15T20:56:00	1	9	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	10														
186	56	-	-403	2	23	-00403-02-23T17:00:00	-0403-02-23T17:00:00	-00403-02-23T19:01:00	-14	70	19	ContinuingSearch +59 Minutes (moon fast fwd)	*@	10														
187	56	-	-403	2	23	-00403-02-23T17:00:00	-0403-02-23T17:59:00	-00403-02-23T19:01:00	0	56	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	10														
188	57	-	-403	8	18	-00403-08-18T18:35:00	-0403-08-18T18:35:00	-00403-08-18T19:42:00	8	-46	-43	BreakingSearch. Kritikka is too low to reach zenith	..	10														
189	58	-	-402	2	12	-00402-02-12T23:33:00	-0402-02-12T23:33:00	-0402-02-13T03:22:00	80	-14	15	BreakingSearch. Kritikka is too low to reach zenith	.@	10														
190	59	-	-401	2	1	-00401-02-01T00:38:00	-0401-02-01T00:38:00	-00401-02-01T03:47:00	68	-18	13	BreakingSearch. Kritikka is too low to reach zenith	.@	10														
191	60	-	-400	12	11	-00400-12-11T19:25:00	-0400-12-11T19:25:00	-00400-12-11T21:04:00	26	73	1	ContinuingSearch +30 minutes (normally)	*.	10														
192	60	-	-400	12	11	-00400-12-11T19:25:00	-0400-12-11T19:55:00	-00400-12-11T21:04:00	33	80	5	ContinuingSearch +30 minutes (normally)	*.	10														
193	60	-	-400	12	11	-00400-12-11T19:25:00	-0400-12-11T20:25:00	-00400-12-11T21:04:00	40	86	9	ContinuingSearch +30 minutes (normally)	*.	10														
194	60	Hit	-400	12	11	-00400-12-11T19:25:00	-0400-12-11T20:55:00	-00400-12-11T21:04:00	46	83	12	Found NEW HIT:11	*@	10														
195	61	-	-396	4	5	-00396-04-05T18:35:00	-0396-04-05T18:35:00	-00396-04-05T19:38:00	9	8	24	ContinuingSearch +30 minutes (normally)	.@	11														
196	61	-	-396	4	5	-00396-04-05T18:35:00	-0396-04-05T19:05:00	-00396-04-05T19:38:00	16	1	22	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	11														
197	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-18T20:58:00	-0395-09-19T00:34:00	45	15	-35	ContinuingSearch +30 minutes (normally)	..	11														
198	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-18T21:28:00	-0395-09-19T00:34:00	52	23	-31	ContinuingSearch +30 minutes (normally)	..	11														
199	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-18T21:58:00	-0395-09-19T00:34:00	58	30	-26	ContinuingSearch +30 minutes (normally)	..	11														
200	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-18T22:28:00	-0395-09-19T00:34:00	65	37	-22	ContinuingSearch +30 minutes (normally)	..	11														
201	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-18T22:58:00	-0395-09-19T00:34:00	70	44	-18	ContinuingSearch +30 minutes (normally)	..	11														
202	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-18T23:28:00	-0395-09-19T00:34:00	74	52	-13	ContinuingSearch +30 minutes (normally)	..	11														
203	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-18T23:58:00	-0395-09-19T00:34:00	75	59	-9	ContinuingSearch +30 minutes (normally)	..	11														
204	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-19T00:28:00	-0395-09-19T00:34:00	72	66	-4	ContinuingSearch +30 minutes (normally)	..	11														
205	62	-	-395	9	18	-00395-09-18T20:58:00	-0395-09-19T00:58:00	-0395-09-19T00:34:00	68	73	1	Breaking Search. Eclipse Over at -0395-09-19T00:34:00	*.	11														
206	63	-	-392	1	23	-00392-01-23T20:17:00	-0392-01-23T20:17:00	-00392-01-23T21:29:00	33	53	25	ContinuingSearch +30 minutes (normally)	.@	11														
207	63	-	-392	1	23	-00392-01-23T20:17:00	-0392-01-23T20:47:00	-00392-01-23T21:29:00	40	46	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	11														
208	64	-	-391	1	11	-00391-01-11T20:29:00	-0391-01-11T20:29:00	-0391-01-12T00:11:00	38	61	22	ContinuingSearch +30 minutes (normally)	.@	11														
209	64	-	-391	1	11	-00391-01-11T20:29:00	-0391-01-11T20:59:00	-0391-01-12T00:11:00	44	53	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	11														
210	65	-	-390	6	27	-00390-06-27T20:39:00	-0390-06-27T20:39:00	-00390-06-27T23:17:00	33	-61	-35	BreakingSearch. Kritikka is too low to reach zenith	..	11														
211	66	-	-389	11	11	-00389-11-11T00:02:00	-0389-11-11T00:02:00	-00389-11-11T01:30:00	70	69	19	ContinuingSearch +30 minutes (normally)	.@	11														
212	66	-	-389	11	11	-00389-11-11T00:02:00	-0389-11-11T00:32:00	-00389-11-11T01:30:00	63	62	22	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	11														
213	67	-	-386	4	15	-00386-04-15T18:59:00	-0386-04-15T18:59:00	-00386-04-15T20:01:00	15	-7	19	BreakingSearch. Kritikka is too low to reach zenith	.@	11														
214	68	-	-384	8	18	-00384-08-18T15:54:00	-0384-08-18T15:54:00	-00384-08-18T19:19:00	-30	-66	-24	ContinuingSearch +127 Minutes (moon fast fwd)	..	11														
215	68	-	-384	8	18	-00384-08-18T15:54:00	-0384-08-18T18:01:00	-00384-08-18T19:19:00	-1	-53	-40	ContinuingSearch +3 Minutes (moon fast fwd)	..	11														
216	68	-	-384	8	18	-00384-08-18T15:54:00	-0384-08-18T18:04:00	-00384-08-18T19:19:00	0	-52	-41	BreakingSearch. Kritikka is too low to reach zenith	..	11														
217	69	-	-381	6	18	-00381-06-18T16:51:00	-0381-06-18T16:51:00	-00381-06-18T19:30:00	-16	-35	4	ContinuingSearch +69 Minutes (moon fast fwd)	..	11														
218	69	-	-381	6	18	-00381-06-18T16:51:00	-0381-06-18T18:00:00	-00381-06-18T19:30:00	0	-50	-7	ContinuingSearch +2 Minutes (moon fast fwd)	..	11														
219	69	-	-381	6	18	-00381-06-18T16:51:00	-0381-06-18T18:02:00	-00381-06-18T19:30:00	0	-50	-7	ContinuingSearch +1 Minutes (moon fast fwd)	..	11														
220	69	-	-381	6	18	-00381-06-18T16:51:00	-0381-06-18T18:03:00	-00381-06-18T19:30:00	0	-50	-7	BreakingSearch. Kritikka is too low to reach zenith	..	11														
221	70	-	-381	12	12	-00381-12-12T18:21:00	-0381-12-12T18:21:00	-00381-12-12T21:46:00	12	58	-9	ContinuingSearch +30 minutes (normally)	..	11														
222	70	-	-381	12	12	-00381-12-12T18:21:00	-0381-12-12T18:51:00	-00381-12-12T21:46:00	19	65	-5	ContinuingSearch +30 minutes (normally)	..	11														
223	70	-	-381	12	12	-00381-12-12T18:21:00	-0381-12-12T19:21:00	-00381-12-12T21:46:00	25	72	0	ContinuingSearch +30 minutes (normally)	*.	11														
224	70	-	-381	12	12	-00381-12-12T18:21:00	-0381-12-12T19:51:00	-00381-12-12T21:46:00	32	79	4	ContinuingSearch +30 minutes (normally)	*.	11														
225	70	-	-381	12	12	-00381-12-12T18:21:00	-0381-12-12T20:21:00	-00381-12-12T21:46:00	39	85	8	ContinuingSearch +30 minutes (normally)	*.	11														
226	70	Hit	-381	12	12	-00381-12-12T18:21:00	-0381-12-12T20:51:00	-00381-12-12T21:46:00	46	84	12	Found NEW HIT:12	*@	11														
227	71	-	-380	6	6	-00380-06-06T16:49:00	-0380-06-06T16:49:00	-00380-06-06T20:45:00	-16	-25	10	ContinuingSearch +67 Minutes (moon fast fwd)	..	12														
228	71	-	-380	6	6	-00380-06-06T16:49:00	-0380-06-06T17:56:00	-00380-06-06T20:45:00	0	-40	1	ContinuingSearch +2 Minutes (moon fast fwd)	..	12														
229	71	-	-380	6	6	-00380-06-06T16:49:00	-0380-06-06T17:58:00	-00380-06-06T20:45:00	0	-40	1	ContinuingSearch +1 Minutes (moon fast fwd)	..	12														
230	71	-	-380	6	6	-00380-06-06T16:49:00	-0380-06-06T17:59:00	-00380-06-06T20:45:00	0	-40	0	BreakingSearch. Kritikka is too low to reach zenith	..	12														
231	72	-	-379	5	26	-00379-05-26T21:48:00	-0379-05-26T21:48:00	-0379-05-27T00:08:00	49	-66	-27	BreakingSearch. Kritikka is too low to reach zenith	..	12														
232	73	-	-377	4	6	-00377-04-06T18:05:00	-0377-04-06T18:05:00	-00377-04-06T21:27:00	3	15	26	ContinuingSearch +30 minutes (normally)	.@	12														
233	73	-	-377	4	6	-00377-04-06T18:05:00	-0377-04-06T18:35:00	-00377-04-06T21:27:00	10	8	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	12														
234	74	-	-373	7	19	-00373-07-19T21:02:00	-0373-07-19T21:02:00	-0373-07-20T00:44:00	37	-40	-45	BreakingSearch. Kritikka is too low to reach zenith	..	12														
235	75	-	-370	5	17	-00370-05-17T19:34:00	-0370-05-17T19:34:00	-00370-05-17T22:36:00	23	-43	-1	BreakingSearch. Kritikka is too low to reach zenith	..	12														
236	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T16:29:00	-00370-11-11T20:09:00	-13	2	-41	ContinuingSearch +56 Minutes (moon fast fwd)	..	12														
237	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T17:25:00	-00370-11-11T20:09:00	0	15	-35	ContinuingSearch +1 Minutes (moon fast fwd)	..	12														
238	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T17:26:00	-00370-11-11T20:09:00	0	15	-35	ContinuingSearch +30 minutes (normally)	..	12														
239	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T17:56:00	-00370-11-11T20:09:00	7	22	-31	ContinuingSearch +30 minutes (normally)	..	12														
240	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T18:26:00	-00370-11-11T20:09:00	13	30	-27	ContinuingSearch +30 minutes (normally)	..	12														
241	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T18:56:00	-00370-11-11T20:09:00	20	37	-22	ContinuingSearch +30 minutes (normally)	..	12														
242	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T19:26:00	-00370-11-11T20:09:00	27	44	-18	ContinuingSearch +30 minutes (normally)	..	12														
243	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T19:56:00	-00370-11-11T20:09:00	34	51	-13	ContinuingSearch +30 minutes (normally)	..	12														
244	76	-	-370	11	11	-00370-11-11T16:29:00	-0370-11-11T20:26:00	-00370-11-11T20:09:00	41	59	-9	Breaking Search. Eclipse Over at -00370-11-11T20:09:00	..	12														
245	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T18:10:00	-00369-10-31T21:40:00	10	15	-35	ContinuingSearch +30 minutes (normally)	..	12														
246	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T18:40:00	-00369-10-31T21:40:00	17	22	-31	ContinuingSearch +30 minutes (normally)	..	12														
247	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T19:10:00	-00369-10-31T21:40:00	24	29	-27	ContinuingSearch +30 minutes (normally)	..	12														
248	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T19:40:00	-00369-10-31T21:40:00	31	37	-22	ContinuingSearch +30 minutes (normally)	..	12														
249	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T20:10:00	-00369-10-31T21:40:00	38	44	-18	ContinuingSearch +30 minutes (normally)	..	12														
250	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T20:40:00	-00369-10-31T21:40:00	45	51	-13	ContinuingSearch +30 minutes (normally)	..	12														
251	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T21:10:00	-00369-10-31T21:40:00	52	59	-9	ContinuingSearch +30 minutes (normally)	..	12														
252	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T21:40:00	-00369-10-31T21:40:00	60	66	-4	ContinuingSearch +30 minutes (normally)	..	12														
253	77	-	-369	10	31	-00369-10-31T18:10:00	-0369-10-31T22:10:00	-00369-10-31T21:40:00	67	73	1	Breaking Search. Eclipse Over at -00369-10-31T21:40:00	*.	12														
254	78	-	-366	3	6	-00366-03-06T14:34:00	-0366-03-06T14:34:00	-00366-03-06T18:20:00	-48	82	6	ContinuingSearch +202 Minutes (moon fast fwd)	*.	12														
255	78	-	-366	3	6	-00366-03-06T14:34:00	-0366-03-06T17:56:00	-00366-03-06T18:20:00	-2	47	26	ContinuingSearch +8 Minutes (moon fast fwd)	.@	12														
256	78	-	-366	3	6	-00366-03-06T14:34:00	-0366-03-06T18:04:00	-00366-03-06T18:20:00	0	45	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	12														
257	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T00:02:00	-00366-08-29T03:25:00	58	39	-21	ContinuingSearch +30 minutes (normally)	..	12														
258	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T00:32:00	-00366-08-29T03:25:00	53	47	-16	ContinuingSearch +30 minutes (normally)	..	12														
259	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T01:02:00	-00366-08-29T03:25:00	48	54	-11	ContinuingSearch +30 minutes (normally)	..	12														
260	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T01:32:00	-00366-08-29T03:25:00	42	61	-7	ContinuingSearch +30 minutes (normally)	..	12														
261	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T02:02:00	-00366-08-29T03:25:00	36	69	-2	ContinuingSearch +30 minutes (normally)	..	12														
262	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T02:32:00	-00366-08-29T03:25:00	29	76	2	ContinuingSearch +30 minutes (normally)	*.	12														
263	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T03:02:00	-00366-08-29T03:25:00	23	82	6	ContinuingSearch +30 minutes (normally)	*.	12														
264	79	-	-366	8	29	-00366-08-29T00:02:00	-0366-08-29T03:32:00	-00366-08-29T03:25:00	16	86	10	Breaking Search. Eclipse Over at -00366-08-29T03:25:00	*@	12														
265	80	-	-365	2	23	-00365-02-23T15:23:00	-0365-02-23T15:23:00	-00365-02-23T18:45:00	-37	83	7	ContinuingSearch +153 Minutes (moon fast fwd)	*.	12														
266	80	-	-365	2	23	-00365-02-23T15:23:00	-0365-02-23T17:56:00	-00365-02-23T18:45:00	-1	57	23	ContinuingSearch +6 Minutes (moon fast fwd)	.@	12														
267	80	-	-365	2	23	-00365-02-23T15:23:00	-0365-02-23T18:02:00	-00365-02-23T18:45:00	0	56	24	ContinuingSearch +1 Minutes (moon fast fwd)	.@	12														
268	80	-	-365	2	23	-00365-02-23T15:23:00	-0365-02-23T18:03:00	-00365-02-23T18:45:00	0	56	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	12														
269	81	-	-365	8	19	-00365-08-19T16:39:00	-0365-08-19T16:39:00	-00365-08-19T19:54:00	-20	-65	-31	ContinuingSearch +83 Minutes (moon fast fwd)	..	12														
270	81	-	-365	8	19	-00365-08-19T16:39:00	-0365-08-19T18:02:00	-00365-08-19T19:54:00	0	-52	-41	ContinuingSearch +2 Minutes (moon fast fwd)	..	12														
271	81	-	-365	8	19	-00365-08-19T16:39:00	-0365-08-19T18:04:00	-00365-08-19T19:54:00	0	-52	-41	BreakingSearch. Kritikka is too low to reach zenith	..	12														
272	82	-	-363	6	28	-00363-06-28T23:35:00	-0363-06-28T23:35:00	-0363-06-29T01:49:00	57	-24	-47	BreakingSearch. Kritikka is too low to reach zenith	..	12														
273	83	-	-362	6	17	-00362-06-17T23:19:00	-0362-06-17T23:19:00	-0362-06-18T03:13:00	56	-38	-46	BreakingSearch. Kritikka is too low to reach zenith	..	12														
274	84	-	-362	12	12	-00362-12-12T18:28:00	-0362-12-12T18:28:00	-00362-12-12T21:39:00	14	60	-8	ContinuingSearch +30 minutes (normally)	..	12														
275	84	-	-362	12	12	-00362-12-12T18:28:00	-0362-12-12T18:58:00	-00362-12-12T21:39:00	20	67	-3	ContinuingSearch +30 minutes (normally)	..	12														
276	84	-	-362	12	12	-00362-12-12T18:28:00	-0362-12-12T19:28:00	-00362-12-12T21:39:00	27	74	1	ContinuingSearch +30 minutes (normally)	*.	12														
277	84	-	-362	12	12	-00362-12-12T18:28:00	-0362-12-12T19:58:00	-00362-12-12T21:39:00	34	81	5	ContinuingSearch +30 minutes (normally)	*.	12														
278	84	-	-362	12	12	-00362-12-12T18:28:00	-0362-12-12T20:28:00	-00362-12-12T21:39:00	40	86	9	ContinuingSearch +30 minutes (normally)	*.	12														
279	84	Hit	-362	12	12	-00362-12-12T18:28:00	-0362-12-12T20:58:00	-00362-12-12T21:39:00	47	82	13	Found NEW HIT:13	*@	12														
280	85	-	-358	4	6	-00358-04-06T16:46:00	-0358-04-06T16:46:00	-00358-04-06T20:11:00	-17	34	27	ContinuingSearch +72 Minutes (moon fast fwd)	.@	13														
281	85	-	-358	4	6	-00358-04-06T16:46:00	-0358-04-06T17:58:00	-00358-04-06T20:11:00	0	17	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	13														
282	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T19:20:00	-00358-09-29T22:49:00	24	2	-41	ContinuingSearch +30 minutes (normally)	..	13														
283	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T19:50:00	-00358-09-29T22:49:00	31	9	-38	ContinuingSearch +30 minutes (normally)	..	13														
284	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T20:20:00	-00358-09-29T22:49:00	38	16	-34	ContinuingSearch +30 minutes (normally)	..	13														
285	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T20:50:00	-00358-09-29T22:49:00	45	23	-30	ContinuingSearch +30 minutes (normally)	..	13														
286	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T21:20:00	-00358-09-29T22:49:00	52	31	-26	ContinuingSearch +30 minutes (normally)	..	13														
287	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T21:50:00	-00358-09-29T22:49:00	59	38	-21	ContinuingSearch +30 minutes (normally)	..	13														
288	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T22:20:00	-00358-09-29T22:49:00	66	45	-17	ContinuingSearch +30 minutes (normally)	..	13														
289	86	-	-358	9	29	-00358-09-29T19:20:00	-0358-09-29T22:50:00	-00358-09-29T22:49:00	73	53	-12	Breaking Search. Eclipse Over at -00358-09-29T22:49:00	..	13														
