journal	paper	author	url	size_in_kb	cum_size_in_kb
IJHS-33-1998-Issue-1	Some Aspects of Biodiversity and Indian Traditions 	 S K Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_5_SKJain.pdf	198	165637
IJHS-33-1998-Issue-1	Kepler and the Origin of Modern Science 	 SJ Job Kozhamthadam	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_6_SJJKozhamthadam.pdf	329	165966
IJHS-33-1998-Issue-1	Publication on History of Science 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_7_PublicationonHOS.pdf	84	166050
IJHS-33-1998-Issue-1	Supplement: Tantrasamgraha of Nilakantha Somayaji 	 K V Sarma and V S Narasimhan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_8_Supplement.pdf	594	166644
IJHS-33-1998-Issue-2	Early Theories on the Distance to the Sun 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_1_SCKak.pdf	115	166759
IJHS-33-1998-Issue-2	Enigma of the Five–Year Yuga of Vedanga Jyotisa 	 B N Narahari Achar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_2_BNNAchar.pdf	157	166916
IJHS-33-1998-Issue-2	Seismological Zones of Varahamihira 	 Srinivas Madabhushi and P Srirama Murty	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_3_SMadabhushi.pdf	132	167048
IJHS-33-1998-Issue-2	A Step Towards Incommensurability of Π and Bhaskara (I): An Episode of the Sixth Century AD 	 A Mukhopadhyay and M R Adhikari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_4_AMukhopadhyay.pdf	191	167239
IJHS-33-1998-Issue-2	Indian Craft Technology: Static or Changing – A Case Study of the Kansari’s Craft in Bengal‚ 16th to 18th Centuries 	 Smritikumar Sarkar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_5_SSarkar.pdf	255	167494
IJHS-33-1998-Issue-2	Traditional Calender of Myanmar (Burma) 	 S K Chatterjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_6_SKChatterjee.pdf	263	167757
IJHS-33-1998-Issue-2	News: A Non–Conventional Formula to Calculate the Area of Circle 	 R S J Reddy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_7_News.pdf	36	167793
IJHS-33-1998-Issue-2	Projects Approved and Renewed by the Indian National Commission for History of Science 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_8_ProjectsApproved.pdf	45	167838
IJHS-33-1998-Issue-2	Academy Publications on History of Science 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_9_AcademyPublicationsofHOS.pdf	79	167917
IJHS-33-1998-Issue-2	Supplement: Tantrasamgraha of Nilakantha Somayaji 	 K V Sarma and V S Narasimhan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_2_10_Supplement.pdf	611	168528
IJHS-33-1998-Issue-3	The SunU+2019 ’s Orbit in the Brahmanas 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_3_1_SCKak.pdf	213	168741
IJHS-33-1998-Issue-3	On the Origin of KaliyugadiU+2019 ’ Synodic Super-Conjunction 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_3_2_KCHari.pdf	114	168855
IJHS-33-1998-Issue-3	Sriyantra – A Study of Spherical and Plane Forms 	 C S Rao	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_3_3_CSRao.pdf	325	169180
IJHS-33-1998-Issue-3	Spectroscopy in Ancient India: An Application of Spectroscopy to Astrophysics 	 N G Dongre	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_3_4_NGDongre.pdf	161	169341
IJHS-33-1998-Issue-3	History of Science and Technology in India– Quicksands of Paradigm 	 Anirban Das	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_3_5_ADas.pdf	152	169493
IJHS-33-1998-Issue-3	Academy Publications on History of Science and Announcement 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_3_6_AcademyPublicationsofHOS.pdf	88	169581
IJHS-33-1998-Issue-3	Supplement: Tantrasamgraha of Nilakantha Somayaji 	 K V Sarma and V S Narasimhan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_3_7_Supplement.pdf	789	170370
IJHS-33-1998-Issue-4	On the Origin of Sidereal Zodiac and Astronomy 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_4_1_KCHari.pdf	171	170541
IJHS-33-1998-Issue-4	Conservation of Biodiversity in Manu–Samhita 	 Priyadarsan Sensarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_4_2_PSensarma.pdf	120	170661
IJHS-33-1998-Issue-4	Prakasa Stambhanabhida Lauha of Maharsi Bharadvaja 	 N G Dongre, S K Malavia and P ramachandra Rao	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_4_3_NGDongre.pdf	177	170838
IJHS-33-1998-Issue-4	Dr Mahendralal Sircar and Homeopathy 	 Chittabrata Palit	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_4_4_CPalit.pdf	213	171051
IJHS-33-1998-Issue-4	Academy Publications on History of Science 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_4_5_AcademysPublicationsonHOS.pdf	84	171135
IJHS-33-1998-Issue-4	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_4_6_News.pdf	114	171249
IJHS-33-1998-Issue-4	Supplement: The Cylindrical Sundial in India 	 Yukio Ohashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_4_7_Supplement.pdf	1024	172273
IJHS-34-1999-Issue-1	A Critical Study of Vedic Mathematics of Sankaracarya SriBharatiKrsna Tirthaji Maharaj 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_1_1_KCHari.pdf	288	172561
IJHS-34-1999-Issue-1	Betel Vine (Piper Betle L.) Cultivation_A Unique Case of Plant Establishment under Anthropogenically Regulated Microclimatic Conditions 	 Nikhil Kumar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_1_2_NKumar.pdf	1167	173728
IJHS-34-1999-Issue-1	Smelting Furnaces in Ancient India 	 Rina Shrivastava	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_1_3_RShrivastva.pdf	721	174449
IJHS-34-1999-Issue-1	PreCommercial Era of Sound Recording in India 	 Amitabha Ghosh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_1_4_AGhosh.pdf	223	174672
IJHS-34-1999-Issue-1	C V Raman‚ M N Saha and The Nobel Prize for the Year 1930 	 Rajinder Singh and Falk Riess	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_1_5_RSingh.pdf	240	174912
IJHS-34-1999-Issue-1	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_1_6_BookReviews.pdf	71	174983
IJHS-34-1999-Issue-1	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_1_7_News.pdf	85	175068
IJHS-34-1999-Issue-2	Indus Numerals on Metal Tools 	 J S Pettersson	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_1_JSPettersson.pdf	317	175385
IJHS-34-1999-Issue-2	On An Astronomical Concept in Visnupurana 	 B N Narahari Achar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_2_BNNAchar.pdf	104	175489
IJHS-34-1999-Issue-2	The Solar Numbers in Angkor Wat 	 Subhash Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_3_Skak.pdf	203	175692
IJHS-34-1999-Issue-2	A Note On The Vrksayurveda of Parasara 	 Dileep Kumar Kanjilal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_4_DKKanjilal.pdf	101	175793
IJHS-34-1999-Issue-2	Intricacy of The Siddhantic Solar Year 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_5_KCHari.pdf	193	175986
IJHS-34-1999-Issue-2	Yantraraja: The Astrolabe in Sanskrit 	 Sreeramula Rajeswara Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_6_SRSarma.pdf	368	176354
IJHS-34-1999-Issue-2	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_7_BookReviews.pdf	119	176473
IJHS-34-1999-Issue-2	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_8_News.pdf	40	176513
IJHS-34-1999-Issue-2	Academy Publications on HOS 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_2_9_AcademyPublicationsonHOS.pdf	93	176606
IJHS-34-1999-Issue-3	Mining of Copper in Ancient India 	 Rina Shrivastava	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_3_1_RShrivastva.pdf	121	176727
IJHS-34-1999-Issue-3	Earthquake History of India in Medieval Times 	 R N Iyengar et al.	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_3_2_RNIyengar.pdf	909	177636
IJHS-34-1999-Issue-3	Michael Faraday Vis–A–Vis Chandrasekhar 	 N K Maitra	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_3_3_NKMaitra.pdf	72	177708
IJHS-34-1999-Issue-3	Book Review 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_3_4_BookReviews.pdf	70	177778
IJHS-34-1999-Issue-3	News— Academy Publications on HOS 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_3_5_News.pdf	93	177871
IJHS-34-1999-Issue-4	Technology of Iron and Steel in Kodumal— An Ancient Industrial Centre in Tamil Nadu 	 B Sasisekaran and B Raghunatha Rao	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_4_1_BSasisekaran.pdf	774	178645
IJHS-34-1999-Issue-4	Katapayadi Notation on a Sanskrit Astrolabe 	 Sreeramula Rajeswara Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_4_2_SRSarma.pdf	366	179011
IJHS-34-1999-Issue-4	Dams— Engineering Analysisof Alternatives 	 Sandeep Garg et al.	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_4_3_SGarg.pdf	388	179399
IJHS-34-1999-Issue-4	Science in British India 	 R K Kochhar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_4_4_RKKochhar.pdf	481	179880
IJHS-34-1999-Issue-4	Book Review 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_4_5_BookReview.pdf	44	179924
IJHS-34-1999-Issue-4	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_4_6_News.pdf	109	180033
IJHS-34-1999-Issue-4	Supplement— Rasendramangalam of Nagarjuna 	 H S Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol34_4_7_Supplement_Rasendramangalam.pdf	649	180682
IJHS-35-2000-Issue-1	On The Astronomical Basis of the Date of Satapatha Brahmana: A Re–Examination of Dikshit's Theory 	 B N N Achar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_1_1_BNNAchar.pdf	343	181025
IJHS-35-2000-Issue-1	Date of the Solar Orbit of Satapatha Brahmana 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_1_2_KCHari.pdf	64	181089
IJHS-35-2000-Issue-1	Dietary Diversity in Manu–Samhita 	 P Sensarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_1_3_PSensarma.pdf	183	181272
IJHS-35-2000-Issue-1	Origin of the Mean Motion Tables of Jai Singh 	 B V Dalen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_1_4_BvDalen.pdf	363	181635
IJHS-35-2000-Issue-1	Pharmaceutical Society of India: The oldest Indian Pharmaceutical Organisation 	 H Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_1_5_HSingh.pdf	139	181774
IJHS-35-2000-Issue-1	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_1_6_BookReviews.pdf	136	181910
IJHS-35-2000-Issue-1	Notices 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_1_7_Notices.pdf	39	181949
IJHS-35-2000-Issue-3	A Case for Revising the Date of Vedanga Jyotisa 	 B N N Achar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_1_BNNAchar.pdf	149	182098
IJHS-35-2000-Issue-3	Babylonian Source of Aryabhata’s Planetary Constants 	 K D Abhyankar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_2_KDAbhyankar.pdf	62	182160
IJHS-35-2000-Issue-3	Govindaswamin’s Arithmetic Rules Cited in the Kriyakramakari of Sankara and Narayana 	 T Hayashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_3_THayashi.pdf	666	182826
IJHS-35-2000-Issue-3	Astronomical Instruments at Kota 	 V N Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_4_VNSharma.pdf	427	183253
IJHS-35-2000-Issue-3	Joseph Needham and the History of Indian Technology 	 Irfan Habib	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_5_IHabib.pdf	615	183868
IJHS-35-2000-Issue-3	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_6_BookReviews.pdf	131	183999
IJHS-35-2000-Issue-3	Notices 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_7_Notices.pdf	33	184032
IJHS-35-2000-Issue-3	Conferences: NISTADS INSA Workshop on History of Science in India 	 A N Thakur	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_3_8_Conferences.pdf	108	184140
IJHS-35-2000-Issue-4	On the Caitradi Scheme 	 B N N Achar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_4_1_BNNAchar.pdf	280	184420
IJHS-35-2000-Issue-4	Planetary Revolutions in Indian Astronomy 	 Hugh Thurston	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_4_2_HThurston.pdf	121	184541
IJHS-35-2000-Issue-4	Jean–Baptiste Biot on the History of Indian Astronomy (1830–1860): The Nation in the Post–Enlightenment Historiography of Science 	 Dhruv Raina	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_4_3_DRaina.pdf	509	185050
IJHS-35-2000-Issue-4	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_4_4_BookReviews.pdf	108	185158
IJHS-35-2000-Issue-4	Supplements 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol35_4_5_SupplementsHOSResearchProjects.pdf	1524	186682
IJHS-36-2001-Issue-1&2	New Insights on the 1600 Year Old Corrosion Resistant Delhi Iron Pillar 	 R Balasubramaniam	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_1and2_1_RBalasubramanian.pdf	1182	187864
IJHS-36-2001-Issue-1&2	Measuring Time With Long Syllables 	 S R Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_1and2_2_SRSarma.pdf	82	187946
IJHS-36-2001-Issue-1&2	Ahargana and Weekdays As Per Modern Suryasiddhanta 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_1and2_3_AKBag.pdf	163	188109
IJHS-36-2001-Issue-1&2	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_1and2_4_BookReview.pdf	152	188261
IJHS-36-2001-Issue-1&2	Notices of Journals 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_1and2_5_Notices.pdf	72	188333
IJHS-36-2001-Issue-1&2	Conferences 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_1and2_6_Conferences.pdf	119	188452
IJHS-36-2001-Issue-1&2	Projects Approved and Renewed by the Indian National Commission for History of Science 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_1and2_7_Projects.pdf	75	188527
IJHS-36-2001-Issue-3&4	Technology of Forge Welding Adopted at Mallappadi – An Iron Age Site in Tamil Nadu 	 B Sasisekaran and B raghunatha Rao	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_1_BSasisekaran.pdf	375	188902
IJHS-36-2001-Issue-3&4	Aryabhata: His name‚ Time and Provenance 	 K V Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_2_KVSarma.pdf	161	189063
IJHS-36-2001-Issue-3&4	Aryabhata’s Kaliyuga Revisited: An Optimization Problem 	 Y V Jeppu	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_3_YVJeppu.pdf	125	189188
IJHS-36-2001-Issue-3&4	Vakyakarana–A Study 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_4_KCHari.pdf	333	189521
IJHS-36-2001-Issue-3&4	A Tale of Two Fingerprint Experts 	 G S Sodhi and Jasjeet Kaur	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_5_GSSodhi.pdf	112	189633
IJHS-36-2001-Issue-3&4	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_6_BookReviews.pdf	138	189771
IJHS-36-2001-Issue-3&4	Project Report: Search for Ancient Indian Records of the Sighting of Supernovae 	 Jayant V Narlikar and Saroja Bhate	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_7_ProjectReport.pdf	2133	191904
IJHS-36-2001-Issue-3&4	Conferences 	 S M R Ansari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol36_3and4_8_Conferences.pdf	126	192030
IJHS-37-2002-Issue-1	Studies of Ancient Indian OCP Period Copper 	 RBalasubramaniam‚ M N Mungole et. al	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_1_RBalasubramaniam.pdf	350	192380
IJHS-37-2002-Issue-1	Metallurgy and Metal Industry in Ancient Tamil Nadu— An Archaeological Study 	 B Sasisekaran	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_2_BSasisekaran.pdf	180	192560
IJHS-37-2002-Issue-1	Probable Rationale for Unequal Naksatra Divisions in Jain Astronomy 	 K D Abhyankar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_3_KDAbhyankar.pdf	89	192649
IJHS-37-2002-Issue-1	Indigenous Colours in Mithila(North Bihar)– A Historical Perspective 	 Vidyanath Jha	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_4_VJha.pdf	288	192937
IJHS-37-2002-Issue-1	The Topography of a Changing World 	 T N Venkateswaran	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_5_TVVenkateswaran.pdf	370	193307
IJHS-37-2002-Issue-1	Book Review 	 A N Thakur	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_6_BookReview.pdf	27	193334
IJHS-37-2002-Issue-1	Conferences 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_7_Conference.pdf	92	193426
IJHS-37-2002-Issue-1	Supplement: Growth of Scientific Periodicals in India (1788– 1900) 	 B K Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_1_9_Supplement ScientificPeriodicals.pdf	629	194055
IJHS-37-2002-Issue-2	Aryabhata and the table of Rsines 	 B N Narahari Achar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_1_BNNAchar.pdf	70	194125
IJHS-37-2002-Issue-2	Genesis and Antecedents of Aryabhatiya 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_2_KCHari.pdf	218	194343
IJHS-37-2002-Issue-2	A New Study of Dhar Iron Pillar 	 R Balasubramaniam	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_3_RBalasubramaniam.pdf	1321	195664
IJHS-37-2002-Issue-2	Fritz Haber— A Conflicting Chemist 	 Jaime Wisniak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_4_JWisniak.pdf	344	196008
IJHS-37-2002-Issue-2	Sir C V Raman and his contacts with Hungarian Scientists 	 Rajinder Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_5_RSingh.pdf	388	196396
IJHS-37-2002-Issue-2	Book Review 	 Kiran Arora	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_6_BookReview.pdf	41	196437
IJHS-37-2002-Issue-2	Projects Report: Minerals and Metals in Ancient India 	 Shabnam Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_7_ProjectReport.pdf	45	196482
IJHS-37-2002-Issue-2	Conferences: Indian History Congress 	 Shabnam Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_8_Conferences.pdf	70	196552
IJHS-37-2002-Issue-2	Conferences: National Seminar 	 Balai Chaki	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_9_BChaki.pdf	50	196602
IJHS-37-2002-Issue-2	Indian National Commission for History of Science: Projects Renewed and Approved 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_10_INCforHOS.pdf	44	196646
IJHS-37-2002-Issue-2	Supplement: Growth of Scientific Periodicals in India (1788– 1900) 	 B K Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_2_11_SupplementScientificPeriodicals.pdf	995	197641
IJHS-37-2002-Issue-3	On Two Important Provisions in Vedanga&ndash Jyotisa 	 K D Abhyankar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_1_KDAbhyankar.pdf	129	197770
IJHS-37-2002-Issue-3	Date of Haridatta‚ Promulgator of the Prahita System of Astronomy in Kerala 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_2_KCHari.pdf	213	197983
IJHS-37-2002-Issue-3	Nemicandra’s Rule for the Volume of a Sphere 	 Dipak Jadhav	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_3_DJadhav.pdf	207	198190
IJHS-37-2002-Issue-3	Practical Astronomy in Indo–Persian Sources 	 S M R Ansari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_4_SMRAnsari.pdf	156	198346
IJHS-37-2002-Issue-3	Sir CV Raman‚ Dame Kathleen Lonsdale and their Scientific Controversy due to the Diffuse Spots in X–ray Photographs 	 Ravinder Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_5_RSingh.pdf	342	198688
IJHS-37-2002-Issue-3	Book Review: Ayurvedic remedies for the whole family 	 N Kumar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_6_BookReview.pdf	185	198873
IJHS-37-2002-Issue-3	Project Report: Shipping and ship building in India– Medieval Period 	 Shabnam Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_7_ProjectReport.pdf	24	198897
IJHS-37-2002-Issue-3	Orbituary: Apurba Kumar Chakravarty 	 Shabnam Shukla‚ S K Chatterjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_8_Obituary.pdf	307	199204
IJHS-37-2002-Issue-3	Notice of Journals 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_9_NoticeofJournals.pdf	23	199227
IJHS-37-2002-Issue-3	Supplement: Growth of Scientific Periodicals in India (1788– 1900) 	 B K Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_3_10_SupplementScientificPeriodicalsBKSen.pdf	1250	200477
IJHS-37-2002-Issue-4	The Objective Criteria in Deciphering the Indus Script 	 Madhusudan Mishra	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_4_1_MMishra.pdf	127	200604
IJHS-37-2002-Issue-4	Material and Electrochemical Characterization of Ancient Indian OCP Period Copper 	 T Laha et. al.	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_4_2_TLaha.pdf	188	200792
IJHS-37-2002-Issue-4	An Early Eclipse Record of Indian Astronomy 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_4_3_KCHari.pdf	95	200887
IJHS-37-2002-Issue-4	Hugh Martin Leake: A Historical Memoir 	 N C Shah	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol37_4_4_NCShah.pdf	169	201056
