journal	paper	author	url	size_in_kb	cum_size_in_kb
IJHS-49-2014-Issue-1	Forestry Research in India (1861-2005): Historic Evolution with a Case Study 	 Subhasis Biswas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_1_12_Sbiswas.pdf	105	741109
IJHS-49-2014-Issue-1	NEWS 	 NEWS	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_1_13_News.pdf	556	741665
IJHS-49-2014-Issue-2	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_0_Contents.pdf	22	741687
IJHS-49-2014-Issue-2	Parasara's Six Season Solar Zodiac and Heliacal Visibility of Star Agastya in 1350-1130 BC 	 R N Iyengar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_1_RN_Iyengar.pdf	641	742328
IJHS-49-2014-Issue-2	Editorial 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_1_Editorial.pdf	17	742345
IJHS-49-2014-Issue-2	Guest Editorial 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_2_GuestEditorial.pdf	21	742366
IJHS-49-2014-Issue-2	Plant Diseases and their Treatment in Sanskrit Literature 	 Dhananjay Vasudeo Dwivedi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_2_Dwivedi.pdf	79	742445
IJHS-49-2014-Issue-2	Methods of Interpolation in Indian Astronomy 	 Nidhi Handa and Padmavati Taneja	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_3_NHanda.pdf	444	742889
IJHS-49-2014-Issue-2	Sanskrit Astronomical Tables: The State of the Field 	 Kim Plofker	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_3_KPlofker.pdf	632	743521
IJHS-49-2014-Issue-2	Bhaskara I's Versified Solutions of a Linear Indeterminate Equation 	 Agathe Keller	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_4_AKeller.pdf	331	743852
IJHS-49-2014-Issue-2	Nemicandra's Rules for Computing Multiplier and Divisor 	 Dipak Jadhav	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_4_DJadhav.pdf	86	743938
IJHS-49-2014-Issue-2	On Mathematical Complexity of Sriyantra 	 Vladislav-Veniamin Pustynski	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_5_Pustynski.pdf	790	744728
IJHS-49-2014-Issue-2	Versified Sine Tables in Jnanaraja's Siddhantasundara 	 Toke Knudsen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_5_TKnudsen.pdf	547	745275
IJHS-49-2014-Issue-2	Trigonometric Tables in India 	 V Madhukar Mallayya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_6_VMallayya.pdf	499	745774
IJHS-49-2014-Issue-2	Techno-Scientific Education and the Indian National Congress (1885-1918) 	 Nirmala Shah	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_6_NShah.pdf	63	745837
IJHS-49-2014-Issue-2	Historical Notes: Select Palm Leaf Manuscripts on Health Care 	 Deepak Bhattacharya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_7_DBhatacharya.pdf	35	745872
IJHS-49-2014-Issue-2	Sankramavakyas of the Vakyakarana 	 K Mahesh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_7_KMahesh.pdf	355	746227
IJHS-49-2014-Issue-2	The Karanakesari Tables for Computing Eclipse Phenomena 	 Clemency Montelle	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_8_CMontelle.pdf	2112	748339
IJHS-49-2014-Issue-2	Historical Notes: Some Nineteenth Century Indian Mathematicians Prior to Ramanujan 	 R Sridharan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_8_RSridharan.pdf	153	748492
IJHS-49-2014-Issue-2	Historical Notes: Bankim Chandra-First Writer of Popular Science in Bengali 	 Sisir K Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_9_SKMajumdar.pdf	41	748533
IJHS-49-2014-Issue-2	Makaranda Sarini and Allied Saurapakna Tables -A Study 	 K Rupa, Padmaja Venugopal and S Balachandra Rao	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_9_KRupa.pdf	1068	749601
IJHS-49-2014-Issue-2	Book Review: R N Iyengar - Parasaratantra: Ancient Sanskrit Text on Astronomy and Natural Sciences 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_2_10_BookReview.pdf	76	749677
IJHS-49-2014-Issue-2	Historical Notes: Some Applications of First Approachable Sunya and Derivation of other Approachable Sunyas 	 K B Basant and Satyananda Panda	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_10_KBBasant.pdf	1840	751517
IJHS-49-2014-Issue-2	Book Review: Sita Sundar Ram-Bijapallava of Krsna Daivajna: Algebra in Sixteen Century India-A Critical Study 	 R C Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_11_RCGupta.pdf	51	751568
IJHS-49-2014-Issue-2	Project Report: The Traditional Ayurveda Practicing by Parambarya Vaidyas in Kerala and their Unique Ethical Outlook 	 Sreekumar Nellickappilly	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_12_SNellickappilly.pdf	44	751612
IJHS-49-2014-Issue-2	Project Reports: The Garo Perception of Disease and Medicine: A History Since the British Regime in the Indian Sub-Continent 	 Pratibha Mandal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_13_PMandal.pdf	50	751662
IJHS-49-2014-Issue-2	NEWS 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_14_NEWS.pdf	15	751677
IJHS-49-2014-Issue-3	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_0_Contents.pdf	22	751699
IJHS-49-2014-Issue-3	Parasara's Six Season Solar Zodiac and Heliacal Visibility of Star Agastya in 1350-1130 BC 	 R N Iyengar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_1_RN_Iyengar.pdf	641	752340
IJHS-49-2014-Issue-3	Plant Diseases and their Treatment in Sanskrit Literature 	 Dhananjay Vasudeo Dwivedi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_2_Dwivedi.pdf	79	752419
IJHS-49-2014-Issue-3	Methods of Interpolation in Indian Astronomy 	 Nidhi Handa and Padmavati Taneja	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_3_NHanda.pdf	444	752863
IJHS-49-2014-Issue-3	Nemicandra's Rules for Computing Multiplier and Divisor 	 Dipak Jadhav	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_4_DJadhav.pdf	86	752949
IJHS-49-2014-Issue-3	On Mathematical Complexity of Sriyantra 	 Vladislav-Veniamin Pustynski	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_5_Pustynski.pdf	790	753739
IJHS-49-2014-Issue-3	Techno-Scientific Education and the Indian National Congress (1885-1918) 	 Nirmala Shah	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_6_NShah.pdf	63	753802
IJHS-49-2014-Issue-3	Historical Notes: Select Palm Leaf Manuscripts on Health Care 	 Deepak Bhattacharya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_7_DBhatacharya.pdf	35	753837
IJHS-49-2014-Issue-3	Historical Notes: Some Nineteenth Century Indian Mathematicians Prior to Ramanujan 	 R Sridharan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_8_RSridharan.pdf	153	753990
IJHS-49-2014-Issue-3	Historical Notes: Bankim Chandra-First Writer of Popular Science in Bengali 	 Sisir K Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_9_SKMajumdar.pdf	41	754031
IJHS-49-2014-Issue-3	Historical Notes: Some Applications of First Approachable Sunya and Derivation of other Approachable Sunyas 	 K B Basant and Satyananda Panda	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_10_KBBasant.pdf	1840	755871
IJHS-49-2014-Issue-3	Book Review: Sita Sundar Ram-Bijapallava of Krsna Daivajna: Algebra in Sixteen Century India-A Critical Study 	 R C Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_11_RCGupta.pdf	51	755922
IJHS-49-2014-Issue-3	Project Report: The Traditional Ayurveda Practicing by Parambarya Vaidyas in Kerala and their Unique Ethical Outlook 	 Sreekumar Nellickappilly	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_12_SNellickappilly.pdf	44	755966
IJHS-49-2014-Issue-3	Project Reports: The Garo Perception of Disease and Medicine: A History Since the British Regime in the Indian Sub-Continent 	 Pratibha Mandal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_13_PMandal.pdf	50	756016
IJHS-49-2014-Issue-3	NEWS 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_3_14_NEWS.pdf	15	756031
IJHS-49-2014-issue-4	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_0_Contents.pdf	15	756046
IJHS-49-2014-issue-4	Editorial 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_1_Editorial.pdf	87	756133
IJHS-49-2014-issue-4	Guest Editorial 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_2_Guest_Editorial.pdf	78	756211
IJHS-49-2014-issue-4	The Chemical Researches of Acharya Prafulla Chandra Ray 	 Animesh Chakravorty	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_3_AChakravorty.pdf	254	756465
IJHS-49-2014-issue-4	Early Research in Physical Chemistry in India 	 Kankan Bhattacharyya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_4_KBhattacharyya.pdf	52	756517
IJHS-49-2014-issue-4	History of Natural Products Chemistry in India 	 K Nagarajan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_5_KNagarajan.pdf	596	757113
IJHS-49-2014-issue-4	Indian Organic Chemical Industry: Decades of Struggle & Achievements 	 K Nagarajan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_6_AVRRao.pdf	576	757689
IJHS-49-2014-issue-4	Medicinal Chemistry Research in India 	 Harikishan Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_7_HSingh.pdf	415	758104
IJHS-49-2014-issue-4	A Short History of Electrochemistry in India 	 A K Shukla and T Prem Kumar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_8_AKShukla.pdf	25	758129
IJHS-49-2014-issue-4	Historical Notes: Manuscripts on Alchemy in India - Commentaries and Editions 	 Mira Roy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_9_MRoy.pdf	39	758168
IJHS-49-2014-issue-4	Chemical Research in British India (1788-1900) 	 B K Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_10_BKSen.pdf	50	758218
IJHS-49-2014-issue-4	The Making of a Classic: The Contemporary Significance of P. C. Ray's Historical Approach 	 Dhruv Raina	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_11_DRaina.pdf	61	758279
IJHS-49-2014-issue-4	Good Life, Self-Sufficiency and Chemical Knowledge: Through The Chemical Worls View of Late Jnan Chandra Ghosh 	 Prajit K Basu	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_12_PKBasu.pdf	53	758332
IJHS-49-2014-issue-4	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_13_Bookreview.pdf	75	758407
IJHS-49-2014-issue-4	Books Received for Review 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_14_Bookreceived.pdf	17	758424
IJHS-49-2014-issue-4	Cumulative Index 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_15_CumulativeIndex.pdf	40	758464
IJHS-49-2014-issue-4	Annual Contents 2014 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol49_4_16_AnnualContents2014.pdf	28	758492
IJHS-50-2015-Issue-1	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Contents.pdf	105	758597
IJHS-50-2015-Issue-1	Massage  From: President INSA 	 Raghavendra Gadagkar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Message_President.pdf	79	758676
IJHS-50-2015-Issue-1	Editorial 	 D Balasubramanian, A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art01.pdf	28	758704
IJHS-50-2015-Issue-1	Early System of Naksatras, Calendar and Antiquity of the Vedic & Harappan Traditions 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art02.pdf	286	758990
IJHS-50-2015-Issue-1	Soma, an Enigmatic, Mysterious Plant of the Vedic Aryas: An Appraisal 	 N C Shah	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art03.pdf	368	759358
IJHS-50-2015-Issue-1	Crafts and Technologies of the Chalcolithic People of South Asia: An Overview 	 Vasant Shinde	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art04.pdf	52	759410
IJHS-50-2015-Issue-1	The Metal Casting Traditions of South Asia: Continuity and Innovation 	 Paul T Craddock	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art05.pdf	900	760310
IJHS-50-2015-Issue-1	Foundations of Immunology in Ayurvedic classics 	 Ram H Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art06.pdf	104	760414
IJHS-50-2015-Issue-1	From Persons to Hospital Cases: The Rise of Hospital Medicine and the Calcutta Medical College in India 	 Jayanta Bhattacharyra	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art07.pdf	899	761313
IJHS-50-2015-Issue-1	Historical Note: Concept of Manas in Samkhya Darsana 	 Hetal Amin	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art08.pdf	65	761378
IJHS-50-2015-Issue-1	Historical Note: Percetion of Food and Nutrition and Dietary Recommendation in Health and Disease: Focus on Caraka-Susruta Samhitas 	 Sukta Das	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art09.pdf	103	761481
IJHS-50-2015-Issue-1	Historical Note: Old Water-Works on the Eastern Part of Mysore Plateau 	 Jean Deloche	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art10.pdf	391	761872
IJHS-50-2015-Issue-1	Book Review: A Selected Works of Gurugovinda Chakravarti on Ancient and Medieval Indian Mathematics 	 AKBag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art11.pdf	28	761900
IJHS-50-2015-Issue-1	Book Review: History of Science in India, Vol. III: Chemical Science 	 D Banerjea	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art12.pdf	37	761937
IJHS-50-2015-Issue-1	Project Report: Use of Solar Passice Concepts in the Avadh Architechtectural Buildings and their Modified Impact 	 Usha Bajpai	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art13.pdf	551	762488
IJHS-50-2015-Issue-1	News: Magic Square for 2015 	 S R Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art14.pdf	695	763183
IJHS-50-2015-Issue-1	News: 900th Birth Anniversary of Bhaskaracarya: A Brief Report 	 Madhavendra Narayan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_1_Art15.pdf	118	763301
IJHS-50-2015-Issue-2	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Contents.pdf	103	763404
IJHS-50-2015-Issue-2	Descriptions and Classification of Cancer in the Classical Ayurvedic Texts 	 P  Ram Manohar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art01.pdf	347	763751
IJHS-50-2015-Issue-2	Some Medicinal Plants of Indian Puranas in Today’s Ethnomedicinal Perspective 	 Madhumita Nath 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art02.pdf	189	763940
IJHS-50-2015-Issue-2	Classification of Substances in Vaidyanighantus -Medical Lexions 	 B Rama Rao	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art03.pdf	173	764113
IJHS-50-2015-Issue-2	Allusions to Ancient Indian Mathematical Sciences in an Early Eighth Century Chinese Compilation by  	 Vijaya J Deshpande	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art04.pdf	1431	765544
IJHS-50-2015-Issue-2	Narayana’s Generalisation of Matra-Vrtta-Prastara and the Generalised Virahanka-Fibonacci Representa 	 Raja Sridharan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art05.pdf	1800	767344
IJHS-50-2015-Issue-2	Rationale for Vakyas Pertaining to the Sun in Karanapaddhati 	 Venketeswara Pai R	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art06.pdf	833	768177
IJHS-50-2015-Issue-2	Lalah Bulhomal Lahori and the Production of Traditional Astronomical Instruments at Lahore in the Ni 	 S R Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art07.pdf	1283	769460
IJHS-50-2015-Issue-2	Historical Note: Ambergris in Perfumery in the Past and Present Indian Context and the Western World 	 T M Srinivasan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art08.pdf	813	770273
IJHS-50-2015-Issue-2	Historical Note: Traditional Healing Practices in North East India 	 Ramashankar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art09.pdf	374	770647
IJHS-50-2015-Issue-2	Historical Note: Historical Antecedents of Cancer Surveillance from 1805 to 1891 	 Wilson I B Onuigbo	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art10.pdf	119	770766
IJHS-50-2015-Issue-2	Historical Note: Scientific Exploration of the Snow Fungus (Tremella fuciformis Berk.) 	 Ruixia Wang	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art11.pdf	369	771135
IJHS-50-2015-Issue-2	Project Report: Metrological Traditions of South India 	 V Selvakumar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art12.pdf	920	772055
IJHS-50-2015-Issue-2	Book Review: Indian Astronomy -Concepts and Procedures by S Balachandra Rao  	 A K Bhatnagar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art13.pdf	105	772160
IJHS-50-2015-Issue-2	News: Cross Civilizational Interactions in Antiquity: India, Iran, Greece and China - A Report 	 Surajit Sarkar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art14.pdf	108	772268
IJHS-50-2015-Issue-2	News: Sir JC Bose Trust: An Appeal 	 Trustee, Sir JC Bose Trust	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_2_Art15.pdf	99	772367
IJHS-50-2015-Issue-3	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_CONTENTS.pdf	13	772380
IJHS-50-2015-Issue-3	Ideas and Researches on Physical Concepts in India 	 AK Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art01.pdf	568	772948
IJHS-50-2015-Issue-3	Kanny Lall Dey– Pioneer Proponent of Indigenous Drugs 	 Harkishan Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art02.pdf	113	773061
IJHS-50-2015-Issue-3	Sir Asutosh and Rise of Modern Science in India 	 Kankan Bhattacharyya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art03.pdf	86	773147
IJHS-50-2015-Issue-3	The Doctoral Research of Acharya Prafulla Chandra Ray 	 Animesh Chakravorty	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art04.pdf	155	773302
IJHS-50-2015-Issue-3	D M Bose and Cosmic Ray Research 	 S C Roy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art05.pdf	1618	774920
IJHS-50-2015-Issue-3	An Account of the Development of Nuclear Magnetic Resonance (NMR) in India 	 Girjesh Govil	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art06.pdf	192	775112
IJHS-50-2015-Issue-3	Historical Notes: Electrochemistry and Fuel Cells: The Contribution of William Robert Grove 	 Jaime Wisniak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art07.pdf	54	775166
IJHS-50-2015-Issue-3	Historical Notes: Historiography and Commentary on the Nepal - India Earthquake of 26 August 1833 	 Sujit Dasgupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art08.pdf	844	776010
IJHS-50-2015-Issue-3	Historical Notes: Rabies, Anti-Rabic Vaccine and the Raj 	 Gagandip Cheema	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art09.pdf	29	776039
IJHS-50-2015-Issue-3	Historical Notes: Features of Mathematical Sciences in India in the Second World War 	 Jagdish N Sinha	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art10.pdf	58	776097
IJHS-50-2015-Issue-3	Historical Notes: Doctorate Degrees from India: 1877 (first award) to 1920 	 B K Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art11.pdf	11	776108
IJHS-50-2015-Issue-3	Project Report: English Translation with critical notes and indexing of Pathyapathyaviniscaya - A 16 	 P Ram Manohar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art12.pdf	145	776253
IJHS-50-2015-Issue-3	Book Review: Taming the Unknown - A History of Algebra from Antiquity to the Early Twentieth Century 	 Raja Sridhran	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art13.pdf	26	776279
IJHS-50-2015-Issue-3	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_3_Art14.pdf	7	776286
IJHS-50-2015-Issue-4	Contents 	 Issue 4	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_CONTENTS.pdf	113	776399
IJHS-50-2015-Issue-4	Sacrificially Important Trees Revealed in the Krsna Yajurveda Samhita- Their Description and Uses 	 Raghava S Boddupalli and Vedam Venkata Rama Sastri	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art01.pdf	4585	780984
IJHS-50-2015-Issue-4	Identity and Attributes of Ayurvedic Medicinal Plant Brahmi/Aindri from Antiquity to the Modern Age 	 Ram H Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art02.pdf	177	781161
IJHS-50-2015-Issue-4	Survey of Zijes Written in the Subcontinent 	 S M Razaullah Ansari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art03.pdf	3540	784701
IJHS-50-2015-Issue-4	Nilakanthas Value of R-Sine for the Arc of Twenty-four Degrees 	 Takao Hayashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art04.pdf	931	785632
IJHS-50-2015-Issue-4	HISTEM and the Making of Modern India — Some Questions and Explanations 	 Deepak Kumar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art05.pdf	156	785788
IJHS-50-2015-Issue-4	Historical Note: In Search of Roots: Tracing the History and Philosophy of Indian Medicine 	 Bhushan Patwardhan, Sharad Deshpande, Girish Tillu	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art06.pdf	163	785951
IJHS-50-2015-Issue-4	Historical Note: Trigonometrical Survey of India and Naming of Peak XV as Mt. Everest 	 Shrikant Mishra et al.	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art07.pdf	216	786167
IJHS-50-2015-Issue-4	Correspondence: Ideas and Researches on Physical Concepts in India 	 BV Subbarayappa	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art08.pdf	112	786279
IJHS-50-2015-Issue-4	Book Review: Medicine, Trade and Empire: Garcia de Orta’s Colloquies on the Simples and Drugs of India (1563) in Context 	 S Sundara Rajan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art09.pdf	121	786400
IJHS-50-2015-Issue-4	Project Report: English Translation of Rasendra Cudamani 	 K Naveena	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art10.pdf	151	786551
IJHS-50-2015-Issue-4	News: History of Science Seminar on the Indian Heritage: A Genomic View- A Report 	 Madhvendra Narayan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art11.pdf	103	786654
IJHS-50-2015-Issue-4	Books Received for Review and 	 Announcements	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art12.pdf	112	786766
IJHS-50-2015-Issue-4	Cumulative Index 	 Year 2015	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art13.pdf	143	786909
IJHS-50-2015-Issue-4	Annual Contents 	 Volume 50.1-4 (2015)	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art14.pdf	118	787027
IJHS-51-2016-Issue-1	Contents 	 Contents	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art01.pdf	149	787176
IJHS-51-2016-Issue-1	Editorial: Tradition & Methodology of Knowledge Production 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art02.pdf	180	787356
IJHS-51-2016-Issue-1	Guest Editorial 	 Rajan Gurukkal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art03.pdf	115	787471
IJHS-51-2016-Issue-1	An Introductory Outline of Knowledge Production in Pre-colonial India 	 Rajan Gurukkal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art04.pdf	182	787653
IJHS-51-2016-Issue-1	Metallurgy of Zinc, High-tin Bronze and Gold in Indian Antiquity: Methodological Aspects 	 Sharada Srinivasan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art05.pdf	1338	788991
IJHS-51-2016-Issue-1	Carakas Approach to Knowledge 	 M S Valiathan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art06.pdf	259	789250
IJHS-51-2016-Issue-1	Origins and Growth of Ayurvedic Knowledge 	 M R Raghava Varier	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art07.pdf	186	789436
