sloka	pada	english	speech_part	word_count	verb_count
1.43.14	अनुव्रजत्	followed	[[('followed', 'VBD')]]	1	1
5.18.10	अनुव्रजत्	were following	[[('were', 'VBD'), ('following', 'VBG')]]	2	2
2.37.32	अनुव्रतः	follows	[[('follows', 'VBZ')]]	1	1
5.24.10	अनुव्रता	devoted	[[('devoted', 'VBN')]]	1	1
5.51.7	अनुव्रता	follwing	[[('follwing', 'VBG')]]	1	1
1.6.19	अनुव्रताः	followed	[[('followed', 'VBD')]]	1	1
2.17.15	अनुव्रताः	were devoted	[[('were', 'VBD'), ('devoted', 'VBN')]]	2	2
5.19.23	अनुव्रताम्	devoted	[[('devoted', 'VBN')]]	1	1
5.19.8	अनुव्रताम्	thinking	[[('thinking', 'VBG')]]	1	1
5.27.40	अनुव्रताम्	followed	[[('followed', 'VBD')]]	1	1
2.39.27	अनुशास्ति	instructing	[[('instructing', 'VBG')]]	1	1
1.26.3	अनुशिष्टः अस्मि	have been ordered	[[('have', 'VBP'), ('been', 'VBN'), ('ordered', 'VBN')]]	3	3
5.35.77	अनुशोचताम्	regretting	[[('regretting', 'VBG')]]	1	1
2.34.4	अनुशोचन्तम्	grieving	[[('grieving', 'VBG')]]	1	1
1.18.45	अनुष्ठितम्	performed	[[('performed', 'VBN')]]	1	1
1.7.10	अनुष्ठिताः	followed	[[('followed', 'VBD')]]	1	1
3.41.13	अनुष्ठिताः	following	[[('following', 'VBG')]]	1	1
2.63.12	अनुसंप्राप्तम्	has befallen	[[('has', 'VBZ'), ('befallen', 'VBN')]]	2	2
2.79.13	अनुसम्यान्तु	be followed	[[('be', 'VB'), ('followed', 'VBN')]]	2	2
2.87.6	अनुसृत्य	approaching	[[('approaching', 'VBG')]]	1	1
2.58.20	अनुस्मर	remember	[[('remember', 'VB')]]	1	1
2.12.44	अनुस्मरन्	recollecting	[[('recollecting', 'VBG')]]	1	1
2.21.7	अनुस्मरन्	remembering	[[('remembering', 'VBG')]]	1	1
2.35.35	अनुस्मरन्	recollecting	[[('recollecting', 'VBG')]]	1	1
2.42.13	अनुस्मरन्	reflecting	[[('reflecting', 'VBG')]]	1	1
2.48.37	अनुस्मरन्	recollecting	[[('recollecting', 'VBG')]]	1	1
2.77.11	अनुस्मरन्	remembering	[[('remembering', 'VBG')]]	1	1
2.82.6	अनुस्मरन्	remembering	[[('remembering', 'VBG')]]	1	1
2.87.15	अनुस्मरन्	remembering	[[('remembering', 'VBG')]]	1	1
2.97.9	अनुस्मरन्	remembering	[[('remembering', 'VBG')]]	1	1
3.39.8	अनुस्मरन्	remembering	[[('remembering', 'VBG')]]	1	1
5.33.22	अनुस्मरन्	remembering	[[('remembering', 'VBG')]]	1	1
1.16.24	अन्तरधीयत	disappeared	[[('disappeared', 'VBD')]]	1	1
1.16.10	अन्तर्धानं गतः	disappeared	[[('disappeared', 'VBD')]]	1	1
3.44.11	अन्तर्हितः	disappeared	[[('disappeared', 'VBD')]]	1	1
2.70.29	अन्ययुः	followed	[[('followed', 'VBD')]]	1	1
1.53.25	अन्वकर्षत	pulled	[[('pulled', 'VBD')]]	1	1
1.74.3	अन्वगच्छत्	followed	[[('followed', 'VBD')]]	1	1
2.54.15	अन्वगमत्	followed	[[('followed', 'VBD')]]	1	1
1.43.31	अन्वगमन्	followed	[[('followed', 'VBD')]]	1	1
1.43.14	अन्वगात्	followed	[[('followed', 'VBD')]]	1	1
1.69.6	अन्वगात्	followed	[[('followed', 'VBD')]]	1	1
2.3.30	अन्वगात्	followed	[[('followed', 'VBD')]]	1	1
2.42.4	अन्वगात्	reached	[[('reached', 'VBN')]]	1	1
2.63.21	अन्वगाम्	went	[[('went', 'VBD')]]	1	1
2.69.10	अन्वगाहत	entered	[[('entered', 'VBN')]]	1	1
2.62.5	अन्वतप्यत	started regretting	[[('started', 'VBN'), ('regretting', 'VBG')]]	2	2
2.49.13	अन्वदर्शयत्	showed	[[('showed', 'VBD')]]	1	1
1.55.11	अन्वपद्यत	reached	[[('reached', 'VBN')]]	1	1
2.45.4	अन्वपद्यत	proceeded	[[('proceeded', 'VBD')]]	1	1
2.99.3	अन्वपद्यत	followed	[[('followed', 'VBD')]]	1	1
3.64.17	अन्वपद्यत	followed	[[('followed', 'VBD')]]	1	1
1.31.17	अन्वयात्	followed	[[('followed', 'VBD')]]	1	1
2.83.18	अन्वयात्	followed	[[('followed', 'VBD')]]	1	1
2.83.17	अन्वयुः	followed	[[('followed', 'VBD')]]	1	1
2.83.3	अन्वयुः	followed	[[('followed', 'VBD')]]	1	1
2.83.4	अन्वयुः	followed	[[('followed', 'VBD')]]	1	1
2.83.5	अन्वयुः	followed	[[('followed', 'VBD')]]	1	1
5.1.47	अन्वयुः	followed	[[('followed', 'VBD')]]	1	1
5.18.16	अन्वयुः	followed	[[('followed', 'VBD')]]	1	1
1.3.5	अन्ववेक्षितम्	was visualised	[[('was', 'VBD'), ('visualised', 'VBN')]]	2	2
2.77.19	अन्ववेक्ष्य	reflecting	[[('reflecting', 'VBG')]]	1	1
1.77.25	अन्ववैक्षत	supervised	[[('supervised', 'VBN')]]	1	1
5.11.13	अन्ववैक्षत	observed	[[('observed', 'VBN')]]	1	1
5.14.52	अन्ववैक्षत	surveyed	[[('surveyed', 'VBN')]]	1	1
2.15.27	अन्वशात्	ordered	[[('ordered', 'VBN')]]	1	1
2.36.24	अन्वशात्	ordered	[[('ordered', 'VBN')]]	1	1
2.50.47	अन्वशात्	ordered	[[('ordered', 'VBN')]]	1	1
1.7.18	अन्वशासत्	ruled	[[('ruled', 'VBN')]]	1	1
2.4.32	अन्वास्यमाना	being accompanied	[[('being', 'VBG'), ('accompanied', 'VBN')]]	2	2
2.84.4	अन्विच्छन्	wishing	[[('wishing', 'VBG')]]	1	1
1.69.9	अन्वितः	filled	[[('filled', 'VBN')]]	1	1
2.4.8	अन्वितः	seized	[[('seized', 'VBN')]]	1	1
3.33.24	अन्वितः	heeding	[[('heeding', 'VBG')]]	1	1
5.33.13	अन्वितः	endowed	[[('endowed', 'VBN')]]	1	1
1.7.16	अन्विताः	possessed	[[('possessed', 'VBN')]]	1	1
5.64.36	अन्विताः	descended	[[('descended', 'VBN')]]	1	1
1.61.9	अन्वियेष	searched	[[('searched', 'VBN')]]	1	1
4.43.11	अन्विष्य	searching	[[('searching', 'VBG')]]	1	1
2.20.43	अन्वीक्ष्य	having seen	[[('having', 'VBG'), ('seen', 'VBN')]]	2	2
3.72.24	अन्वीक्ष्य	searching	[[('searching', 'VBG')]]	1	1
1.18.6	अन्वीयमानः	was being accompanied	[[('was', 'VBD'), ('being', 'VBG'), ('accompanied', 'VBN')]]	3	3
5.53.19	अन्वीयमानः	being followed	[[('being', 'VBG'), ('followed', 'VBD')]]	2	2
1.18.30	अन्वेति	followed	[[('followed', 'VBD')]]	1	1
2.117.2	अन्वेति	is chasing	[[('is', 'VBZ'), ('chasing', 'VBG')]]	2	2
5.51.28	अन्वेति	follows	[[('follows', 'VBZ')]]	1	1
4.48.4	अन्वेषमाणाः	went searching	[[('went', 'VBD'), ('searching', 'VBG')]]	2	2
4.48.5	अन्वेषमाणाः	searching	[[('searching', 'VBG')]]	1	1
3.19.11	अपकृष्टम्	dragged	[[('dragged', 'VBD')]]	1	1
5.34.32	अपकृष्य	were abducted	[[('were', 'VBD'), ('abducted', 'VBN')]]	2	2
2.34.40	अपक्रमणमेव	departing	[[('departing', 'VBG')]]	1	1
5.40.25	अपक्रम्य	moved	[[('moved', 'VBN')]]	1	1
3.40.20	अपक्रान्ते	diverted	[[('diverted', 'VBN')]]	1	1
3.3.20	अपतत्	fell	[[('fell', 'VBD')]]	1	1
3.30.26	अपतत्	fell	[[('fell', 'VBD')]]	1	1
5.1.53	अपतत्	fell	[[('fell', 'VBD')]]	1	1
4.54.23	अपत्यं च	offspring	[[('offspring', 'VBG')]]	1	1
3.14.24	अपत्यम्	offspring	[[('offspring', 'VBG')]]	1	1
3.14.25	अपत्यम्	offspring	[[('offspring', 'VBG')]]	1	1
5.21.30	अपनीता	abducted	[[('abducted', 'VBN')]]	1	1
5.1.131	अपनीयताम्	remove	[[('remove', 'VB')]]	1	1
3.74.4	अपश्यताम्	observed	[[('observed', 'VBN')]]	1	1
3.46.5	अपश्यत्	gazed	[[('gazed', 'VBN')]]	1	1
5.9.37	अपश्यत्	looked	[[('looked', 'VBD')]]	1	1
1.49.3	अपहृतम्	has been stolen	[[('has', 'VBZ'), ('been', 'VBN'), ('stolen', 'VBN')]]	3	3
1.46.16	अपहृता	has been overcome	[[('has', 'VBZ'), ('been', 'VBN'), ('overcome', 'VBN')]]	3	3
4.1.42	अपहृता	stolen	[[('stolen', 'VBN')]]	1	1
5.33.30	अपहृता	was abducted	[[('was', 'VBD'), ('abducted', 'VBN')]]	2	2
5.19.13	अपहृताम्	abducted	[[('abducted', 'VBN')]]	1	1
5.26.18	अपहृताम्	abducted	[[('abducted', 'VBN')]]	1	1
5.58.71	अपहृत्य	abducted	[[('abducted', 'VBN')]]	1	1
2.106.28	अपाकुर्वन्	discharging	[[('discharging', 'VBG')]]	1	1
2.63.25	अपातयम्	released	[[('released', 'VBN')]]	1	1
1.5.23	अपालयत्	ruled	[[('ruled', 'VBN')]]	1	1
1.6.26	अपालयत्	ruled	[[('ruled', 'VBN')]]	1	1
2.12.63	अपावृत्ताम्	retreating	[[('retreating', 'VBG')]]	1	1
1.67.13	अपावृत्य	having opened	[[('having', 'VBG'), ('opened', 'VBN')]]	2	2
2.75.48	अपास्य	abdicating	[[('abdicating', 'VBG')]]	1	1
1.39.7	अपाहरत्	had stolen	[[('had', 'VBD'), ('stolen', 'VBN')]]	2	2
1.51.6	अपि कथितम्	was told	[[('was', 'VBD'), ('told', 'VBN')]]	2	2
3.63.20	अपि गता	has  gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
3.60.12	अपि दृष्टा	is seen	[[('is', 'VBZ'), ('seen', 'VBN')]]	2	2
5.36.18	अपि पुरस्कृतः	honoured	[[('honoured', 'VBN')]]	1	1
1.51.8	अपि पूजितः	was honoured	[[('was', 'VBD'), ('honoured', 'VBN')]]	2	2
1.51.8	अपि प्राप्तः	has obtained	[[('has', 'VBZ'), ('obtained', 'VBN')]]	2	2
1.51.7	अपि सङ्गता	has been united	[[('has', 'VBZ'), ('been', 'VBN'), ('united', 'VBN')]]	3	3
1.29.26	अपूजयन्	worshipped	[[('worshipped', 'VBD')]]	1	1
1.37.9	अपूजयन्	worshipped	[[('worshipped', 'VBD')]]	1	1
3.26.16	अपूजयन्	hailed	[[('hailed', 'VBD')]]	1	1
3.28.33	अपूजयन्	adored	[[('adored', 'VBN')]]	1	1
3.51.21	अपूजयन्	honoured	[[('honoured', 'VBN')]]	1	1
2.80.9	अपूरयन्	filled	[[('filled', 'VBN')]]	1	1
5.58.40	अपूरयम्	grew	[[('grew', 'VBD')]]	1	1
4.60.17	अपृच्छत	enquired	[[('enquired', 'VBN')]]	1	1
5.58.2	अपृच्छत्	inquired	[[('inquired', 'VBN')]]	1	1
5.63.11	अपृच्छत्	enquired	[[('enquired', 'VBN')]]	1	1
3.51.40	अपोथयत्	attacked	[[('attacked', 'VBN')]]	1	1
2.21.53	अपोह्यमानः	being prevented	[[('being', 'VBG'), ('prevented', 'VBN')]]	2	2
5.5.25	अप्रवृत्ताम्	wandering	[[('wandering', 'VBG')]]	1	1
3.69.47	अप्राप्य	having lost	[[('having', 'VBG'), ('lost', 'VBN')]]	2	2
3.54.16	अप्रियम्	displeasing	[[('displeasing', 'VBG')]]	1	1
4.33.34	अप्रियम्	displeasing	[[('displeasing', 'VBG')]]	1	1
5.23.21	अप्रियम्	unbecoming	[[('unbecoming', 'VBG')]]	1	1
5.1.7	अबभौ	looked	[[('looked', 'VBD')]]	1	1
4.38.10	अब्रवत्	said	[[('said', 'VBD')]]	1	1
5.67.24	अब्रवम्	said	[[('said', 'VBD')]]	1	1
5.68.16	अब्रवम्	said	[[('said', 'VBD')]]	1	1
2.38.11	अब्रवीः	had spoken	[[('had', 'VBD'), ('spoken', 'VBN')]]	2	2
2.95.2	अब्रवीच्च	said	[[('said', 'VBD')]]	1	1
4.61.17	अब्रवीत	said	[[('said', 'VBD')]]	1	1
1.10.31	अब्रवीत्	narrated	[[('narrated', 'VBN')]]	1	1
1.13.18	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.13.2	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.13.30	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.13.32	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.13.5	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.14.56	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.14.57	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.15.12	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.16.16	अब्रवीत्	had spoken	[[('had', 'VBD'), ('spoken', 'VBN')]]	2	2
1.23.9	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.36.12	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.37.32	अब्रवीत्	had spoken	[[('had', 'VBD'), ('spoken', 'VBN')]]	2	2
1.40.9	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.41.17	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.42.15	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.43.2	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.46.21	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.48.17	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.51.12	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.51.3	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.54.6	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.55.28	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.60.26	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.68.7	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.73.30	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
1.8.13	अब्रवीत्	informed	[[('informed', 'VBN')]]	1	1
1.9.1	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.102.26	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.102.29	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.103.23	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.103.3	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.104.15	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.104.27	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.104.4	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.105.3	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.109.30	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.110.36	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.111.22	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.111.24	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.112.15	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.112.20	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.112.23	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.112.9	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.113.23	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.113.7	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.113.9	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.114.21	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.114.32	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.115.15	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.115.7	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.117.20	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.117.8	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.118.16	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.13.26	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.14.13	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.14.23	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.15.16	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.15.25	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.18.10	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.18.41	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.19.19	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.20.25	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.23.4	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.23.41	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.24.10	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.24.15	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.24.20	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.24.31	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.26.1	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.28.26	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.30.1	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.31.6	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.31.9	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.32.2	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.32.24	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.32.30	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.33.31	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.34.11	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.34.30	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.34.5	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.35.21	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.35.23	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.36.17	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.38.14	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.39.19	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.39.33	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.4.11	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.4.42	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.40.4	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.40.47	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.42.13	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.43.21	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.45.33	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.46.25	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.46.30	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.50.27	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.50.36	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.50.4	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.50.51	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.12	अब्रवीत्	asked	[[('asked', 'VBN')]]	1	1
2.52.13	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.15	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.37	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.5	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.65	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.71	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.74	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.8	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.52.94	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.54.20	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.54.27	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.54.38	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.54.4	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.55.11	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.55.24	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.55.26	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.56.18	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.56.21	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.56.24	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.56.27	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.56.5	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
2.57.28	अब्रवीत्	said	[[('said', 'VBD')]]	1	1
