nid	naks	gname	lon	lat	year	date	jd
N02-Bha	भरणी	* 35 Ari	8.810	11.062	-750	-0750-12-31T18:00:00	1447485.034468
N02-Bha	भरणी	* 35 Ari	9.500	11.066	-700	-0700-12-31T06:00:00	1465747.534468
N02-Bha	भरणी	* 41 Ari	0.410	10.250	-1450	-1450-12-31T18:00:00	1191810.034468
N02-Bha	भरणी	* 41 Ari	1.098	10.252	-1400	-1400-12-31T06:00:00	1210072.534468
N02-Bha	भरणी	* 41 Ari	1.786	10.255	-1350	-1350-12-31T18:00:00	1228335.034468
N02-Bha	भरणी	* 41 Ari	10.053	10.284	-750	-0750-12-31T18:00:00	1447485.034468
N02-Bha	भरणी	* 41 Ari	10.742	10.286	-700	-0700-12-31T06:00:00	1465747.534468
N02-Bha	भरणी	* 41 Ari	11.432	10.289	-650	-0650-12-31T18:00:00	1484010.034468
N02-Bha	भरणी	* 41 Ari	12.123	10.292	-600	-0600-12-31T06:00:00	1502272.534468
N02-Bha	भरणी	* 41 Ari	12.813	10.294	-550	-0550-12-31T18:00:00	1520535.034468
N02-Bha	भरणी	* 41 Ari	13.503	10.297	-500	-0500-12-31T06:00:00	1538797.534468
N02-Bha	भरणी	* 41 Ari	14.194	10.300	-450	-0450-12-31T18:00:00	1557060.034468
N02-Bha	भरणी	* 41 Ari	14.885	10.302	-400	-0400-12-31T06:00:00	1575322.534468
N02-Bha	भरणी	* 41 Ari	15.575	10.305	-350	-0350-12-31T18:00:00	1593585.034468
N02-Bha	भरणी	* 41 Ari	16.266	10.308	-250	-0250-12-31T18:00:00	1630110.034468
N02-Bha	भरणी	* 41 Ari	16.266	10.308	-300	-0300-12-31T06:00:00	1611847.534468
N02-Bha	भरणी	* 41 Ari	16.958	10.310	-250	-0250-12-31T18:00:00	1630110.034468
N02-Bha	भरणी	* 41 Ari	2.474	10.257	-1300	-1300-12-31T06:00:00	1246597.534468
N02-Bha	भरणी	* 41 Ari	20.416	10.324	0	0000-12-31T06:00:00	1721422.534468
N02-Bha	भरणी	* 41 Ari	23.877	10.339	250	0250-12-31T18:00:00	1812735.034468
N02-Bha	भरणी	* 41 Ari	27.343	10.353	500	0500-12-31T06:00:00	1904047.534468
N02-Bha	भरणी	* 41 Ari	3.162	10.259	-1250	-1250-12-31T18:00:00	1264860.034468
N02-Bha	भरणी	* 41 Ari	3.850	10.262	-1200	-1200-12-31T06:00:00	1283122.534468
