planet,jd,date,elong
Saturn,1502132.5006828704,-600-08-07T00:00:59.000,276.8876298629031
Saturn,1502133.5006828704,-600-08-08T00:00:59.000,276.8351104129863
Saturn,1502134.5006828704,-600-08-09T00:00:59.000,276.783816699562
Saturn,1502135.5006828704,-600-08-10T00:00:59.000,276.73377458720654
Saturn,1502136.5006828704,-600-08-11T00:00:59.000,276.68500927526316
Saturn,1502137.5006828704,-600-08-12T00:00:59.000,276.6375452894202
Saturn,1502138.5006828704,-600-08-13T00:00:59.000,276.5914064739091
Saturn,1502139.5006828704,-600-08-14T00:00:59.000,276.5466159845639
Saturn,1502140.5006828704,-600-08-15T00:00:59.000,276.50319628244426
Saturn,1502141.5006828704,-600-08-16T00:00:59.000,276.461169128258
Saturn,1502142.5006828704,-600-08-17T00:00:59.000,276.4205555774758
Saturn,1502143.5006828704,-600-08-18T00:00:59.000,276.38137597605225
Saturn,1502144.5006828704,-600-08-19T00:00:59.000,276.3436499569046
Saturn,1502145.5006828704,-600-08-20T00:00:59.000,276.3073964370561
Saturn,1502146.5006828704,-600-08-21T00:00:59.000,276.272633615349
Saturn,1502147.5006828704,-600-08-22T00:00:59.000,276.23937897092367
Saturn,1502148.5006828704,-600-08-23T00:00:59.000,276.2076492622049
Saturn,1502149.5006828704,-600-08-24T00:00:59.000,276.1774605265819
Saturn,1502150.5006828704,-600-08-25T00:00:59.000,276.14882808068563
Saturn,1502151.5006828704,-600-08-26T00:00:59.000,276.1217665211829
Saturn,1502152.5006828704,-600-08-27T00:00:59.000,276.096289726201
Saturn,1502153.5006828704,-600-08-28T00:00:59.000,276.07241085731914
Saturn,1502154.5006828704,-600-08-29T00:00:59.000,276.05014236198895
Saturn,1502155.5006828704,-600-08-30T00:00:59.000,276.0294959766073
Saturn,1502156.5006828704,-600-08-31T00:00:59.000,276.01048272997076
Saturn,1502157.5006828704,-600-09-01T00:00:59.000,275.9931129472784
Saturn,1502158.5006828704,-600-09-02T00:00:59.000,275.97739625459224
Saturn,1502159.5006828704,-600-09-03T00:00:59.000,275.9633415836876
Saturn,1502160.5006828704,-600-09-04T00:00:59.000,275.95095717738093
Saturn,1502161.5006828704,-600-09-05T00:00:59.000,275.94025059525836
Saturn,1502162.5006828704,-600-09-06T00:00:59.000,275.9312287197382
Saturn,1502163.5006828704,-600-09-07T00:00:59.000,275.923897762576
Saturn,1502164.5006828704,-600-09-08T00:00:59.000,275.91826327164307
Saturn,1502165.5006828704,-600-09-09T00:00:59.000,275.91433013808296
Saturn,1502166.5006828704,-600-09-10T00:00:59.000,275.912102603774
Saturn,1502167.5006828704,-600-09-11T00:00:59.000,275.9115842690458
Saturn,1502168.5006828704,-600-09-12T00:00:59.000,275.91277810070767
Saturn,1502169.5006828704,-600-09-13T00:00:59.000,275.9156864403282
Saturn,1502170.5006828704,-600-09-14T00:00:59.000,275.9203110127165
Saturn,1502171.5006828704,-600-09-15T00:00:59.000,275.92665293467473
Saturn,1502172.5006828704,-600-09-16T00:00:59.000,275.9347127239031
Saturn,1502173.5006828704,-600-09-17T00:00:59.000,275.944490308122
Saturn,1502174.5006828704,-600-09-18T00:00:59.000,275.95598503436054
Saturn,1502175.5006828704,-600-09-19T00:00:59.000,275.96919567837404
Saturn,1502176.5006828704,-600-09-20T00:00:59.000,275.98412045422174
Saturn,1502177.5006828704,-600-09-21T00:00:59.000,276.00075702396373
Saturn,1502178.5006828704,-600-09-22T00:00:59.000,276.01910250744584
Saturn,1502179.5006828704,-600-09-23T00:00:59.000,276.0391534921953
Saturn,1502180.5006828704,-600-09-24T00:00:59.000,276.0609060433911
Saturn,1502181.5006828704,-600-09-25T00:00:59.000,276.0843557138864
Saturn,1502182.5006828704,-600-09-26T00:00:59.000,276.10949755429914
Saturn,1502183.5006828704,-600-09-27T00:00:59.000,276.13632612312654
Saturn,1502184.5006828704,-600-09-28T00:00:59.000,276.1648354968961
Saturn,1502185.5006828704,-600-09-29T00:00:59.000,276.19501928032764
Saturn,1502186.5006828704,-600-09-30T00:00:59.000,276.22687061649697
Saturn,1502187.5006828704,-600-10-01T00:00:59.000,276.26038219699706
Saturn,1502188.5006828704,-600-10-02T00:00:59.000,276.29554627207705
Saturn,1502189.5006828704,-600-10-03T00:00:59.000,276.33235466075973
Saturn,1502190.5006828704,-600-10-04T00:00:59.000,276.3707987609123
Saturn,1502191.5006828704,-600-10-05T00:00:59.000,276.4108695592969
Saturn,1502192.5006828704,-600-10-06T00:00:59.000,276.4525576415293
Saturn,1502193.5006828704,-600-10-07T00:00:59.000,276.4958532020058
Saturn,1502194.5006828704,-600-10-08T00:00:59.000,276.5407460537567
Saturn,1502195.5006828704,-600-10-09T00:00:59.000,276.58722563821806
Saturn,1502196.5006828704,-600-10-10T00:00:59.000,276.6352810349149
Saturn,1502197.5006828704,-600-10-11T00:00:59.000,276.684900971079
Saturn,1502198.5006828704,-600-10-12T00:00:59.000,276.7360738311396
Saturn,1502199.5006828704,-600-10-13T00:00:59.000,276.78878766614804
Saturn,1502200.5006828704,-600-10-14T00:00:59.000,276.8430302030746
Saturn,1502201.5006828704,-600-10-15T00:00:59.000,276.89878885399503
Saturn,1502202.5006828704,-600-10-16T00:00:59.000,276.9560507251867
Saturn,1502203.5006828704,-600-10-17T00:00:59.000,277.014802626085
Saturn,1502204.5006828704,-600-10-18T00:00:59.000,277.07503107811453
Saturn,1502205.5006828704,-600-10-19T00:00:59.000,277.1367223234305
Saturn,1502206.5006828704,-600-10-20T00:00:59.000,277.1998623334804
Saturn,1502207.5006828704,-600-10-21T00:00:59.000,277.2644368174905
Saturn,1502208.5006828704,-600-10-22T00:00:59.000,277.3304312307833
Saturn,1502209.5006828704,-600-10-23T00:00:59.000,277.3978307829575
Saturn,1502210.5006828704,-600-10-24T00:00:59.000,277.46662044597105
Saturn,1502211.5006828704,-600-10-25T00:00:59.000,277.536784962049
Saturn,1502212.5006828704,-600-10-26T00:00:59.000,277.60830885144924
Saturn,1502213.5006828704,-600-10-27T00:00:59.000,277.68117642013624
Saturn,1502214.5006828704,-600-10-28T00:00:59.000,277.75537176724214
Saturn,1502215.5006828704,-600-10-29T00:00:59.000,277.83087879245954
Saturn,1502216.5006828704,-600-10-30T00:00:59.000,277.9076812032429
Saturn,1502217.5006828704,-600-10-31T00:00:59.000,277.98576252186473
Saturn,1502218.5006828704,-600-11-01T00:00:59.000,278.06510609238086
Saturn,1502219.5006828704,-600-11-02T00:00:59.000,278.1456950874027
Saturn,1502220.5006828704,-600-11-03T00:00:59.000,278.2275125147261
Saturn,1502221.5006828704,-600-11-04T00:00:59.000,278.3105412238786
Saturn,1502222.5006828704,-600-11-05T00:00:59.000,278.3947639124352
Saturn,1502223.5006828704,-600-11-06T00:00:59.000,278.4801631322849
Saturn,1502224.5006828704,-600-11-07T00:00:59.000,278.5667212956972
Saturn,1502225.5006828704,-600-11-08T00:00:59.000,278.65442068124656
Saturn,1502226.5006828704,-600-11-09T00:00:59.000,278.7432434396603
Saturn,1502227.5006828704,-600-11-10T00:00:59.000,278.8331715994669
Saturn,1502228.5006828704,-600-11-11T00:00:59.000,278.9241870725223
Saturn,1502229.5006828704,-600-11-12T00:00:59.000,279.01627165944245
Saturn,1502230.5006828704,-600-11-13T00:00:59.000,279.10940705482665
Saturn,1502231.5006828704,-600-11-14T00:00:59.000,279.20357485244296
Saturn,1502232.5006828704,-600-11-15T00:00:59.000,279.2987565502139
Saturn,1502233.5006828704,-600-11-16T00:00:59.000,279.39493355507216
Saturn,1502234.5006828704,-600-11-17T00:00:59.000,279.49208718775895
Saturn,1502235.5006828704,-600-11-18T00:00:59.000,279.5901986874293
Saturn,1502236.5006828704,-600-11-19T00:00:59.000,279.6892492161305
Saturn,1502237.5006828704,-600-11-20T00:00:59.000,279.78921986324247
Saturn,1502238.5006828704,-600-11-21T00:00:59.000,279.89009164967376
Saturn,1502239.5006828704,-600-11-22T00:00:59.000,279.99184553206516
Saturn,1502240.5006828704,-600-11-23T00:00:59.000,280.09446240679307
Saturn,1502241.5006828704,-600-11-24T00:00:59.000,280.19792311385714
Saturn,1502242.5006828704,-600-11-25T00:00:59.000,280.30220844073483
Saturn,1502243.5006828704,-600-11-26T00:00:59.000,280.40729912604604
Saturn,1502244.5006828704,-600-11-27T00:00:59.000,280.5131758631096
Saturn,1502245.5006828704,-600-11-28T00:00:59.000,280.619819303481
Saturn,1502246.5006828704,-600-11-29T00:00:59.000,280.7272100602523
Saturn,1502247.5006828704,-600-11-30T00:00:59.000,280.8353287113833
Saturn,1502248.5006828704,-600-12-01T00:00:59.000,280.9441558028427
Saturn,1502249.5006828704,-600-12-02T00:00:59.000,281.05367185164806
Saturn,1502250.5006828704,-600-12-03T00:00:59.000,281.16385734889366
Saturn,1502251.5006828704,-600-12-04T00:00:59.000,281.274692762599
Saturn,1502252.5006828704,-600-12-05T00:00:59.000,281.3861585404639
Saturn,1502253.5006828704,-600-12-06T00:00:59.000,281.49823511261826
Saturn,1502254.5006828704,-600-12-07T00:00:59.000,281.6109028941965
Saturn,1502255.5006828704,-600-12-08T00:00:59.000,281.724142287824
Saturn,1502256.5006828704,-600-12-09T00:00:59.000,281.837933686117
Saturn,1502257.5006828704,-600-12-10T00:00:59.000,281.9522574739507
Saturn,1502258.5006828704,-600-12-11T00:00:59.000,282.06709403079424
Saturn,1502259.5006828704,-600-12-12T00:00:59.000,282.182423732868
Saturn,1502260.5006828704,-600-12-13T00:00:59.000,282.29822695522154
Saturn,1502261.5006828704,-600-12-14T00:00:59.000,282.4144840738268
Saturn,1502262.5006828704,-600-12-15T00:00:59.000,282.53117546750786
Saturn,1502263.5006828704,-600-12-16T00:00:59.000,282.64828151979657
Saturn,1502264.5006828704,-600-12-17T00:00:59.000,282.76578262082194
Saturn,1502265.5006828704,-600-12-18T00:00:59.000,282.88365916897277
Saturn,1502266.5006828704,-600-12-19T00:00:59.000,283.0018915726665
Saturn,1502267.5006828704,-600-12-20T00:00:59.000,283.1204602519163
Saturn,1502268.5006828704,-600-12-21T00:00:59.000,283.2393456398679
Saturn,1502269.5006828704,-600-12-22T00:00:59.000,283.3585281843543
Saturn,1502270.5006828704,-600-12-23T00:00:59.000,283.4779883493003
Saturn,1502271.5006828704,-600-12-24T00:00:59.000,283.5977066160685
Saturn,1502272.5006828704,-600-12-25T00:00:59.000,283.71766348485846
Saturn,1502273.5006828704,-600-12-26T00:00:59.000,283.83783947589023
Saturn,1502274.5006828704,-600-12-27T00:00:59.000,283.95821513069825
Saturn,1502275.5006828704,-600-12-28T00:00:59.000,284.07877101326824
Saturn,1502276.5006828704,-600-12-29T00:00:59.000,284.19948771112496
Saturn,1502277.5006828704,-600-12-30T00:00:59.000,284.3203458364718
Saturn,1502278.5006828704,-600-12-31T00:00:59.000,284.4413260271894
Saturn,1502279.5006828704,-599-01-01T00:00:59.000,284.5624089477901
Saturn,1502280.5006828704,-599-01-02T00:00:59.000,284.68357529044215
Saturn,1502281.5006828704,-599-01-03T00:00:59.000,284.8048057757905
Saturn,1502282.5006828704,-599-01-04T00:00:59.000,284.92608115390505
Saturn,1502283.5006828704,-599-01-05T00:00:59.000,285.04738220508455
