xm,yr,dt,jd,slon,mlon,smgap
1,-1738,-1738-12-15,1086601.5775244029,249.45,68.81,179.36
0,-1737,-1737-09-21,1086882.021165852,163.13,159.73,-3.4
1,-1737,-1737-10-06,1086896.7861651545,178.04,359.1,-178.94
1,-1737,-1737-11-04,1086926.2087734032,207.99,28.38,-179.61
0,-1737,-1737-11-19,1086940.9737741065,223.08,213.15,-9.94
1,-1737,-1737-12-04,1086955.79744252,238.22,58.41,-179.81
0,-1737,-1737-12-19,1086970.5624432222,253.26,243.79,-9.47
1,-1736,-1736-09-24,1087250.7781659672,166.67,338.4,171.73
0,-1736,-1736-10-09,1087265.5431666644,181.61,177.04,-4.57
1,-1736,-1736-10-24,1087280.5696079738,196.89,12.59,175.7
0,-1736,-1736-11-08,1087295.3346086768,211.96,206.47,-5.49
1,-1736,-1736-11-23,1087310.5979111926,227.56,51.06,-176.5
0,-1736,-1736-12-08,1087325.3629118896,242.63,239.75,-2.89
0,-1735,-1735-09-29,1087620.7320824491,171.43,179.45,8.02
1,-1735,-1735-10-14,1087635.4970817524,186.39,5.99,179.59
0,-1735,-1735-10-29,1087650.5095165954,201.68,209.85,8.17
1,-1735,-1735-11-12,1087665.2745158926,216.76,41.81,-174.96
0,-1735,-1735-11-28,1087680.3650357602,232.18,240.12,7.94
1,-1735,-1735-12-12,1087695.1300350586,247.24,78.89,-168.35
1,-1734,-1734-10-03,1087989.974697768,175.47,356.16,-179.32
0,-1734,-1734-10-18,1088004.7396984647,190.46,200.27,9.8
1,-1734,-1734-11-01,1088019.186946595,205.19,21.02,175.83
0,-1734,-1734-11-16,1088033.951947241,220.27,223.1,2.83
1,-1734,-1734-12-01,1088048.5212672723,235.16,47.29,172.13
0,-1734,-1734-12-15,1088063.286267974,250.21,248.69,-1.52
1,-1733,-1733-09-22,1088343.8456241041,164,340.45,176.45
0,-1733,-1733-10-07,1088358.6106248007,178.91,182.77,3.86
1,-1733,-1733-10-21,1088373.1744853833,193.71,5.55,171.84
0,-1733,-1733-11-05,1088387.939484053,208.77,208.53,-0.24
0,-1733,-1733-12-05,1088417.4969813616,238.97,239.38,0.41
1,-1733,-1733-12-19,1088432.2619799748,254,63.22,169.21
0,-1732,-1732-09-25,1088712.5595311737,167.5,161.79,-5.71
1,-1732,-1732-10-10,1088727.3245304774,182.44,355.05,172.61
0,-1732,-1732-10-25,1088742.4960726916,197.87,199.35,1.48
1,-1732,-1732-11-08,1088757.2610719893,212.95,27.47,174.52
0,-1732,-1732-11-24,1088772.3526412966,228.37,234.25,5.88
1,-1732,-1732-12-08,1088787.1176405952,243.44,60,176.56
1,-1731,-1731-09-30,1089082.4657509332,172.21,357.28,-174.92
0,-1731,-1731-10-14,1089097.2307516292,187.17,188.77,1.6
1,-1731,-1731-10-30,1089112.4099525725,202.64,29.53,-173.11
0,-1731,-1731-11-13,1089127.174953275,217.72,226.07,8.35
1,-1731,-1731-11-28,1089141.9438257844,232.81,57.63,-175.18
0,-1731,-1731-12-13,1089156.7088264853,247.87,258.13,10.26
0,-1730,-1730-10-04,1089451.533286286,176.07,175.05,-1.02
1,-1730,-1730-10-19,1089466.2982855903,191.06,17.2,-173.86
0,-1730,-1730-11-02,1089480.9907419393,206.04,202.7,-3.34
1,-1730,-1730-11-17,1089495.7557412332,221.13,43.5,-177.62
0,-1730,-1730-12-01,1089510.225058498,235.91,229.49,-6.42
1,-1730,-1730-12-16,1089524.9900577972,250.95,67.95,177
0,-1729,-1729-09-23,1089805.4936640905,164.68,159.61,-5.07
1,-1729,-1729-10-07,1089820.2586633947,179.59,1.94,-177.66
0,-1729,-1729-10-22,1089834.9410379396,194.52,185.26,-9.26
1,-1729,-1729-11-06,1089849.7060372378,209.59,29.54,179.96
0,-1729,-1729-11-21,1089864.5987923793,224.81,217.18,-7.62
1,-1729,-1729-12-06,1089879.3637916783,239.89,59.54,179.66
1,-1728,-1728-09-26,1090174.3621471485,168.33,343.48,175.15
0,-1728,-1728-10-10,1090189.127147846,183.27,175.13,-8.14
1,-1728,-1728-10-25,1090204.218993725,198.63,20.15,-178.48
0,-1728,-1728-11-09,1090218.9839944267,213.7,206.18,-7.53
1,-1728,-1728-11-24,1090234.2697167448,229.33,57.28,-172.05
0,-1728,-1728-12-09,1090249.0347174455,244.39,240.87,-3.52
0,-1727,-1727-10-01,1090544.3535878854,173.13,179.45,6.32
1,-1727,-1727-10-15,1090559.11858719,188.09,13.73,-174.36
0,-1727,-1727-10-30,1090574.0452670064,203.3,207.19,3.89
1,-1727,-1727-11-14,1090588.810266305,218.39,46.45,-171.94
0,-1727,-1727-11-29,1090603.773175431,233.67,237.54,3.87
1,-1727,-1727-12-14,1090618.5381747305,248.73,79.1,-169.62
1,-1726,-1726-10-05,1090913.4580011116,177.03,356.99,179.96
0,-1726,-1726-10-19,1090928.2230018068,192.02,198.61,6.59
1,-1726,-1726-11-03,1090942.6575515508,206.74,22.87,176.13
0,-1726,-1726-11-18,1090957.4225522361,221.83,222.54,0.71
1,-1726,-1726-12-02,1090972.00951735,236.73,52.78,176.05
0,-1726,-1726-12-17,1090986.7745180503,251.77,246.85,-4.92
1,-1725,-1725-09-23,1091267.2412185231,165.45,338.34,172.89
0,-1725,-1725-10-08,1091282.0062192183,180.37,182.06,1.69
1,-1725,-1725-10-23,1091296.6431694962,195.26,4.56,169.31
0,-1725,-1725-11-07,1091311.4081701972,210.32,210.2,-0.13
1,-1725,-1725-11-22,1091326.289388002,225.53,36.16,170.63
0,-1725,-1725-12-06,1091341.054388702,240.61,238.2,-2.41
0,-1724,-1724-09-26,1091636.1654716977,169.16,166.48,-2.68
1,-1724,-1724-10-11,1091650.9304710012,184.11,355.7,171.59
0,-1724,-1724-10-26,1091666.1629164256,199.62,203.57,3.96
1,-1724,-1724-11-10,1091680.9279157247,214.69,29.51,174.82
0,-1724,-1724-11-25,1091696.063040748,230.16,237.68,7.52
1,-1724,-1724-12-10,1091710.8280400482,245.22,63.27,178.05
1,-1723,-1723-10-01,1092006.0657088128,173.86,358.07,-175.8
0,-1723,-1723-10-16,1092020.8307095075,188.84,194.72,5.88
1,-1723,-1723-10-31,1092035.8910378271,204.19,28.46,-175.72
0,-1723,-1723-11-15,1092050.6560385278,219.28,230.85,11.58
1,-1723,-1723-11-30,1092065.3021227967,234.24,54.31,-179.93
0,-1723,-1723-12-14,1092080.0671234962,249.29,257.41,8.12
1,-1722,-1722-09-21,1092360.3067745587,162.77,348.99,-173.78
0,-1722,-1722-10-05,1092375.0717735733,177.67,177.05,-0.62
0,-1722,-1722-11-04,1092404.482221183,207.61,208.05,0.44
1,-1722,-1722-11-18,1092419.24721899,222.69,42.18,179.49
0,-1722,-1722-12-03,1092433.7215998925,237.48,234.46,-3.02
1,-1722,-1722-12-18,1092448.486599193,252.52,64.76,172.24
0,-1721,-1721-09-24,1092728.8697263058,166.11,156.68,-9.44
1,-1721,-1721-10-09,1092743.6347256117,181.04,0.75,179.71
0,-1721,-1721-10-24,1092758.406377452,196.06,187.32,-8.74
1,-1721,-1721-11-07,1092773.1713767517,211.13,30.11,178.98
0,-1721,-1721-11-22,1092788.1260937357,226.41,219.03,-7.38
1,-1721,-1721-12-07,1092802.8910930364,241.49,59.74,178.25
1,-1720,-1720-09-27,1093098.023782882,170.06,350.92,-179.14
0,-1720,-1720-10-12,1093112.788783576,185.01,176.49,-8.52
1,-1720,-1720-10-27,1093127.9383784926,200.43,25.92,-174.51
0,-1720,-1720-11-11,1093142.7033791926,215.52,210.47,-5.04
1,-1720,-1720-11-26,1093157.9785732643,231.12,61.13,-169.99
0,-1720,-1720-12-11,1093172.7435739634,246.19,247.02,0.83
0,-1719,-1719-10-02,1093467.8921491029,174.73,177.58,2.85
1,-1719,-1719-10-17,1093482.6571484092,189.72,17.12,-172.6
0,-1719,-1719-11-01,1093497.4934199592,204.84,206.86,2.02
1,-1719,-1719-11-15,1093512.2584192595,219.92,49.26,-170.66
0,-1719,-1719-11-30,1093527.1228965102,235.11,234.6,-0.51
1,-1719,-1719-12-15,1093541.8878958113,250.16,79.88,-170.28
0,-1718,-1718-09-21,1093822.2316214882,163.73,170.74,7.01
1,-1718,-1718-10-06,1093836.9966207945,178.64,3.1,-175.54
0,-1718,-1718-10-21,1093851.4171223266,193.3,194.35,1.05
1,-1718,-1718-11-04,1093866.1821216268,208.35,28.77,-179.58
1,-1718,-1718-12-04,1093895.5769374182,238.39,56.42,178.03
0,-1718,-1718-12-19,1093910.341938117,253.43,246.38,-7.04
1,-1717,-1717-09-25,1094190.5883360626,166.87,336.55,169.69
0,-1717,-1717-10-10,1094205.3533367561,181.8,181.67,-0.13
1,-1717,-1717-10-24,1094220.079069248,196.77,7.11,170.33
0,-1717,-1717-11-08,1094234.8440699475,211.85,208.05,-3.8
1,-1717,-1717-11-23,1094249.8210066238,227.15,40.44,173.28
0,-1717,-1717-12-08,1094264.5860073224,242.23,238.57,-3.66
0,-1716,-1716-09-28,1094559.855830029,170.93,172.58,1.65
1,-1716,-1716-10-13,1094574.6208293356,185.89,356.62,170.73
0,-1716,-1716-10-28,1094589.868757243,201.41,207.96,6.55
1,-1716,-1716-11-12,1094604.6337565437,216.5,32.33,175.84
0,-1716,-1716-11-27,1094619.740041672,231.93,240.73,8.79
1,-1716,-1716-12-12,1094634.505040974,246.99,67.74,-179.26
1,-1715,-1715-10-03,1094929.6104404067,175.49,355.79,-179.71
0,-1715,-1715-10-18,1094944.3754410997,190.48,199.32,8.84
1,-1715,-1715-11-02,1094959.341682118,205.73,26.56,-179.17
0,-1715,-1715-11-16,1094974.106682817,220.82,230.63,9.81
1,-1715,-1715-12-01,1094988.63364651,235.66,51.78,176.12
0,-1715,-1715-12-16,1095003.3986472082,250.71,257.34,6.63
1,-1714,-1714-09-22,1095283.8595590107,164.4,348.49,-175.9
0,-1714,-1714-10-07,1095298.6245597035,179.31,183.56,4.24
1,-1714,-1714-10-21,1095313.258740269,194.18,13.74,179.55
0,-1714,-1714-11-05,1095328.023740968,209.24,211.3,2.06
0,-1714,-1714-12-04,1095357.277392251,239.13,238.73,-0.4
1,-1714,-1714-12-19,1095372.0423913572,254.16,65.91,171.75
0,-1713,-1713-09-25,1095652.210792692,167.53,156.44,-11.08
1,-1713,-1713-10-10,1095666.9757919991,182.46,359.68,177.22
0,-1713,-1713-10-25,1095681.8679763845,197.61,188.62,-9
1,-1713,-1713-11-09,1095696.6329756856,212.69,27.3,174.61
0,-1713,-1713-11-24,1095711.693210146,228.08,225.32,-2.76
1,-1713,-1713-12-09,1095726.458209448,243.15,57.74,174.59
1,-1712,-1712-09-29,1096021.7272746393,171.84,354.64,-177.2
0,-1712,-1712-10-14,1096036.4922753319,186.8,180.64,-6.17
1,-1712,-1712-10-29,1096051.6415025012,202.24,27.69,-174.55
0,-1712,-1712-11-13,1096066.4065031998,217.32,215.9,-1.41
1,-1712,-1712-11-28,1096081.6504690102,232.89,60.94,-171.95
0,-1712,-1712-12-13,1096096.415469708,247.95,253.82,5.87
0,-1711,-1711-10-04,1096391.4143539213,176.34,177.82,1.48
1,-1711,-1711-10-18,1096406.1793508332,191.32,21.42,-169.91
0,-1711,-1711-11-02,1096420.9161760793,206.35,204.74,-1.61
1,-1711,-1711-11-17,1096435.6811753812,221.44,48.76,-172.68
0,-1711,-1711-12-02,1096450.4795070356,236.55,235.6,-0.95
1,-1711,-1711-12-16,1096465.2445063384,251.59,78.11,-173.48
0,-1710,-1710-09-23,1096745.7661472643,165.34,169.84,4.5
1,-1710,-1710-10-08,1096760.5311465722,180.26,6.47,-173.79
0,-1710,-1710-10-22,1096774.912965326,194.88,191.67,-3.21
1,-1710,-1710-11-06,1096789.677964628,209.94,31.76,-178.19
0,-1710,-1710-11-21,1096804.33750222,224.93,218.45,-6.47
1,-1710,-1710-12-05,1096819.1025015227,240,61.71,-178.29
1,-1709,-1709-09-26,1097113.9741191077,168.32,339.06,170.73
0,-1709,-1709-10-11,1097128.7391197996,183.27,179.24,-4.03
1,-1709,-1709-10-26,1097143.5718556633,198.36,9.4,171.04
0,-1709,-1709-11-10,1097158.3368563612,213.43,207.04,-6.4
1,-1709,-1709-11-25,1097173.3978569212,228.83,45.27,176.45
0,-1709,-1709-12-09,1097188.1628576182,243.89,236.57,-7.33
0,-1708,-1708-09-30,1097483.5583373888,172.71,177.47,4.76
1,-1708,-1708-10-15,1097498.323336697,187.68,1.42,173.74
0,-1708,-1708-10-30,1097513.5541757934,203.2,210.77,7.58
1,-1708,-1708-11-14,1097528.3191750958,218.28,38.92,-179.36
0,-1708,-1708-11-29,1097543.343560188,233.63,240.22,6.59
1,-1708,-1708-12-13,1097558.108559491,248.68,75.2,-173.48
1,-1707,-1707-10-04,1097853.1445565082,177.1,357.15,-179.95
0,-1707,-1707-10-19,1097867.9095571996,192.09,200.88,8.79
1,-1707,-1707-11-03,1097882.8238174312,207.3,27.69,-179.61
0,-1707,-1707-11-18,1097897.588818129,222.39,232.18,9.79
1,-1707,-1707-12-02,1097912.0492597634,237.16,54.07,176.91
0,-1707,-1707-12-17,1097926.8142603626,252.2,255.15,2.95
1,-1706,-1706-09-24,1098207.3189209148,165.92,345.89,179.97
0,-1706,-1706-10-08,1098222.0839216062,180.84,185.56,4.73
1,-1706,-1706-10-23,1098236.7188017224,195.72,11.48,175.76
0,-1706,-1706-11-07,1098251.4838024199,210.79,215.48,4.69
1,-1706,-1706-11-21,1098266.026591574,225.65,37.59,171.94
0,-1706,-1706-12-06,1098280.7915922706,240.73,241.29,0.56
0,-1705,-1705-09-27,1098575.6148091883,168.99,159.22,-9.77
1,-1705,-1705-10-12,1098590.3798084971,183.94,355.94,172
0,-1705,-1705-10-27,1098605.3922876487,199.22,194.19,-5.02
1,-1705,-1705-11-10,1098620.1572869516,214.29,26.83,172.54
0,-1705,-1705-11-26,1098635.3225414744,229.79,231.04,1.25
1,-1705,-1705-12-10,1098650.087540778,244.86,59.29,174.44
1,-1704,-1704-10-01,1098945.417588786,173.6,356.83,-176.76
0,-1704,-1704-10-15,1098960.182589477,188.57,184.73,-3.84
1,-1704,-1704-10-30,1098975.2862249394,203.96,28.95,-175.01
0,-1704,-1704-11-14,1098990.0512256364,219.04,220.61,1.58
1,-1704,-1704-11-29,1099005.2148319995,234.53,61.11,-173.43
0,-1704,-1704-12-14,1099019.9798326956,249.58,257.95,8.36
1,-1703,-1703-09-20,1099300.2189484097,163.07,354.24,-168.83
0,-1703,-1703-10-05,1099314.9839465094,177.97,177.93,-0.04
0,-1703,-1703-11-04,1099344.403911221,207.91,207.45,-0.46
1,-1703,-1703-11-18,1099359.1689099723,223,49.49,-173.51
0,-1703,-1703-12-03,1099373.90482294,238.05,236.38,-1.67
1,-1703,-1703-12-18,1099388.6698222442,253.09,75.19,-177.9
0,-1702,-1702-09-24,1099669.1881546802,166.82,166.9,0.08
1,-1702,-1702-10-09,1099683.9531539895,181.75,10.11,-171.64
0,-1702,-1702-10-24,1099698.330130599,196.37,190.55,-5.82
1,-1702,-1702-11-07,1099713.0951299025,211.44,34.56,-176.88
0,-1702,-1702-11-22,1099727.7940659306,226.46,217.61,-8.85
1,-1702,-1702-12-07,1099742.559065235,241.54,61.02,179.48
1,-1701,-1701-09-28,1100037.4524745054,169.87,341.14,171.27
0,-1701,-1701-10-12,1100052.2174751959,184.81,176.95,-7.86
1,-1701,-1701-10-27,1100067.1693692189,200.03,16.63,176.6
0,-1701,-1701-11-11,1100081.9343699152,215.11,205.71,-9.4
1,-1701,-1701-11-26,1100097.0678412474,230.58,53.06,-177.51
0,-1701,-1701-12-11,1100111.832841943,245.64,237.99,-7.65
0,-1700,-1700-10-01,1100407.207323374,174.43,177.5,3.08
1,-1700,-1700-10-16,1100421.9723226838,189.4,8.27,178.87
0,-1700,-1700-10-31,1100437.1604355096,204.88,209.22,4.34
1,-1700,-1700-11-15,1100451.9254348136,219.97,45.68,-174.29
0,-1700,-1700-11-30,1100466.8641227155,235.23,238.37,3.14
1,-1700,-1700-12-15,1100481.6291220202,250.28,77.91,-172.37
0,-1699,-1699-09-21,1100761.955049796,163.84,173.92,10.08
1,-1699,-1699-10-06,1100776.720049106,178.75,358.86,-179.89
0,-1699,-1699-10-21,1100791.58704531,193.86,204.3,10.44
1,-1699,-1699-11-05,1100806.352044614,208.92,30.62,-178.3
1,-1699,-1699-12-04,1100835.5648803296,238.76,56.25,177.49
0,-1699,-1699-12-19,1100850.3298810883,253.79,253.97,0.18
1,-1698,-1698-09-25,1101130.6671226968,167.34,342.82,175.49
0,-1698,-1698-10-10,1101145.4321233863,182.27,187.65,5.38
1,-1698,-1698-10-24,1101160.066245627,197.15,10.33,173.18
0,-1698,-1698-11-08,1101174.8312463227,212.22,214.15,1.93
1,-1698,-1698-11-23,1101189.4625962593,227.18,35.93,168.76
0,-1698,-1698-12-07,1101204.2275969542,242.25,240.56,-1.68
0,-1697,-1697-09-28,1101499.160626265,170.62,163.32,-7.3
1,-1697,-1697-10-13,1101513.9256255752,185.57,355.89,170.31
0,-1697,-1697-10-28,1101529.0134260736,200.93,198.78,-2.16
1,-1697,-1697-11-12,1101543.7784253864,216.01,26.51,170.49
0,-1697,-1697-11-27,1101559.007200156,231.57,235.5,3.93
1,-1697,-1697-12-12,1101573.7721994612,246.64,60.7,174.07
1,-1696,-1696-10-02,1101869.0634131746,175.32,358.5,-176.82
0,-1696,-1696-10-17,1101883.8284138641,190.31,191.26,0.95
1,-1696,-1696-11-01,1101898.8649146685,205.64,28.29,-177.34
0,-1696,-1696-11-16,1101913.629915364,220.72,227.62,6.89
1,-1696,-1696-12-01,1101928.6956408445,236.12,58.52,-177.6
0,-1696,-1696-12-16,1101943.460641539,251.16,262.46,11.3
1,-1695,-1695-09-22,1102223.843352195,164.77,355.73,-169.04
0,-1695,-1695-10-07,1102238.6083529694,179.69,183.59,3.9
1,-1695,-1695-10-21,1102253.2108624405,194.52,21.51,-173.01
0,-1695,-1695-11-05,1102267.9758631357,209.59,210.71,1.12
1,-1695,-1695-11-20,1102282.6530222811,224.59,46.62,-177.97
0,-1695,-1695-12-05,1102297.4180215248,239.67,241.98,2.31
0,-1694,-1694-09-26,1102592.4726061346,168.18,164.86,-3.32
1,-1694,-1694-10-10,1102607.2376054456,183.12,8.5,-174.62
0,-1694,-1694-10-25,1102621.6789588449,197.81,189.09,-8.71
1,-1694,-1694-11-09,1102636.4439581495,212.88,31.99,179.1
0,-1694,-1694-11-23,1102651.2204784593,227.98,218.26,-9.73
1,-1694,-1694-12-08,1102665.9854777649,243.05,61.38,178.33
1,-1693,-1693-09-29,1102961.035837583,171.52,348.22,176.7
0,-1693,-1693-10-14,1102975.8008382719,186.48,176.35,-10.13
1,-1693,-1693-10-29,1102990.8517826868,201.81,22.58,-179.23
0,-1693,-1693-11-13,1103005.6167833942,216.9,208.59,-8.31
1,-1693,-1693-11-28,1103020.7875242287,232.4,57.2,-175.2
0,-1693,-1693-12-13,1103035.5525249229,247.46,242.84,-4.62
0,-1692,-1692-10-03,1103330.804919586,176.1,177.28,1.18
1,-1692,-1692-10-18,1103345.5699158201,191.09,12.62,-178.47
0,-1692,-1692-11-02,1103360.6988358481,206.51,209.16,2.65
1,-1692,-1692-11-17,1103375.4638351535,221.6,49.01,-172.6
0,-1692,-1692-12-02,1103390.3205708126,236.78,237.36,0.58
1,-1692,-1692-12-16,1103405.0855701186,251.82,81.69,-170.13
0,-1691,-1691-09-23,1103685.575929953,165.53,176.19,10.65
1,-1691,-1691-10-08,1103700.3409292432,180.45,4.13,-176.32
0,-1691,-1691-10-22,1103715.1373011803,195.49,202.22,6.73
1,-1691,-1691-11-06,1103729.9023004859,210.55,36.45,-174.1
0,-1691,-1691-11-21,1103744.3308932874,225.3,225.81,0.51
1,-1691,-1691-12-05,1103759.0958925937,240.37,62.85,-177.52
1,-1690,-1690-09-26,1104053.9481373455,168.68,341.41,172.73
0,-1690,-1690-10-11,1104068.7131380336,183.62,185.76,2.14
1,-1690,-1690-10-26,1104083.388507148,198.55,8.08,169.53
0,-1690,-1690-11-09,1104098.1535078422,213.63,211.59,-2.04
1,-1690,-1690-11-24,1104112.8807632267,228.68,38.69,170.02
0,-1690,-1690-12-09,1104127.64576392,243.75,239.52,-4.23
0,-1689,-1689-09-30,1104422.8056790775,172.33,169.88,-2.45
1,-1689,-1689-10-15,1104437.5706783894,187.3,355.31,168.01
0,-1689,-1689-10-30,1104452.7159935827,202.72,205.48,2.76
1,-1689,-1689-11-14,1104467.4809928886,217.81,28.41,170.6
0,-1689,-1689-11-29,1104482.7069926364,233.36,240.15,6.79
1,-1689,-1689-12-14,1104497.4719919432,248.42,64.49,176.07
1,-1688,-1688-10-04,1104792.65204743,176.99,356.66,179.68
0,-1688,-1688-10-19,1104807.4170481178,191.97,197.53,5.55
1,-1688,-1688-11-03,1104822.4262448987,207.28,26.86,179.58
0,-1688,-1688-11-17,1104837.1912455927,222.36,230.22,7.86
1,-1688,-1688-12-02,1104852.1676306596,237.66,58.91,-178.75
0,-1688,-1688-12-17,1104866.932631353,252.7,262.42,9.72
1,-1687,-1687-09-24,1105147.436568366,166.43,354.97,-171.45
0,-1687,-1687-10-08,1105162.2015690536,181.35,187.8,6.45
1,-1687,-1687-10-23,1105176.756579342,196.15,19.74,-176.41
0,-1687,-1687-11-07,1105191.5215800358,211.21,217.22,6.01
1,-1687,-1687-11-21,1105206.1715449956,226.18,46.19,-179.99
0,-1687,-1687-12-06,1105220.9365456884,241.26,245.08,3.83
0,-1686,-1686-09-27,1105515.7125611163,169.48,161.93,-7.55
1,-1686,-1686-10-12,1105530.4775604287,184.43,4.3,179.87
0,-1686,-1686-10-26,1105545.0066453507,199.21,187.52,-11.68
1,-1686,-1686-11-10,1105559.771644657,214.29,29.71,175.42
0,-1686,-1686-11-25,1105574.6924762775,229.53,221.88,-7.65
1,-1686,-1686-12-10,1105589.4574755847,244.6,58.17,173.57
1,-1685,-1685-10-01,1105884.7148518327,173.28,352.78,179.51
0,-1685,-1685-10-16,1105899.47985252,188.25,179.08,-9.17
1,-1685,-1685-10-31,1105914.5494074293,203.6,25.72,-177.88
0,-1685,-1685-11-15,1105929.3144081228,218.68,211.87,-6.81
1,-1685,-1685-11-30,1105944.487823651,234.18,59.1,-175.09
0,-1685,-1685-12-14,1105959.2528243435,249.23,247.58,-1.66
1,-1684,-1684-09-20,1106239.6471585166,162.88,347.21,-175.67
0,-1684,-1684-10-05,1106254.41215716,177.79,177.58,-0.2
1,-1684,-1684-10-20,1106269.4719811082,193.08,22.27,-170.81
0,-1684,-1684-11-03,1106284.23698165,208.14,208.31,0.17
0,-1684,-1684-12-03,1106313.7776390584,238.32,237.35,-0.96
1,-1684,-1684-12-18,1106328.5426357468,253.35,80.42,-172.94
0,-1683,-1683-09-24,1106609.1537372838,167.17,174.17,6.99
1,-1683,-1683-10-09,1106623.9187365968,182.1,10.44,-171.66
0,-1683,-1683-10-24,1106638.6417936236,197.08,201.84,4.77
1,-1683,-1683-11-08,1106653.4067929306,212.15,39.92,-172.23
0,-1683,-1683-11-22,1106667.7910864146,226.85,223.73,-3.12
1,-1683,-1683-12-07,1106682.5560857225,241.92,64.37,-177.55
1,-1682,-1682-09-27,1106977.2371030326,170.03,339.61,169.57
0,-1682,-1682-10-12,1106992.0021037194,184.98,181.72,-3.26
1,-1682,-1682-10-27,1107006.7827909293,200.03,10.38,170.35
0,-1682,-1682-11-11,1107021.547791622,215.11,210.48,-4.62
1,-1682,-1682-11-26,1107036.3817897013,230.27,41.78,171.52
0,-1682,-1682-12-10,1107051.1467903934,245.33,236.78,-8.55
0,-1681,-1681-10-02,1107346.4689610815,174.07,175.34,1.27
1,-1681,-1681-10-16,1107361.233960395,189.04,358.73,169.69
0,-1681,-1681-11-01,1107376.4068869294,204.5,208.66,4.16
1,-1681,-1681-11-15,1107391.1718862369,219.58,34.56,174.98
0,-1681,-1681-12-01,1107406.3758147256,235.12,241.15,6.03
1,-1681,-1681-12-15,1107421.1408140338,250.17,72.2,-177.97
0,-1680,-1680-09-21,1107701.48005586,163.75,172.17,8.42
1,-1680,-1680-10-05,1107716.2450551735,178.65,357.5,178.84
0,-1680,-1680-10-20,1107731.230169921,193.87,203.91,10.04
1,-1680,-1680-11-04,1107745.9951692284,208.93,29.14,-179.79
0,-1680,-1680-11-19,1107760.9301023902,224.2,234.74,10.54
1,-1680,-1680-12-04,1107775.6951016986,239.28,59.66,-179.62
1,-1679,-1679-09-25,1108070.9500053253,168.01,354.57,-173.43
0,-1679,-1679-10-10,1108085.7150060113,182.94,193.36,10.42
1,-1679,-1679-10-24,1108100.1760205529,197.65,17.87,-179.78
0,-1679,-1679-11-08,1108114.941021245,212.72,218.34,5.62
1,-1679,-1679-11-23,1108129.582972943,227.68,42.69,175.01
0,-1679,-1679-12-08,1108144.3479736345,242.75,247.38,4.63
0,-1678,-1678-09-28,1108439.0401257297,170.88,161.28,-9.6
1,-1678,-1678-10-13,1108453.8051250437,185.83,2.02,176.18
0,-1678,-1678-10-28,1108468.4315698019,200.72,191.59,-9.13
1,-1678,-1678-11-11,1108483.1965691098,215.8,27.56,171.76
0,-1678,-1678-11-26,1108498.2367483915,231.17,226.16,-5.01
1,-1678,-1678-12-11,1108513.0017477002,246.23,58.37,172.14
1,-1677,-1677-10-03,1108808.3936963866,175.03,356.17,-178.86
0,-1677,-1677-10-17,1108823.1586970724,190.01,181.75,-8.26
1,-1677,-1677-11-01,1108838.2290406183,205.37,28.66,-176.71
0,-1677,-1677-11-16,1108852.9940413104,220.45,216.48,-3.97
1,-1677,-1677-12-01,1108868.1071143018,235.9,60.55,-175.34
0,-1677,-1677-12-16,1108882.8721149927,250.94,253.42,2.48
1,-1676,-1676-09-21,1109163.2836998315,164.59,353.07,-171.52
0,-1676,-1676-10-06,1109178.048700517,179.5,177.53,-1.97
1,-1676,-1676-10-21,1109193.0761419074,194.77,26.67,-168.1
0,-1676,-1676-11-05,1109207.841142599,209.83,210.72,0.89
1,-1676,-1676-11-20,1109222.5382230433,224.86,52.56,-172.29
0,-1676,-1676-12-05,1109237.3032214495,239.93,240.08,0.14
0,-1675,-1675-09-26,1109532.5824895229,168.68,172.86,4.18
1,-1675,-1675-10-11,1109547.3474888375,183.62,12.53,-171.09
0,-1675,-1675-10-25,1109562.022005963,198.54,197.87,-0.67
1,-1675,-1675-11-09,1109576.7870052713,213.62,41.49,-172.13
0,-1675,-1675-11-23,1109591.1654068476,228.31,221.2,-7.11
1,-1675,-1675-12-08,1109605.930406157,243.38,66.27,-177.11
1,-1674,-1674-09-29,1109900.6228271164,171.5,340.58,169.08
0,-1674,-1674-10-14,1109915.3878278015,186.46,180.1,-6.35
1,-1674,-1674-10-29,1109930.289135179,201.63,14.53,172.9
0,-1674,-1674-11-12,1109945.0541358704,216.7,207.44,-9.26
1,-1674,-1674-11-27,1109960.002700187,231.98,49.44,177.46
0,-1674,-1674-12-12,1109974.7677008775,247.04,237.34,-9.7
0,-1673,-1673-10-03,1110270.1035948338,175.78,175.95,0.17
1,-1673,-1673-10-18,1110284.8685941487,190.77,3.5,172.73
0,-1673,-1673-11-02,1110300.0313920444,206.22,208.03,1.81
1,-1673,-1673-11-17,1110314.7963913532,221.31,39.93,178.62
0,-1673,-1673-12-02,1110329.9749632229,236.81,239.74,2.93
1,-1673,-1673-12-17,1110344.7399625327,251.86,77.03,-174.83
0,-1672,-1672-09-24,1110626.3710138,166.72,317.61,150.89
1,-1672,-1672-10-17,1110649.3126269255,189.95,317.61,127.66
0,-1672,-1672-10-25,1110657.441773839,198.23,4.91,166.68
1,-1672,-1672-11-15,1110679.109356911,220.35,4.91,144.56
0,-1671,-1671-01-25,1110749.5439342272,291.74,304.88,13.14
1,-1671,-1671-01-29,1110753.8586141602,296.03,304.88,8.85
