jd	date	yr	season	rtu	sun_lon	sun_naks	moon_lat	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न
1697781.75	-64-04-08	-64	1	R1-vasanta	17.27	N02-Bha/* 35 Ari	-4.45	16.83	N02-Bha/* 35 Ari	0	0	N02-Bha	N02-Bha
1697797.25	-64-04-23	-64	2	R2-grīṣma	32.17	N03-Kri/* 27 Tau	3.39	215.56	N17-Anu/ω1 Sco	1	176	N03-Kri	N17-Anu
1697810.75	-64-05-07	-64	2	R2-grīṣma	45.07	N04-Roh/α Tau	-3.08	40.26	N04-Roh/ε Tau	0	4	N04-Roh	N04-Roh
1697826.25	-64-05-22	-64	2	R2-grīṣma	59.85	N05-Mrg/α Ori	1.74	236.79	N19-Mul/θ Sco	1	176	N05-Mrg	N19-Mul
1697840.75	-64-06-06	-64	2	R2-grīṣma	73.65	N06-Ard/γ Gem	0.08	77.28	N07-Pun/α Gem	0	3	N06-Ard	N07-Pun
1697856.25	-64-06-21	-64	2	R2-grīṣma	88.42	N07-Pun/β Gem	-1.37	271.59	N22-Shr/α Aql	1	176	N07-Pun	N22-Shr
1697869.75	-64-07-05	-64	3	R3-varṣā	101.32	N09-Asl/δ Hya	2.03	99.43	N08-Pus/δ Cnc	0	1	N09-Asl	N08-Pus
1697885.25	-64-07-20	-64	3	R3-varṣā	116.20	N10-Mag/ζ Leo	-3.17	294.05	N23-Dha/γ2 Del	1	177	N10-Mag	N23-Dha
1697899.75	-64-08-04	-64	3	R3-varṣā	130.22	N11-PPal/δ Leo	4.32	133.78	N11-PPal/θ Leo	0	3	N11-PPal	N11-PPal
1697915.25	-64-08-19	-64	3	R3-varṣā	145.32	N12-UPal/β Leo	-4.92	331.73	N25-PBha/β Peg	1	173	N12-UPal	N25-PBha
1697928.75	-64-09-02	-64	4	R4-śarat	158.59	N13-Has/γ Crv	4.96	154.91	N13-Has/γ Crv	0	3	N13-Has	N13-Has
1697944.25	-64-09-17	-64	4	R4-śarat	173.96	N14-Chi/α Vir	-4.89	355.21	N27-Rev/ε Psc	1	178	N14-Chi	N27-Rev
1697958.75	-64-10-02	-64	4	R4-śarat	188.46	N16-Vis/α1 Lib	4.47	187.71	N16-Vis/α1 Lib	0	0	N16-Vis	N16-Vis
1697973.25	-64-10-16	-64	4	R4-śarat	203.07	N16-Vis/α2 Lib	-3.94	18.59	N02-Bha/* 35 Ari	1	175	N16-Vis	N02-Bha
1697988.75	-64-11-01	-64	5	R5-hemanta	218.79	N18-Jye/σ Sco	2.37	220.29	N18-Jye/α Sco	0	1	N18-Jye	N18-Jye
1698003.25	-64-11-15	-64	5	R5-hemanta	233.56	N19-Mul/ν Sco	-0.95	56.77	N05-Mrg/λ Ori	1	176	N19-Mul	N05-Mrg
1698018.75	-64-12-01	-64	5	R5-hemanta	249.38	N20-PAsh/λ Sgr	-0.59	253.41	N21-UAsh/σ Sgr	0	4	N20-PAsh	N21-UAsh
1698032.25	-64-12-14	-64	5	R5-hemanta	263.16	N21-UAsh/τ Sgr	1.14	79.45	N07-Pun/α Gem	1	176	N21-UAsh	N07-Pun
1698047.75	-64-12-30	-64	6	R6-śiśira	278.94	N22-Shr/β Aql	-2.43	274.75	N22-Shr/β Aql	0	4	N22-Shr	N22-Shr
1698062.25	-63-01-13	-63	6	R6-śiśira	293.63	N23-Dha/γ2 Del	3.88	115.59	N10-Mag/μ Leo	1	178	N23-Dha	N10-Mag
1698077.75	-63-01-29	-63	6	R6-śiśira	309.23	N24-Sha/λ Aqr	-4.57	310.20	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha
1698091.25	-63-02-11	-63	6	R6-śiśira	322.71	N25-PBha/α Peg	4.79	137.48	N11-PPal/θ Leo	1	174	N25-PBha	N11-PPal
1698106.75	-63-02-27	-63	1	R1-vasanta	338.06	N26-UBha/γ Peg	-5.00	332.90	N25-PBha/β Peg	0	5	N26-UBha	N25-PBha
1698121.25	-63-03-13	-63	1	R1-vasanta	352.30	N27-Rev/ε Psc	4.71	171.45	N13-Has/β Crv	1	179	N27-Rev	N13-Has
1698136.75	-63-03-29	-63	1	R1-vasanta	7.38	N01-Ash/α Ari	-3.82	11.05	N01-Ash/α Ari	0	3	N01-Ash	N01-Ash
1698151.25	-63-04-12	-63	1	R1-vasanta	21.38	N02-Bha/* 39 Ari	2.92	204.31	N16-Vis/α2 Lib	1	177	N02-Bha	N16-Vis
1698165.75	-63-04-27	-63	2	R2-grīṣma	35.29	N04-Roh/γ Tau	-2.09	34.60	N04-Roh/γ Tau	0	0	N04-Roh	N04-Roh
1698180.25	-63-05-11	-63	2	R2-grīṣma	49.14	N05-Mrg/γ Ori	1.19	224.94	N18-Jye/ε Sco	1	175	N05-Mrg	N18-Jye
1698194.75	-63-05-26	-63	2	R2-grīṣma	62.95	N05-Mrg/α Ori	0.02	58.14	N05-Mrg/α Ori	0	4	N05-Mrg	N05-Mrg
1698210.25	-63-06-10	-63	2	R2-grīṣma	77.70	N07-Pun/α Gem	-1.79	257.62	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh
1698224.75	-63-06-25	-63	3	R3-varṣā	91.53	N07-Pun/β Gem	3.24	96.17	N08-Pus/δ Cnc	0	4	N07-Pun	N08-Pus
1698240.25	-63-07-10	-63	3	R3-varṣā	106.36	N09-Asl/ζ Hya	-4.15	291.47	N23-Dha/γ2 Del	1	174	N09-Asl	N23-Dha
1698253.75	-63-07-24	-63	3	R3-varṣā	119.34	N10-Mag/η Leo	4.48	118.96	N10-Mag/ζ Leo	0	0	N10-Mag	N10-Mag
1698269.25	-63-08-08	-63	3	R3-varṣā	134.36	N11-PPal/θ Leo	-4.89	313.51	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha
1698282.75	-63-08-22	-63	3	R3-varṣā	147.54	N12-UPal/β Leo	4.98	141.41	N12-UPal/* 93 Leo	0	6	N12-UPal	N12-UPal
1698298.25	-63-09-06	-63	4	R4-śarat	162.80	N13-Has/γ Crv	-4.88	335.84	N26-UBha/γ Peg	1	173	N13-Has	N26-UBha
1698312.75	-63-09-21	-63	4	R4-śarat	177.21	N15-Swa/α Boo	4.14	176.08	N15-Swa/α Boo	0	1	N15-Swa	N15-Swa
1698328.25	-63-10-06	-63	4	R4-śarat	192.74	N16-Vis/α1 Lib	-3.11	13.11	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash
1698342.75	-63-10-21	-63	4	R4-śarat	207.38	N17-Anu/δ Sco	1.80	209.22	N17-Anu/δ Sco	0	1	N17-Anu	N17-Anu
1698357.25	-63-11-04	-63	5	R5-hemanta	222.10	N18-Jye/α Sco	-1.19	36.12	N04-Roh/γ Tau	1	174	N18-Jye	N04-Roh
1698372.75	-63-11-20	-63	5	R5-hemanta	237.90	N19-Mul/κ Sco	-1.17	241.62	N20-PAsh/γ Sgr	0	3	N19-Mul	N20-PAsh
1698387.25	-63-12-04	-63	5	R5-hemanta	252.71	N21-UAsh/σ Sgr	2.29	74.44	N06-Ard/γ Gem	1	178	N21-UAsh	N06-Ard
1698401.75	-63-12-19	-63	5	R5-hemanta	267.50	N22-Shr/α Aql	-2.90	262.22	N21-UAsh/τ Sgr	0	5	N22-Shr	N21-UAsh
1698416.25	-62-01-02	-62	6	R6-śiśira	282.24	N23-Dha/β Del	3.94	97.56	N08-Pus/δ Cnc	1	175	N23-Dha	N08-Pus
1698431.75	-62-01-18	-62	6	R6-śiśira	297.93	N23-Dha/γ2 Del	-4.70	295.31	N23-Dha/γ2 Del	0	2	N23-Dha	N23-Dha
1698446.25	-62-02-01	-62	6	R6-śiśira	312.49	N24-Sha/λ Aqr	4.99	135.06	N11-PPal/θ Leo	1	177	N24-Sha	N11-PPal
1698461.75	-62-02-17	-62	6	R6-śiśira	327.94	N25-PBha/β Peg	-4.77	329.77	N25-PBha/β Peg	0	1	N25-PBha	N25-PBha
1698475.25	-62-03-02	-62	1	R1-vasanta	341.27	N26-UBha/γ Peg	4.52	157.53	N13-Has/γ Crv	1	176	N26-UBha	N13-Has
1698490.75	-62-03-18	-62	1	R1-vasanta	356.45	N27-Rev/ε Psc	-3.83	351.95	N27-Rev/ε Psc	0	4	N27-Rev	N27-Rev
1698505.25	-62-04-01	-62	1	R1-vasanta	10.53	N01-Ash/α Ari	2.41	192.44	N16-Vis/α1 Lib	1	178	N01-Ash	N16-Vis
1698520.75	-62-04-17	-62	1	R1-vasanta	25.47	N03-Kri/* 17 Tau	-0.99	28.94	N03-Kri/* 17 Tau	0	3	N03-Kri	N03-Kri
1698534.25	-62-04-30	-62	2	R2-grīṣma	38.40	N04-Roh/δ Tau	0.58	213.66	N17-Anu/δ Sco	1	175	N04-Roh	N17-Anu
1698549.75	-62-05-16	-62	2	R2-grīṣma	53.19	N05-Mrg/γ Ori	1.15	52.23	N05-Mrg/γ Ori	0	0	N05-Mrg	N05-Mrg
1698564.25	-62-05-30	-62	2	R2-grīṣma	67.00	N06-Ard/γ Gem	-2.36	246.45	N20-PAsh/ε Sgr	1	179	N06-Ard	N20-PAsh
1698578.75	-62-06-14	-62	2	R2-grīṣma	80.81	N07-Pun/α Gem	3.10	75.76	N06-Ard/γ Gem	0	5	N07-Pun	N06-Ard
1698594.25	-62-06-29	-62	3	R3-varṣā	95.59	N08-Pus/δ Cnc	-4.45	279.03	N22-Shr/β Aql	1	176	N08-Pus	N22-Shr
1698608.75	-62-07-14	-62	3	R3-varṣā	109.48	N10-Mag/ε Leo	4.93	114.57	N10-Mag/μ Leo	0	5	N10-Mag	N10-Mag
1698623.25	-62-07-28	-62	3	R3-varṣā	123.46	N10-Mag/α Leo	-4.98	299.97	N23-Dha/γ2 Del	1	176	N10-Mag	N23-Dha
1698637.75	-62-08-12	-62	3	R3-varṣā	137.53	N11-PPal/θ Leo	4.87	137.87	N12-UPal/* 93 Leo	0	0	N11-PPal	N12-UPal
1698653.25	-62-08-27	-62	4	R4-śarat	152.70	N12-UPal/β Leo	-4.31	333.77	N25-PBha/β Peg	1	178	N12-UPal	N25-PBha
1698666.75	-62-09-10	-62	4	R4-śarat	166.02	N13-Has/δ Crv	3.97	160.76	N13-Has/γ Crv	0	5	N13-Has	N13-Has
1698682.25	-62-09-25	-62	4	R4-śarat	181.46	N15-Swa/α Boo	-3.02	355.47	N27-Rev/ε Psc	1	174	N15-Swa	N27-Rev
1698696.75	-62-10-10	-62	4	R4-śarat	196.02	N16-Vis/α1 Lib	1.31	196.39	N16-Vis/α1 Lib	0	0	N16-Vis	N16-Vis
1698712.25	-62-10-25	-62	5	R5-hemanta	211.69	N17-Anu/δ Sco	0.04	31.34	N03-Kri/η Tau	1	179	N17-Anu	N03-Kri
1698726.75	-62-11-09	-62	5	R5-hemanta	226.44	N18-Jye/ε Sco	-1.75	230.27	N19-Mul/ζ2 Sco	0	3	N18-Jye	N19-Mul
1698742.25	-62-11-24	-62	5	R5-hemanta	242.25	N20-PAsh/γ Sgr	3.24	68.79	N06-Ard/γ Gem	1	173	N20-PAsh	N06-Ard
1698755.75	-62-12-08	-62	5	R5-hemanta	256.03	N21-UAsh/τ Sgr	-3.39	251.17	N21-UAsh/φ Sgr	0	4	N21-UAsh	N21-UAsh
1698771.25	-62-12-23	-62	6	R6-śiśira	271.83	N22-Shr/α Aql	4.56	92.01	N07-Pun/β Gem	1	179	N22-Shr	N07-Pun
1698785.75	-61-01-07	-61	6	R6-śiśira	286.56	N23-Dha/β Del	-4.89	283.85	N23-Dha/β Del	0	2	N23-Dha	N23-Dha
1698800.25	-61-01-21	-61	6	R6-śiśira	301.21	N23-Dha/γ2 Del	5.03	115.40	N10-Mag/μ Leo	1	174	N23-Dha	N10-Mag
1698815.75	-61-02-06	-61	6	R6-śiśira	316.75	N24-Sha/λ Aqr	-4.63	316.60	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha
1698830.25	-61-02-20	-61	1	R1-vasanta	331.16	N25-PBha/β Peg	3.82	153.78	N13-Has/γ Crv	1	177	N25-PBha	N13-Has
1698845.75	-61-03-08	-61	1	R1-vasanta	346.44	N26-UBha/α And	-2.69	350.03	N27-Rev/ε Psc	0	3	N26-UBha	N27-Rev
1698859.25	-61-03-21	-61	1	R1-vasanta	359.62	N27-Rev/ε Psc	2.16	176.67	N15-Swa/α Boo	1	177	N27-Rev	N15-Swa
1698874.75	-61-04-06	-61	1	R1-vasanta	14.65	N02-Bha/* 35 Ari	-0.86	11.59	N01-Ash/α Ari	0	3	N02-Bha	N01-Ash
1698889.25	-61-04-20	-61	1	R1-vasanta	28.60	N03-Kri/* 17 Tau	-1.04	212.64	N17-Anu/δ Sco	1	175	N03-Kri	N17-Anu
1698904.75	-61-05-06	-61	2	R2-grīṣma	43.43	N04-Roh/α Tau	2.30	47.33	N05-Mrg/γ Ori	0	3	N04-Roh	N05-Mrg
1698918.25	-61-05-19	-61	2	R2-grīṣma	56.30	N05-Mrg/λ Ori	-2.83	234.35	N19-Mul/ν Sco	1	178	N05-Mrg	N19-Mul
1698933.75	-61-06-04	-61	2	R2-grīṣma	71.05	N06-Ard/γ Gem	3.92	70.31	N06-Ard/γ Gem	0	0	N06-Ard	N06-Ard
1698948.25	-61-06-18	-61	2	R2-grīṣma	84.86	N07-Pun/β Gem	-4.70	268.01	N22-Shr/α Aql	1	176	N07-Pun	N22-Shr
1698962.75	-61-07-03	-61	3	R3-varṣā	98.71	N08-Pus/δ Cnc	4.87	93.68	N08-Pus/δ Cnc	0	5	N08-Pus	N08-Pus
1698977.25	-61-07-17	-61	3	R3-varṣā	112.62	N10-Mag/μ Leo	-5.01	288.94	N23-Dha/α Del	1	176	N10-Mag	N23-Dha
1698992.75	-61-08-02	-61	3	R3-varṣā	127.58	N11-PPal/δ Leo	4.49	132.57	N11-PPal/δ Leo	0	4	N11-PPal	N11-PPal
1699007.25	-61-08-16	-61	3	R3-varṣā	141.68	N12-UPal/* 93 Leo	-4.02	321.61	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha
1699021.75	-61-08-31	-61	4	R4-śarat	155.90	N13-Has/γ Crv	3.12	156.02	N13-Has/γ Crv	0	0	N13-Has	N13-Has
1699037.25	-61-09-15	-61	4	R4-śarat	171.24	N13-Has/β Crv	-1.59	354.50	N27-Rev/ε Psc	1	176	N13-Has	N27-Rev
1699050.75	-61-09-29	-61	4	R4-śarat	184.72	N15-Swa/α Boo	1.20	179.12	N15-Swa/α Boo	0	5	N15-Swa	N15-Swa
1699066.25	-61-10-14	-61	4	R4-śarat	200.31	N16-Vis/α2 Lib	0.32	15.61	N02-Bha/* 35 Ari	1	175	N16-Vis	N02-Bha
1699080.75	-61-10-29	-61	5	R5-hemanta	215.00	N17-Anu/ω1 Sco	-2.11	215.84	N17-Anu/ω1 Sco	0	0	N17-Anu	N17-Anu
1699096.25	-61-11-13	-61	5	R5-hemanta	230.78	N19-Mul/ζ2 Sco	3.21	50.29	N05-Mrg/γ Ori	1	179	N19-Mul	N05-Mrg
1699110.75	-61-11-28	-61	5	R5-hemanta	245.57	N20-PAsh/δ Sgr	-4.39	250.95	N21-UAsh/φ Sgr	0	5	N20-PAsh	N21-UAsh
1699126.25	-61-12-13	-61	5	R5-hemanta	261.39	N21-UAsh/τ Sgr	4.90	86.84	N07-Pun/β Gem	1	174	N21-UAsh	N07-Pun
1699139.75	-61-12-27	-61	6	R6-śiśira	275.15	N22-Shr/β Aql	-4.96	272.35	N22-Shr/α Aql	0	2	N22-Shr	N22-Shr
1699155.25	-60-01-11	-60	6	R6-śiśira	290.87	N23-Dha/γ2 Del	4.89	109.90	N10-Mag/ε Leo	1	179	N23-Dha	N10-Mag
1699169.75	-60-01-26	-60	6	R6-śiśira	305.49	N24-Sha/λ Aqr	-4.37	305.57	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha
1699184.25	-60-02-09	-60	6	R6-śiśira	320.00	N25-PBha/α Peg	3.98	133.13	N11-PPal/δ Leo	1	173	N25-PBha	N11-PPal
1699199.75	-60-02-25	-60	1	R1-vasanta	335.37	N25-PBha/β Peg	-2.20	338.11	N26-UBha/γ Peg	0	2	N25-PBha	N26-UBha
1699214.25	-60-03-10	-60	1	R1-vasanta	349.63	N27-Rev/ε Psc	1.00	171.71	N13-Has/β Crv	1	177	N27-Rev	N13-Has
1699228.75	-60-03-25	-60	1	R1-vasanta	3.76	N01-Ash/γ Ari	-0.36	358.76	N27-Rev/ε Psc	0	5	N01-Ash	N27-Rev
1699243.25	-60-04-08	-60	1	R1-vasanta	17.79	N02-Bha/* 35 Ari	-1.14	194.95	N16-Vis/α1 Lib	1	177	N02-Bha	N16-Vis
1699258.75	-60-04-24	-60	2	R2-grīṣma	32.68	N03-Kri/* 27 Tau	2.56	31.89	N03-Kri/* 27 Tau	0	0	N03-Kri	N03-Kri
1699273.25	-60-05-08	-60	2	R2-grīṣma	46.54	N04-Roh/α Tau	-3.94	232.23	N19-Mul/ν Sco	1	174	N04-Roh	N19-Mul
1699288.75	-60-05-24	-60	2	R2-grīṣma	61.31	N05-Mrg/α Ori	4.59	66.61	N06-Ard/γ Gem	0	5	N05-Mrg	N06-Ard
1699302.25	-60-06-06	-60	2	R2-grīṣma	74.16	N06-Ard/γ Gem	-4.82	254.61	N21-UAsh/ζ Sgr	1	179	N06-Ard	N21-UAsh
1699317.75	-60-06-22	-60	2	R2-grīṣma	88.92	N07-Pun/β Gem	4.99	89.20	N07-Pun/β Gem	0	0	N07-Pun	N07-Pun
1699331.25	-60-07-05	-60	3	R3-varṣā	101.83	N09-Asl/δ Hya	-4.93	276.65	N22-Shr/β Aql	1	174	N09-Asl	N22-Shr
1699346.75	-60-07-21	-60	3	R3-varṣā	116.71	N10-Mag/ζ Leo	4.56	112.12	N10-Mag/ε Leo	0	4	N10-Mag	N10-Mag
1699361.25	-60-08-04	-60	3	R3-varṣā	130.74	N11-PPal/δ Leo	-3.61	310.49	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha
1699376.75	-60-08-20	-60	3	R3-varṣā	145.84	N12-UPal/β Leo	2.16	150.26	N12-UPal/β Leo	0	4	N12-UPal	N12-UPal
1699391.25	-60-09-03	-60	4	R4-śarat	160.10	N13-Has/γ Crv	-1.00	343.16	N26-UBha/γ Peg	1	176	N13-Has	N26-UBha
1699405.75	-60-09-18	-60	4	R4-śarat	174.49	N14-Chi/α Vir	0.05	173.58	N14-Chi/α Vir	0	0	N14-Chi	N14-Chi
1699421.25	-60-10-03	-60	4	R4-śarat	190.00	N16-Vis/α1 Lib	1.97	15.58	N02-Bha/* 35 Ari	1	174	N16-Vis	N02-Bha
1699434.75	-60-10-17	-60	4	R4-śarat	203.61	N16-Vis/α2 Lib	-2.07	196.80	N16-Vis/α2 Lib	0	6	N16-Vis	N16-Vis
1699450.25	-60-11-01	-60	5	R5-hemanta	219.33	N18-Jye/σ Sco	3.54	36.40	N04-Roh/γ Tau	1	177	N18-Jye	N04-Roh
1699464.75	-60-11-16	-60	5	R5-hemanta	234.10	N19-Mul/ν Sco	-4.51	234.66	N19-Mul/ν Sco	0	0	N19-Mul	N19-Mul
1699480.25	-60-12-01	-60	5	R5-hemanta	249.92	N21-UAsh/φ Sgr	4.91	70.23	N06-Ard/γ Gem	1	179	N21-UAsh	N06-Ard
1699493.75	-60-12-15	-60	5	R5-hemanta	263.70	N21-UAsh/τ Sgr	-4.98	257.35	N21-UAsh/τ Sgr	0	6	N21-UAsh	N21-UAsh
1699509.25	-60-12-30	-60	6	R6-śiśira	279.47	N22-Shr/β Aql	4.84	91.98	N07-Pun/β Gem	1	172	N22-Shr	N07-Pun
1699523.75	-59-01-14	-59	6	R6-śiśira	294.16	N23-Dha/γ2 Del	-4.05	292.98	N23-Dha/γ2 Del	0	1	N23-Dha	N23-Dha
1699539.25	-59-01-29	-59	6	R6-śiśira	309.76	N24-Sha/λ Aqr	3.11	128.20	N11-PPal/δ Leo	1	178	N24-Sha	N11-PPal
1699553.75	-59-02-13	-59	6	R6-śiśira	324.24	N25-PBha/α Peg	-1.62	326.86	N25-PBha/α Peg	0	2	N25-PBha	N25-PBha
1699569.25	-59-02-28	-59	1	R1-vasanta	339.57	N26-UBha/γ Peg	-0.13	165.90	N13-Has/δ Crv	1	173	N26-UBha	N13-Has
1699582.75	-59-03-14	-59	1	R1-vasanta	352.81	N27-Rev/ε Psc	0.27	347.71	N27-Rev/ε Psc	0	5	N27-Rev	N27-Rev
1699598.25	-59-03-29	-59	1	R1-vasanta	7.89	N01-Ash/α Ari	-2.23	189.27	N16-Vis/α1 Lib	1	178	N01-Ash	N16-Vis
1699612.75	-59-04-13	-59	1	R1-vasanta	21.89	N02-Bha/* 39 Ari	3.07	20.21	N02-Bha/* 39 Ari	0	1	N02-Bha	N02-Bha
1699627.25	-59-04-27	-59	2	R2-grīṣma	35.80	N04-Roh/γ Tau	-3.92	212.83	N17-Anu/δ Sco	1	177	N04-Roh	N17-Anu
1699642.75	-59-05-13	-59	2	R2-grīṣma	50.60	N05-Mrg/γ Ori	4.77	52.99	N05-Mrg/γ Ori	0	2	N05-Mrg	N05-Mrg
1699657.25	-59-05-27	-59	2	R2-grīṣma	64.41	N05-Mrg/α Ori	-5.01	251.27	N21-UAsh/φ Sgr	1	173	N05-Mrg	N21-UAsh
1699671.75	-59-06-11	-59	2	R2-grīṣma	78.21	N07-Pun/α Gem	4.97	74.22	N06-Ard/γ Gem	0	3	N07-Pun	N06-Ard
1699686.25	-59-06-25	-59	3	R3-varṣā	92.03	N07-Pun/β Gem	-4.51	274.22	N22-Shr/β Aql	1	177	N07-Pun	N22-Shr
1699701.75	-59-07-11	-59	3	R3-varṣā	106.87	N09-Asl/ζ Hya	3.77	108.83	N09-Asl/ζ Hya	0	1	N09-Asl	N09-Asl
1699715.25	-59-07-24	-59	3	R3-varṣā	119.86	N10-Mag/η Leo	-3.28	296.69	N23-Dha/γ2 Del	1	176	N10-Mag	N23-Dha
1699730.75	-59-08-09	-59	3	R3-varṣā	134.87	N11-PPal/θ Leo	2.20	131.06	N11-PPal/δ Leo	0	3	N11-PPal	N11-PPal
1699745.25	-59-08-23	-59	3	R3-varṣā	149.04	N12-UPal/β Leo	-0.42	331.36	N25-PBha/β Peg	1	177	N12-UPal	N25-PBha
1699760.75	-59-09-08	-59	4	R4-śarat	164.31	N13-Has/α Crv	-1.10	168.02	N13-Has/β Crv	0	3	N13-Has	N13-Has
1699775.25	-59-09-22	-59	4	R4-śarat	178.73	N15-Swa/α Boo	2.53	4.54	N01-Ash/γ Ari	1	174	N15-Swa	N01-Ash
1699789.75	-59-10-07	-59	4	R4-śarat	193.27	N16-Vis/α1 Lib	-3.04	191.11	N16-Vis/α1 Lib	0	2	N16-Vis	N16-Vis
1699804.25	-59-10-21	-59	4	R4-śarat	207.91	N17-Anu/δ Sco	3.97	25.24	N02-Bha/* 39 Ari	1	177	N17-Anu	N02-Bha
1699819.75	-59-11-06	-59	5	R5-hemanta	223.66	N18-Jye/α Sco	-4.93	229.68	N19-Mul/ζ2 Sco	0	6	N18-Jye	N19-Mul
1699834.25	-59-11-20	-59	5	R5-hemanta	238.44	N19-Mul/κ Sco	5.00	57.86	N05-Mrg/α Ori	1	179	N19-Mul	N05-Mrg
1699848.75	-59-12-05	-59	5	R5-hemanta	253.25	N21-UAsh/σ Sgr	-4.89	252.93	N21-UAsh/σ Sgr	0	0	N21-UAsh	N21-UAsh
1699864.25	-59-12-20	-59	5	R5-hemanta	269.05	N22-Shr/α Aql	4.23	90.97	N07-Pun/β Gem	1	178	N22-Shr	N07-Pun
1699877.75	-58-01-03	-58	6	R6-śiśira	282.78	N23-Dha/β Del	-3.98	276.02	N22-Shr/β Aql	0	6	N23-Dha	N22-Shr
1699893.25	-58-01-18	-58	6	R6-śiśira	298.46	N23-Dha/γ2 Del	2.91	112.19	N10-Mag/ε Leo	1	173	N23-Dha	N10-Mag
1699907.75	-58-02-02	-58	6	R6-śiśira	313.02	N24-Sha/λ Aqr	-1.21	312.68	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha
1699923.25	-58-02-17	-58	6	R6-śiśira	328.46	N25-PBha/β Peg	-0.09	147.05	N12-UPal/β Leo	1	178	N25-PBha	N12-UPal
1699937.75	-58-03-04	-58	1	R1-vasanta	342.78	N26-UBha/γ Peg	1.91	347.55	N27-Rev/ε Psc	0	4	N26-UBha	N27-Rev
1699953.25	-58-03-19	-58	1	R1-vasanta	357.94	N27-Rev/ε Psc	-3.20	183.74	N15-Swa/α Boo	1	174	N27-Rev	N15-Swa
1699966.75	-58-04-02	-58	1	R1-vasanta	11.05	N01-Ash/α Ari	3.51	8.84	N01-Ash/α Ari	0	2	N01-Ash	N01-Ash
1699982.25	-58-04-17	-58	1	R1-vasanta	25.98	N03-Kri/* 17 Tau	-4.52	207.05	N17-Anu/δ Sco	1	178	N03-Kri	N17-Anu
1699996.75	-58-05-02	-58	2	R2-grīṣma	39.87	N04-Roh/ε Tau	4.93	41.95	N04-Roh/α Tau	0	2	N04-Roh	N04-Roh
1700011.25	-58-05-16	-58	2	R2-grīṣma	53.70	N05-Mrg/γ Ori	-5.03	230.70	N19-Mul/ζ2 Sco	1	176	N05-Mrg	N19-Mul
1700025.75	-58-05-31	-58	2	R2-grīṣma	67.51	N06-Ard/γ Gem	4.91	62.77	N05-Mrg/α Ori	0	4	N06-Ard	N05-Mrg
1700040.25	-58-06-14	-58	2	R2-grīṣma	81.31	N07-Pun/α Gem	-4.60	254.47	N21-UAsh/ζ Sgr	1	173	N07-Pun	N21-UAsh
1700055.75	-58-06-30	-58	3	R3-varṣā	96.10	N08-Pus/δ Cnc	3.45	95.53	N08-Pus/δ Cnc	0	0	N08-Pus	N08-Pus
1700070.25	-58-07-14	-58	3	R3-varṣā	110.00	N10-Mag/ε Leo	-2.17	292.91	N23-Dha/γ2 Del	1	177	N10-Mag	N23-Dha
1700085.75	-58-07-30	-58	3	R3-varṣā	124.94	N10-Mag/α Leo	0.73	128.97	N11-PPal/δ Leo	0	4	N10-Mag	N11-PPal
1700099.25	-58-08-12	-58	3	R3-varṣā	138.05	N12-UPal/* 93 Leo	-0.14	315.74	N24-Sha/λ Aqr	1	177	N12-UPal	N24-Sha
1700114.75	-58-08-28	-58	4	R4-śarat	153.22	N13-Has/γ Crv	-1.21	150.58	N12-UPal/β Leo	0	2	N13-Has	N12-UPal
1700129.25	-58-09-11	-58	4	R4-śarat	167.54	N13-Has/β Crv	2.93	351.55	N27-Rev/ε Psc	1	175	N13-Has	N27-Rev
1700144.75	-58-09-27	-58	4	R4-śarat	182.99	N15-Swa/α Boo	-3.91	186.39	N16-Vis/α1 Lib	0	3	N15-Swa	N16-Vis
1700158.25	-58-10-10	-58	4	R4-śarat	196.55	N16-Vis/α1 Lib	4.26	13.18	N01-Ash/α Ari	1	176	N16-Vis	N01-Ash
1700173.75	-58-10-26	-58	5	R5-hemanta	212.23	N17-Anu/δ Sco	-4.85	209.19	N17-Anu/δ Sco	0	3	N17-Anu	N17-Anu
1700188.25	-58-11-09	-58	5	R5-hemanta	226.98	N18-Jye/ε Sco	4.99	46.81	N05-Mrg/γ Ori	1	179	N18-Jye	N05-Mrg
1700203.75	-58-11-25	-58	5	R5-hemanta	242.79	N20-PAsh/γ Sgr	-4.52	247.40	N20-PAsh/λ Sgr	0	4	N20-PAsh	N20-PAsh
1700218.25	-58-12-09	-58	5	R5-hemanta	257.59	N21-UAsh/τ Sgr	3.90	79.56	N07-Pun/α Gem	1	178	N21-UAsh	N07-Pun
1700232.75	-58-12-24	-58	6	R6-śiśira	272.37	N22-Shr/α Aql	-3.18	270.66	N22-Shr/α Aql	0	1	N22-Shr	N22-Shr
