year	event	date	sun_lon	obj_lon	sun_lon_dms	obj_lon_dms	obj_rise_set	sun_rise_set	delta_rise_set	age	mag	sun_alt	obj_lat	az_diff	lon_diff	sun_sz	obj_az
-445	evening_last_visibility	-445-03-14	348.03	354.98	348° 02'	354° 59'	18:51	18:26	0:24h	-4d 13h	-3.3	-6° 02'	7° 52'	7° 03'	6° 57'	87° 57'	94° 59'
-445	morning_first_visibility	-445-03-21	354.33	350.93	354° 20'	350° 56'	6:08	6:33	-0:24h	1d 22h	-3.1	-6° 10'	7° 16'	-1° 35'	-3° 24'	269° 04'	267° 29'
-445	morning_last_visibility	-445-12-02	244.95	236.75	244° 57'	236° 45'	6:36	7:03	-0:26h	-34d 15h	-3.4	-6° 07'	0° 14'	2° 29'	-8° 11'	291° 12'	293° 41'
-444	evening_first_visibility	-444-02-08	314.25	322.52	314° 15'	322° 31'	18:29	18:04	0:25h	33d 21h	-3.4	-6° 01'	-1° 26'	-3° 11'	8° 16'	74° 05'	70° 55'
-444	evening_last_visibility	-444-10-06	188.27	209.22	188° 16'	209° 13'	18:30	18:09	0:20h	-14d 05h	-4	-5° 18'	-6° 47'	-20° 50'	20° 57'	89° 14'	68° 23'
-444	morning_first_visibility	-444-10-26	207.97	199.25	207° 58'	199° 15'	6:05	6:31	-0:26h	5d 06h	-3.4	-6° 25'	-3° 38'	4° 50'	-8° 43'	278° 53'	283° 43'
-443	morning_last_visibility	-443-07-03	94.32	85.12	94° 19'	85° 07'	4:48	5:16	-0:28h	-33d 18h	-3.4	-6° 07'	0° 25'	4° 53'	-9° 12'	238° 07'	242° 59'
-443	evening_first_visibility	-443-09-20	171.98	184.13	171° 59'	184° 08'	18:53	18:28	0:24h	45d 20h	-3.4	-6° 06'	0° 49'	-9° 20'	12° 08'	97° 17'	87° 57'
-442	evening_last_visibility	-442-05-22	54.63	62.15	54° 38'	62° 09'	19:28	19:04	0:23h	-5d 00h	-3.1	-5° 34'	0° 29'	-2° 08'	7° 31'	115° 56'	113° 47'
-442	morning_first_visibility	-442-06-05	67.37	54.23	67° 22'	54° 14'	4:50	5:16	-0:26h	8d 09h	-3.4	-5° 49'	-2° 30'	11° 04'	-13° 08'	240° 39'	251° 43'
-441	morning_last_visibility	-441-02-01	307.05	295.03	307° 03'	295° 02'	6:54	7:21	-0:26h	-47d 16h	-3.4	-6° 11'	-1° 01'	9° 07'	-12° 01'	288° 06'	297° 14'
-441	evening_first_visibility	-441-04-19	22.88	30.85	22° 53'	30° 51'	19:10	18:45	0:25h	29d 20h	-3.4	-6° 07'	-0° 19'	-1° 39'	7° 58'	104° 06'	102° 28'
-441	evening_last_visibility	-441-12-31	275.00	280.83	275° 00'	280° 50'	18:00	17:34	0:26h	-3d 18h	-3.3	-5° 59'	5° 29'	2° 07'	5° 50'	66° 06'	68° 13'
-440	evening_last_visibility	-441-12-31	275.00	280.83	275° 00'	280° 50'	18:00	17:34	0:26h	-3d 18h	-3.3	-5° 59'	5° 29'	2° 07'	5° 50'	66° 06'	68° 13'
-440	morning_first_visibility	-440-01-07	281.63	276.82	281° 38'	276° 49'	6:58	7:25	-0:26h	2d 19h	-3.3	-6° 04'	6° 40'	-2° 41'	-4° 49'	293° 22'	290° 42'
-440	morning_last_visibility	-440-09-16	167.72	160.03	167° 43'	160° 02'	5:39	6:03	-0:24h	-30d 12h	-3.4	-6° 01'	1° 26'	-0° 24'	-7° 41'	260° 47'	260° 23'
-440	evening_first_visibility	-440-12-01	245.20	256.27	245° 12'	256° 16'	17:53	17:27	0:26h	46d 01h	-3.4	-6° 13'	-0° 52'	-7° 48'	11° 04'	68° 48'	60° 59'
-439	evening_last_visibility	-439-07-25	116.08	132.95	116° 05'	132° 57'	19:43	19:20	0:22h	-11d 10h	-3.7	-5° 17'	-6° 37'	-16° 43'	16° 52'	118° 13'	101° 31'
-439	morning_first_visibility	-439-08-13	133.93	122.77	133° 56'	122° 46'	5:12	5:40	-0:28h	7d 00h	-3.5	-6° 26'	-8° 27'	11° 21'	-11° 10'	246° 18'	257° 38'
-438	morning_last_visibility	-438-04-01	5.28	349.95	5° 17'	349° 57'	5:54	6:18	-0:24h	-57d 03h	-3.3	-6° 07'	-1° 29'	13° 16'	-15° 20'	263° 59'	277° 15'
-438	evening_first_visibility	-438-06-28	89.92	98.68	89° 55'	98° 41'	19:49	19:22	0:27h	31d 11h	-3.4	-6° 05'	1° 11'	-4° 16'	8° 47'	121° 57'	117° 42'
-437	evening_last_visibility	-437-03-12	346.13	352.58	346° 08'	352° 35'	18:47	18:25	0:22h	-4d 05h	-3.3	-5° 33'	7° 58'	7° 11'	6° 27'	86° 48'	93° 59'
-437	morning_first_visibility	-437-03-18	351.47	349.13	351° 28'	349° 08'	6:14	6:36	-0:22h	1d 06h	-3.1	-5° 45'	7° 31'	-2° 37'	-2° 20'	270° 38'	268° 01'
-437	morning_last_visibility	-437-11-30	242.95	234.90	242° 57'	234° 54'	6:35	7:01	-0:26h	-34d 01h	-3.4	-6° 02'	0° 17'	2° 18'	-8° 03'	290° 49'	293° 07'
-436	evening_first_visibility	-436-02-06	312.30	320.70	312° 18'	320° 42'	18:28	18:02	0:25h	34d 11h	-3.4	-6° 05'	-1° 26'	-3° 17'	8° 23'	73° 29'	70° 12'
-436	evening_last_visibility	-436-10-03	185.30	206.87	185° 18'	206° 52'	18:34	18:12	0:21h	-14d 17h	-4	-5° 26'	-7° 00'	-21° 29'	21° 35'	90° 40'	69° 12'
-436	morning_first_visibility	-436-10-24	205.98	196.50	205° 59'	196° 30'	6:00	6:29	-0:29h	5d 18h	-3.4	-7° 09'	-3° 52'	5° 06'	-9° 29'	277° 38'	282° 45'
-435	morning_last_visibility	-435-06-30	91.50	82.08	91° 30'	82° 05'	4:47	5:15	-0:28h	-34d 11h	-3.4	-6° 08'	0° 20'	5° 14'	-9° 25'	238° 02'	243° 16'
-435	evening_first_visibility	-435-09-17	169.05	181.05	169° 03'	181° 03'	18:56	18:32	0:24h	45d 03h	-3.4	-6° 04'	0° 53'	-9° 11'	12° 00'	98° 38'	89° 28'
-434	evening_last_visibility	-434-05-20	52.78	59.83	52° 47'	59° 50'	19:25	19:03	0:22h	-4d 17h	-3.1	-5° 14'	0° 44'	-1° 37'	7° 03'	115° 08'	113° 31'
-434	morning_first_visibility	-434-06-03	65.53	51.95	65° 32'	51° 57'	4:49	5:17	-0:27h	8d 17h	-3.4	-6° 10'	-2° 16'	11° 19'	-13° 35'	240° 47'	252° 07'
-433	morning_last_visibility	-433-01-30	305.10	293.22	305° 06'	293° 13'	6:55	7:21	-0:26h	-47d 08h	-3.4	-6° 13'	-0° 59'	8° 56'	-11° 53'	288° 39'	297° 35'
-433	evening_first_visibility	-433-04-17	21.02	29.07	21° 01'	29° 04'	19:09	18:44	0:25h	30d 04h	-3.4	-6° 12'	-0° 21'	-1° 39'	8° 02'	103° 20'	101° 41'
-433	evening_last_visibility	-433-12-29	273.02	278.13	273° 01'	278° 08'	17:56	17:33	0:22h	-3d 08h	-3.3	-5° 20'	5° 17'	2° 08'	5° 07'	65° 38'	67° 46'
-432	morning_first_visibility	-432-01-05	279.67	274.12	279° 40'	274° 07'	6:55	7:24	-0:29h	3d 05h	-3.3	-6° 30'	6° 29'	-2° 16'	-5° 32'	293° 18'	291° 02'
-432	morning_last_visibility	-432-09-13	164.78	156.95	164° 47'	156° 57'	5:36	6:01	-0:24h	-30d 23h	-3.4	-6° 10'	1° 26'	-0° 19'	-7° 50'	259° 20'	259° 01'
-432	evening_first_visibility	-432-11-28	242.20	253.17	242° 12'	253° 10'	17:53	17:27	0:25h	45d 13h	-3.4	-6° 02'	-0° 48'	-7° 51'	10° 59'	69° 22'	61° 30'
-431	evening_last_visibility	-431-07-22	113.27	130.93	113° 16'	130° 56'	19:49	19:21	0:27h	-12d 00h	-3.7	-6° 13'	-6° 17'	-17° 01'	17° 41'	119° 31'	102° 30'
-431	morning_first_visibility	-431-08-11	132.05	120.32	132° 03'	120° 19'	5:09	5:39	-0:30h	7d 09h	-3.5	-6° 49'	-8° 23'	11° 35'	-11° 44'	245° 22'	256° 57'
-430	morning_last_visibility	-430-03-30	3.42	348.17	3° 25'	348° 10'	5:56	6:21	-0:24h	-56d 22h	-3.3	-6° 05'	-1° 29'	13° 11'	-15° 15'	264° 52'	278° 04'
-430	evening_first_visibility	-430-06-26	88.07	96.92	88° 04'	96° 55'	19:49	19:21	0:28h	31d 16h	-3.4	-6° 11'	1° 09'	-4° 13'	8° 50'	122° 00'	117° 47'
-429	evening_last_visibility	-429-03-09	343.27	350.78	343° 16'	350° 47'	18:51	18:24	0:27h	-4d 21h	-3.4	-6° 39'	8° 06'	7° 10'	7° 31'	86° 08'	93° 18'
-429	morning_first_visibility	-429-03-16	349.58	346.72	349° 35'	346° 43'	6:14	6:39	-0:24h	1d 14h	-3.2	-6° 09'	7° 38'	-2° 18'	-2° 52'	271° 16'	268° 59'
-429	morning_last_visibility	-429-11-27	239.95	231.80	239° 57'	231° 48'	6:32	6:58	-0:26h	-34d 11h	-3.4	-6° 12'	0° 22'	2° 04'	-8° 09'	290° 00'	292° 05'
-428	evening_first_visibility	-428-02-04	310.38	318.88	310° 23'	318° 53'	18:27	18:01	0:26h	35d 01h	-3.4	-6° 10'	-1° 26'	-3° 24'	8° 31'	72° 55'	69° 30'
-428	evening_last_visibility	-428-09-30	182.35	204.55	182° 21'	204° 33'	18:38	18:16	0:22h	-15d 05h	-4	-5° 35'	-7° 10'	-22° 06'	22° 12'	92° 08'	70° 02'
-428	morning_first_visibility	-428-10-21	203.02	194.35	203° 01'	194° 21'	6:02	6:27	-0:25h	5d 06h	-3.4	-6° 20'	-4° 21'	5° 26'	-8° 40'	276° 50'	282° 15'
-427	morning_last_visibility	-427-06-27	88.70	79.08	88° 42'	79° 05'	4:46	5:15	-0:28h	-35d 04h	-3.4	-6° 08'	0° 15'	5° 36'	-9° 37'	238° 01'	243° 37'
-427	evening_first_visibility	-427-09-14	166.13	177.98	166° 08'	177° 59'	19:00	18:35	0:24h	44d 10h	-3.4	-6° 03'	0° 57'	-9° 01'	11° 51'	99° 59'	90° 58'
-426	evening_last_visibility	-426-05-17	50.00	58.08	50° 00'	58° 05'	19:29	19:01	0:27h	-5d 09h	-3.1	-6° 24'	1° 12'	-1° 26'	8° 06'	115° 02'	113° 36'
-426	morning_first_visibility	-426-06-01	63.68	49.67	63° 41'	49° 40'	4:48	5:18	-0:29h	9d 00h	-3.4	-6° 30'	-2° 01'	11° 34'	-14° 01'	240° 58'	252° 32'
-425	morning_last_visibility	-425-01-28	303.17	291.40	303° 10'	291° 24'	6:55	7:22	-0:26h	-46d 23h	-3.4	-6° 15'	-0° 57'	8° 44'	-11° 46'	289° 10'	297° 54'
-425	evening_first_visibility	-425-04-14	18.20	26.05	18° 12'	26° 03'	19:07	18:42	0:24h	29d 13h	-3.4	-6° 00'	-0° 26'	-1° 37'	7° 51'	101° 56'	100° 19'
-425	evening_last_visibility	-425-12-26	270.03	276.03	270° 02'	276° 02'	17:57	17:32	0:25h	-3d 21h	-3.3	-5° 55'	4° 51'	1° 11'	6° 00'	65° 57'	67° 07'
-424	morning_first_visibility	-424-01-03	277.70	271.43	277° 42'	271° 26'	6:52	7:24	-0:31h	3d 16h	-3.3	-6° 58'	6° 17'	-1° 52'	-6° 15'	293° 11'	291° 19'
-424	morning_last_visibility	-424-09-11	162.87	155.13	162° 52'	155° 08'	5:35	6:00	-0:24h	-30d 11h	-3.4	-6° 04'	1° 26'	-0° 17'	-7° 44'	258° 30'	258° 14'
-424	evening_first_visibility	-424-11-26	240.20	251.33	240° 12'	251° 20'	17:53	17:28	0:25h	46d 01h	-3.4	-6° 05'	-0° 46'	-8° 01'	11° 07'	69° 52'	61° 51'
-423	evening_last_visibility	-423-07-20	111.38	128.55	111° 23'	128° 33'	19:49	19:21	0:27h	-11d 15h	-3.7	-6° 09'	-6° 09'	-16° 27'	17° 10'	119° 51'	103° 23'
-423	morning_first_visibility	-423-08-08	129.20	118.38	129° 12'	118° 23'	5:12	5:37	-0:25h	6d 18h	-3.5	-5° 48'	-8° 19'	11° 20'	-10° 48'	245° 07'	256° 27'
-422	morning_last_visibility	-422-03-28	1.53	346.38	1° 32'	346° 23'	5:59	6:23	-0:23h	-56d 16h	-3.3	-6° 04'	-1° 29'	13° 07'	-15° 10'	265° 46'	278° 53'
-422	evening_first_visibility	-422-06-23	85.27	93.88	85° 16'	93° 53'	19:48	19:20	0:27h	30d 21h	-3.4	-6° 04'	1° 06'	-3° 57'	8° 37'	121° 50'	117° 53'
-421	evening_last_visibility	-421-03-07	341.35	348.35	341° 21'	348° 21'	18:47	18:22	0:25h	-4d 13h	-3.3	-6° 10'	8° 11'	7° 17'	7° 00'	85° 00'	92° 17'
-421	morning_first_visibility	-421-03-14	347.70	344.30	347° 42'	344° 18'	6:15	6:41	-0:26h	1d 22h	-3.2	-6° 34'	7° 45'	-1° 58'	-3° 24'	271° 55'	269° 57'
-421	morning_last_visibility	-421-11-25	237.95	229.95	237° 57'	229° 57'	6:30	6:56	-0:26h	-33d 21h	-3.4	-6° 06'	0° 24'	1° 54'	-8° 00'	289° 33'	291° 27'
-420	evening_first_visibility	-420-02-02	308.42	317.07	308° 25'	317° 04'	18:26	17:59	0:26h	35d 15h	-3.4	-6° 15'	-1° 27'	-3° 31'	8° 38'	72° 21'	68° 50'
-420	evening_last_visibility	-420-09-27	179.40	202.20	179° 24'	202° 12'	18:42	18:19	0:23h	-15d 18h	-4	-5° 46'	-7° 20'	-22° 42'	22° 48'	93° 37'	70° 56'
-420	morning_first_visibility	-420-10-19	201.03	191.62	201° 02'	191° 37'	5:57	6:25	-0:28h	5d 18h	-3.4	-7° 03'	-4° 34'	5° 42'	-9° 25'	275° 33'	281° 15'
-419	morning_last_visibility	-419-06-24	85.88	76.05	85° 53'	76° 03'	4:46	5:14	-0:28h	-35d 22h	-3.4	-6° 08'	0° 10'	5° 57'	-9° 50'	238° 06'	244° 03'
-419	evening_first_visibility	-419-09-11	163.20	174.90	163° 12'	174° 54'	19:03	18:39	0:24h	43d 16h	-3.4	-6° 02'	1° 01'	-8° 51'	11° 42'	101° 18'	92° 28'
-418	evening_last_visibility	-418-05-15	48.13	55.77	48° 08'	55° 46'	19:26	19:00	0:26h	-5d 02h	-3.1	-6° 03'	1° 27'	-0° 55'	7° 38'	114° 10'	113° 14'
-418	morning_first_visibility	-418-05-29	60.88	47.85	60° 53'	47° 51'	4:52	5:19	-0:26h	8d 08h	-3.4	-6° 02'	-1° 35'	10° 38'	-13° 03'	242° 00'	252° 38'
-417	morning_last_visibility	-417-01-27	302.22	290.82	302° 13'	290° 49'	6:57	7:23	-0:25h	-45d 14h	-3.4	-6° 00'	-0° 57'	8° 27'	-11° 24'	289° 34'	298° 01'
-417	evening_first_visibility	-417-04-12	16.33	24.25	16° 20'	24° 15'	19:06	18:41	0:24h	29d 22h	-3.4	-6° 05'	-0° 29'	-1° 37'	7° 56'	101° 08'	99° 31'
-417	evening_last_visibility	-417-12-24	268.05	273.32	268° 03'	273° 19'	17:53	17:31	0:22h	-3d 10h	-3.2	-5° 13'	4° 38'	1° 13'	5° 16'	65° 33'	66° 46'
-417	morning_first_visibility	-417-12-31	274.70	269.30	274° 42'	269° 18'	6:56	7:23	-0:26h	3d 03h	-3.3	-6° 00'	5° 56'	-2° 09'	-5° 23'	293° 54'	291° 46'
-416	morning_last_visibility	-416-09-08	159.95	152.05	159° 57'	152° 03'	5:33	5:58	-0:25h	-30d 23h	-3.4	-6° 14'	1° 26'	-0° 10'	-7° 54'	257° 05'	256° 55'
-416	evening_first_visibility	-416-11-24	238.22	249.48	238° 13'	249° 29'	17:54	17:28	0:25h	46d 13h	-3.4	-6° 07'	-0° 44'	-8° 10'	11° 16'	70° 23'	62° 13'
-415	evening_last_visibility	-415-07-18	109.52	126.15	109° 31'	126° 09'	19:49	19:22	0:27h	-11d 06h	-3.7	-6° 04'	-6° 00'	-15° 54'	16° 38'	120° 08'	104° 15'
-415	morning_first_visibility	-415-08-06	127.30	115.93	127° 18'	115° 56'	5:08	5:36	-0:27h	7d 03h	-3.5	-6° 10'	-8° 14'	11° 34'	-11° 22'	244° 15'	255° 49'
-414	morning_last_visibility	-414-03-26	359.67	344.58	359° 40'	344° 35'	6:02	6:26	-0:23h	-56d 11h	-3.3	-6° 02'	-1° 29'	13° 02'	-15° 05'	266° 39'	279° 41'
-414	evening_first_visibility	-414-06-21	83.42	92.10	83° 25'	92° 06'	19:48	19:20	0:28h	31d 03h	-3.4	-6° 09'	1° 05'	-3° 54'	8° 41'	121° 48'	117° 53'
-413	evening_last_visibility	-413-03-05	339.45	345.93	339° 27'	345° 56'	18:44	18:21	0:22h	-4d 05h	-3.3	-5° 41'	8° 16'	7° 24'	6° 29'	83° 53'	91° 17'
-413	morning_first_visibility	-413-03-11	344.83	342.50	344° 50'	342° 30'	6:21	6:45	-0:24h	1d 06h	-3.2	-6° 05'	7° 57'	-2° 59'	-2° 20'	273° 29'	270° 31'
-413	morning_last_visibility	-413-11-23	235.97	228.12	235° 58'	228° 07'	6:29	6:55	-0:25h	-33d 06h	-3.4	-6° 00'	0° 27'	1° 43'	-7° 52'	289° 04'	290° 48'
-412	evening_first_visibility	-412-01-30	305.48	314.00	305° 29'	314° 00'	18:23	17:57	0:25h	35d 06h	-3.4	-6° 04'	-1° 27'	-3° 39'	8° 31'	71° 23'	67° 44'
-412	evening_last_visibility	-412-09-25	177.45	199.63	177° 27'	199° 38'	18:42	18:22	0:20h	-15d 06h	-4	-5° 15'	-7° 28'	-22° 18'	22° 11'	94° 14'	71° 56'
-412	morning_first_visibility	-412-10-16	198.07	189.43	198° 04'	189° 26'	5:58	6:23	-0:24h	5d 05h	-3.4	-6° 14'	-5° 01'	6° 01'	-8° 37'	274° 42'	280° 42'
-411	morning_last_visibility	-411-06-21	83.10	73.05	83° 06'	73° 03'	4:46	5:14	-0:28h	-36d 16h	-3.4	-6° 07'	0° 05'	6° 18'	-10° 02'	238° 15'	244° 34'
-411	evening_first_visibility	-411-09-08	160.30	171.83	160° 18'	171° 50'	19:07	18:42	0:24h	42d 23h	-3.4	-6° 00'	1° 04'	-8° 40'	11° 32'	102° 37'	93° 57'
-410	evening_last_visibility	-410-05-13	46.30	53.48	46° 18'	53° 29'	19:23	18:59	0:24h	-4d 18h	-3.1	-5° 41'	1° 42'	-0° 26'	7° 10'	113° 17'	112° 51'
-410	morning_first_visibility	-410-05-27	59.07	45.58	59° 04'	45° 35'	4:52	5:20	-0:28h	8d 15h	-3.4	-6° 23'	-1° 20'	10° 53'	-13° 29'	242° 14'	253° 07'
-409	morning_last_visibility	-409-01-25	300.27	289.00	300° 16'	289° 00'	6:57	7:23	-0:26h	-45d 05h	-3.4	-6° 02'	-0° 55'	8° 14'	-11° 16'	290° 03'	298° 17'
-409	evening_first_visibility	-409-04-10	14.48	22.48	14° 29'	22° 29'	19:06	18:40	0:25h	30d 07h	-3.4	-6° 10'	-0° 31'	-1° 38'	8° 00'	100° 19'	98° 42'
-409	evening_last_visibility	-409-12-21	265.05	271.20	265° 03'	271° 12'	17:54	17:29	0:24h	-3d 23h	-3.3	-5° 43'	4° 10'	0° 13'	6° 09'	65° 56'	66° 09'
-409	morning_first_visibility	-409-12-29	272.72	266.60	272° 43'	266° 36'	6:53	7:22	-0:29h	3d 14h	-3.3	-6° 29'	5° 43'	-1° 44'	-6° 08'	293° 41'	291° 57'
-408	morning_last_visibility	-408-09-06	158.03	150.23	158° 02'	150° 14'	5:32	5:57	-0:25h	-30d 12h	-3.4	-6° 09'	1° 25'	-0° 07'	-7° 48'	256° 17'	256° 10'
-408	evening_first_visibility	-408-11-22	236.23	247.65	236° 14'	247° 39'	17:55	17:29	0:26h	47d 01h	-3.4	-6° 09'	-0° 41'	-8° 20'	11° 25'	70° 57'	62° 37'
-407	evening_last_visibility	-407-07-16	107.67	123.78	107° 40'	123° 47'	19:49	19:22	0:26h	-10d 21h	-3.6	-5° 59'	-5° 51'	-15° 21'	16° 08'	120° 24'	105° 04'
-407	morning_first_visibility	-407-08-04	125.43	113.53	125° 26'	113° 32'	5:05	5:34	-0:29h	7d 12h	-3.5	-6° 31'	-8° 08'	11° 47'	-11° 54'	243° 26'	255° 13'
-406	morning_last_visibility	-406-03-24	357.78	342.80	357° 47'	342° 48'	6:04	6:28	-0:23h	-56d 05h	-3.3	-6° 01'	-1° 29'	12° 57'	-14° 59'	267° 33'	280° 29'
-406	evening_first_visibility	-406-06-18	80.62	89.08	80° 37'	89° 05'	19:46	19:18	0:27h	30d 09h	-3.4	-6° 02'	1° 01'	-3° 39'	8° 27'	121° 29'	117° 50'
-405	evening_last_visibility	-405-03-03	337.55	343.48	337° 33'	343° 29'	18:41	18:20	0:20h	-3d 21h	-3.3	-5° 12'	8° 20'	7° 30'	5° 57'	82° 47'	90° 16'
-405	morning_first_visibility	-405-03-09	342.93	340.05	342° 56'	340° 03'	6:21	6:47	-0:26h	1d 15h	-3.2	-6° 28'	8° 03'	-2° 39'	-2° 53'	274° 07'	271° 29'
-405	morning_last_visibility	-405-11-20	232.97	225.00	232° 58'	225° 00'	6:26	6:52	-0:26h	-33d 16h	-3.4	-6° 09'	0° 31'	1° 31'	-7° 58'	288° 07'	289° 39'
-404	evening_first_visibility	-404-01-28	303.53	312.18	303° 32'	312° 11'	18:22	17:55	0:26h	35d 20h	-3.4	-6° 09'	-1° 27'	-3° 46'	8° 38'	70° 53'	67° 06'
-404	evening_last_visibility	-404-09-22	174.52	197.32	174° 31'	197° 19'	18:47	18:25	0:21h	-15d 18h	-4	-5° 30'	-7° 34'	-22° 52'	22° 48'	95° 45'	72° 53'
-404	morning_first_visibility	-404-10-14	196.08	186.73	196° 05'	186° 44'	5:54	6:22	-0:28h	5d 17h	-3.4	-6° 56'	-5° 14'	6° 16'	-9° 21'	273° 25'	279° 41'
-403	morning_last_visibility	-403-06-18	80.28	70.03	80° 17'	70° 02'	4:46	5:14	-0:28h	-37d 09h	-3.4	-6° 06'	0° 00'	6° 39'	-10° 15'	238° 30'	245° 09'
-403	evening_first_visibility	-403-09-06	158.37	170.00	158° 22'	170° 00'	19:09	18:44	0:25h	43d 05h	-3.4	-6° 06'	1° 06'	-8° 43'	11° 38'	103° 33'	94° 49'
-402	evening_last_visibility	-402-05-11	44.45	51.15	44° 27'	51° 09'	19:20	18:58	0:22h	-4d 11h	-3.1	-5° 18'	1° 57'	0° 02'	6° 42'	112° 22'	112° 24'
-402	morning_first_visibility	-402-05-24	56.25	43.75	56° 15'	43° 45'	4:56	5:22	-0:26h	7d 23h	-3.4	-5° 58'	-0° 52'	9° 56'	-12° 30'	243° 19'	253° 15'
-401	morning_last_visibility	-401-01-23	298.32	287.17	298° 19'	287° 10'	6:58	7:24	-0:26h	-44d 20h	-3.4	-6° 03'	-0° 53'	8° 03'	-11° 09'	290° 30'	298° 33'
-401	evening_first_visibility	-401-04-08	12.60	20.68	12° 36'	20° 41'	19:05	18:39	0:25h	30d 16h	-3.4	-6° 15'	-0° 34'	-1° 38'	8° 05'	99° 31'	97° 52'
-401	evening_last_visibility	-401-12-18	262.05	269.07	262° 03'	269° 04'	17:55	17:28	0:27h	-4d 12h	-3.3	-6° 11'	3° 41'	-0° 48'	7° 01'	66° 23'	65° 35'
-401	morning_first_visibility	-401-12-27	270.75	263.88	270° 45'	263° 53'	6:49	7:21	-0:31h	4d 01h	-3.3	-6° 59'	5° 30'	-1° 21'	-6° 51'	293° 26'	292° 05'
-400	morning_last_visibility	-400-09-04	156.10	148.40	156° 06'	148° 24'	5:31	5:56	-0:24h	-30d 00h	-3.4	-6° 03'	1° 25'	-0° 04'	-7° 42'	255° 29'	255° 25'
-400	evening_first_visibility	-400-11-20	234.23	245.80	234° 14'	245° 48'	17:56	17:30	0:26h	47d 12h	-3.4	-6° 12'	-0° 39'	-8° 29'	11° 34'	71° 32'	63° 03'
