jd	date	yr	season	rtu	sun_lon	sun_naks	sun_naks_by_angle	moon_lat	moon_lon	moon_naks	moon_naks_by_angle	moon_phase	moon_sun_diff	sun_न	moon_न	sun_न_by_angle	moon_न_by_angle	sun_naks_angle	moon_naks_angle
1223727.75	-1362-05-09	-1362	2	R2-grīṣma	45.63	N05-Mrg/α Ori	N06-Ard/γ Gem	4.53	47.59	N06-Ard/γ Gem	N06-Ard/γ Gem	0	1	N05-Mrg	N06-Ard	N06-Ard	N06-Ard	9.21	12.30
1223741.25	-1362-05-22	-1362	2	R2-grīṣma	58.47	N07-Pun/α Gem	N06-Ard/γ Gem	-4.71	233.29	N21-UAsh/φ Sgr	N21-UAsh/φ Sgr	1	174	N07-Pun	N21-UAsh	N06-Ard	N21-UAsh	10.01	1.47
1223756.75	-1362-06-07	-1362	2	R2-grīṣma	73.24	N07-Pun/β Gem	N08-Pus/δ Cnc	5.02	70.99	N07-Pun/β Gem	N07-Pun/β Gem	0	2	N07-Pun	N07-Pun	N08-Pus	N07-Pun	7.78	4.89
1223771.25	-1362-06-21	-1362	2	R2-grīṣma	87.12	N09-Asl/ρ Hya	N08-Pus/δ Cnc	-4.82	266.52	N23-Dha/ε Αqr	N24-Sha/λ Aqr	1	179	N09-Asl	N23-Dha	N08-Pus	N24-Sha	6.10	27.72
1223785.75	-1362-07-06	-1362	3	R3-varṣā	101.08	N10-Mag/ζ Leo	N10-Mag/α Leo	4.60	94.56	N10-Mag/ε Leo	N10-Mag/ε Leo	0	6	N10-Mag	N10-Mag	N10-Mag	N10-Mag	1.45	5.05
1223801.25	-1362-07-21	-1362	3	R3-varṣā	116.12	N11-PPal/θ Leo	N11-PPal/θ Leo	-3.20	299.14	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	176	N11-PPal	N24-Sha	N11-PPal	N24-Sha	9.62	6.02
1223815.75	-1362-08-05	-1362	3	R3-varṣā	130.31	N12-UPal/β Leo	N12-UPal/β Leo	2.12	133.26	N12-UPal/β Leo	N12-UPal/β Leo	0	2	N12-UPal	N12-UPal	N12-UPal	N12-UPal	13.80	13.60
1223830.25	-1362-08-19	-1362	3	R3-varṣā	144.63	N13-Has/γ Crv	N14-Chi/α Vir	-1.52	319.84	N26-UBha/γ Peg	N27-Rev/ε Psc	1	175	N13-Has	N26-UBha	N14-Chi	N27-Rev	11.77	10.42
1223844.75	-1362-09-03	-1362	4	R4-śarat	159.08	N15-Swa/α Boo	N14-Chi/α Vir	0.04	156.34	N14-Chi/α Vir	N14-Chi/α Vir	0	2	N15-Swa	N14-Chi	N14-Chi	N14-Chi	3.37	1.88
1223860.25	-1362-09-18	-1362	4	R4-śarat	174.66	N16-Vis/α1 Lib	N16-Vis/α1 Lib	1.49	353.03	N01-Ash/α Ari	N01-Ash/α Ari	1	178	N16-Vis	N01-Ash	N16-Vis	N01-Ash	2.97	8.95
1223874.75	-1362-10-03	-1362	4	R4-śarat	189.33	N17-Anu/δ Sco	N17-Anu/δ Sco	-3.11	193.20	N17-Anu/δ Sco	N17-Anu/δ Sco	0	3	N17-Anu	N17-Anu	N17-Anu	N17-Anu	5.81	2.34
1223890.25	-1362-10-18	-1362	4	R4-śarat	205.11	N18-Jye/α Sco	N18-Jye/α Sco	4.01	27.67	N04-Roh/α Tau	N04-Roh/ε Tau	1	177	N18-Jye	N04-Roh	N18-Jye	N04-Roh	5.07	9.85
1223903.75	-1362-11-01	-1362	5	R5-hemanta	218.90	N19-Mul/θ Sco	N20-PAsh/γ Sgr	-4.39	215.30	N19-Mul/ν Sco	N20-PAsh/γ Sgr	0	3	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	7.96	8.64
1223919.25	-1362-11-16	-1362	5	R5-hemanta	234.74	N21-UAsh/σ Sgr	N21-UAsh/σ Sgr	4.86	49.90	N06-Ard/γ Gem	N06-Ard/γ Gem	1	175	N21-UAsh	N06-Ard	N21-UAsh	N06-Ard	2.93	12.11
1223933.75	-1362-12-01	-1362	5	R5-hemanta	249.54	N22-Shr/α Aql	N21-UAsh/τ Sgr	-4.94	249.87	N22-Shr/α Aql	N21-UAsh/τ Sgr	0	0	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	12.94	12.47
1223949.25	-1362-12-16	-1362	5	R5-hemanta	265.29	N23-Dha/ε Αqr	N23-Dha/ε Αqr	4.49	87.24	N09-Asl/ρ Hya	N10-Mag/ε Leo	1	178	N23-Dha	N09-Asl	N23-Dha	N10-Mag	27.58	7.58
1223963.75	-1362-12-31	-1362	6	R6-śiśira	279.94	N23-Dha/β Αqr	N24-Sha/λ Aqr	-3.66	283.12	N23-Dha/α Αqr	N24-Sha/λ Aqr	0	3	N23-Dha	N23-Dha	N24-Sha	N24-Sha	13.96	11.30
1223978.25	-1361-01-14	-1361	6	R6-śiśira	294.48	N24-Sha/λ Aqr	N24-Sha/λ Aqr	3.16	110.42	N11-PPal/δ Leo	N11-PPal/θ Leo	1	175	N24-Sha	N11-PPal	N24-Sha	N11-PPal	0.63	8.32
1223992.75	-1361-01-29	-1361	6	R6-śiśira	308.90	N25-PBha/α Peg	N24-Sha/λ Aqr	-2.12	303.81	N25-PBha/α Peg	N24-Sha/λ Aqr	0	5	N25-PBha	N25-PBha	N24-Sha	N24-Sha	15.01	10.09
1224008.25	-1361-02-13	-1361	6	R6-śiśira	324.17	N26-UBha/γ Peg	N27-Rev/ε Psc	-0.17	148.92	N13-Has/δ Crv	N14-Chi/α Vir	1	175	N26-UBha	N13-Has	N27-Rev	N14-Chi	5.87	7.52
1224022.75	-1361-02-28	-1361	1	R1-vasanta	338.33	N27-Rev/ε Psc	N27-Rev/ε Psc	0.83	336.22	N27-Rev/ε Psc	N27-Rev/ε Psc	0	2	N27-Rev	N27-Rev	N27-Rev	N27-Rev	8.41	6.25
1224037.25	-1361-03-14	-1361	1	R1-vasanta	352.37	N01-Ash/α Ari	N01-Ash/γ Ari	-2.24	172.17	N16-Vis/α1 Lib	N16-Vis/α1 Lib	1	179	N01-Ash	N16-Vis	N01-Ash	N16-Vis	9.80	6.14
1224052.75	-1361-03-30	-1361	1	R1-vasanta	7.27	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	3.50	9.32	N03-Kri/* 17 Tau	N03-Kri/* 17 Tau	0	2	N02-Bha	N03-Kri	N03-Kri	N03-Kri	5.94	2.49
1224066.25	-1361-04-12	-1361	1	R1-vasanta	20.17	N04-Roh/δ Tau	N04-Roh/ε Tau	-3.87	195.36	N17-Anu/δ Sco	N17-Anu/π Sco	1	175	N04-Roh	N17-Anu	N04-Roh	N17-Anu	2.98	1.17
1224081.75	-1361-04-28	-1361	2	R2-grīṣma	34.94	N05-Mrg/γ Ori	N05-Mrg/λ Ori	4.58	30.87	N05-Mrg/γ Ori	N04-Roh/ε Tau	0	4	N05-Mrg	N05-Mrg	N05-Mrg	N04-Roh	13.87	12.65
1224096.25	-1361-05-12	-1361	2	R2-grīṣma	48.72	N06-Ard/γ Gem	N06-Ard/γ Gem	-4.98	232.04	N21-UAsh/φ Sgr	N21-UAsh/φ Sgr	1	176	N06-Ard	N21-UAsh	N06-Ard	N21-UAsh	7.65	1.55
1224111.75	-1361-05-28	-1361	2	R2-grīṣma	63.47	N07-Pun/α Gem	N07-Pun/β Gem	4.83	66.56	N07-Pun/β Gem	N07-Pun/β Gem	0	3	N07-Pun	N07-Pun	N07-Pun	N07-Pun	7.10	1.70
1224125.25	-1361-06-10	-1361	2	R2-grīṣma	76.35	N08-Pus/δ Cnc	N08-Pus/δ Cnc	-4.62	254.09	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	177	N08-Pus	N22-Shr	N08-Pus	N21-UAsh	4.67	16.67
1224140.75	-1361-06-26	-1361	3	R3-varṣā	91.21	N10-Mag/ε Leo	N10-Mag/ε Leo	3.94	89.45	N09-Asl/ζ Hya	N10-Mag/ε Leo	0	1	N10-Mag	N09-Asl	N10-Mag	N10-Mag	9.60	6.54
1224155.25	-1361-07-10	-1361	3	R3-varṣā	105.20	N10-Mag/α Leo	N10-Mag/α Leo	-2.68	287.98	N23-Dha/α Αqr	N24-Sha/λ Aqr	1	177	N10-Mag	N23-Dha	N10-Mag	N24-Sha	2.70	6.40
1224169.75	-1361-07-25	-1361	3	R3-varṣā	119.30	N11-PPal/θ Leo	N11-PPal/θ Leo	2.35	112.48	N11-PPal/δ Leo	N11-PPal/θ Leo	0	6	N11-PPal	N11-PPal	N11-PPal	N11-PPal	10.25	7.94
1224184.25	-1361-08-08	-1361	3	R3-varṣā	133.52	N12-UPal/β Leo	N12-UPal/β Leo	-0.91	308.79	N25-PBha/α Peg	N24-Sha/λ Aqr	1	175	N12-UPal	N25-PBha	N12-UPal	N24-Sha	15.43	14.91
1224199.75	-1361-08-24	-1361	3	R3-varṣā	148.86	N13-Has/δ Crv	N14-Chi/α Vir	-1.11	150.79	N13-Has/β Crv	N14-Chi/α Vir	0	1	N13-Has	N13-Has	N14-Chi	N14-Chi	7.62	5.51
1224214.25	-1361-09-07	-1361	4	R4-śarat	163.34	N15-Swa/α Boo	N14-Chi/α Vir	2.05	341.21	N01-Ash/γ Ari	N01-Ash/γ Ari	1	177	N15-Swa	N01-Ash	N14-Chi	N01-Ash	7.33	6.60
1224228.75	-1361-09-22	-1361	4	R4-śarat	177.94	N16-Vis/α1 Lib	N16-Vis/α2 Lib	-3.07	174.04	N16-Vis/α1 Lib	N16-Vis/α2 Lib	0	3	N16-Vis	N16-Vis	N16-Vis	N16-Vis	0.84	5.17
1224244.25	-1361-10-07	-1361	4	R4-śarat	193.66	N17-Anu/δ Sco	N17-Anu/δ Sco	4.28	13.92	N03-Kri/* 27 Tau	N03-Kri/* 27 Tau	1	179	N17-Anu	N03-Kri	N17-Anu	N03-Kri	2.00	1.38
1224258.75	-1361-10-22	-1361	4	R4-śarat	208.43	N18-Jye/ε Sco	N18-Jye/α Sco	-4.89	212.04	N19-Mul/ζ2 Sco	N18-Jye/ε Sco	0	3	N18-Jye	N19-Mul	N18-Jye	N18-Jye	7.51	6.95
1224274.25	-1361-11-06	-1361	5	R5-hemanta	224.27	N20-PAsh/γ Sgr	N20-PAsh/λ Sgr	4.97	47.72	N06-Ard/γ Gem	N06-Ard/γ Gem	1	176	N20-PAsh	N06-Ard	N20-PAsh	N06-Ard	4.74	12.68
1224287.75	-1361-11-20	-1361	5	R5-hemanta	238.07	N21-UAsh/τ Sgr	N21-UAsh/σ Sgr	-4.88	234.73	N21-UAsh/σ Sgr	N21-UAsh/σ Sgr	0	3	N21-UAsh	N21-UAsh	N21-UAsh	N21-UAsh	4.44	1.95
1224303.25	-1361-12-05	-1361	5	R5-hemanta	253.87	N22-Shr/α Aql	N21-UAsh/τ Sgr	4.43	69.46	N07-Pun/β Gem	N07-Pun/β Gem	1	175	N22-Shr	N07-Pun	N21-UAsh	N07-Pun	17.07	3.77
1224317.75	-1361-12-20	-1361	5	R5-hemanta	268.59	N23-Dha/β Del	N24-Sha/λ Aqr	-3.26	270.40	N23-Dha/β Del	N24-Sha/λ Aqr	0	1	N23-Dha	N23-Dha	N24-Sha	N24-Sha	25.31	23.68
1224333.25	-1360-01-04	-1360	6	R6-śiśira	284.22	N23-Dha/α Αqr	N24-Sha/λ Aqr	2.11	105.51	N10-Mag/α Leo	N10-Mag/α Leo	1	178	N23-Dha	N10-Mag	N24-Sha	N10-Mag	9.68	3.53
1224346.75	-1360-01-18	-1360	6	R6-śiśira	297.73	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-1.57	291.92	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	5	N24-Sha	N24-Sha	N24-Sha	N24-Sha	3.85	2.38
1224362.25	-1360-02-02	-1360	6	R6-śiśira	313.11	N25-PBha/β Peg	N26-UBha/γ Peg	0.07	128.23	N12-UPal/β Leo	N12-UPal/β Leo	1	175	N25-PBha	N12-UPal	N26-UBha	N12-UPal	15.15	12.99
1224376.75	-1360-02-17	-1360	6	R6-śiśira	327.37	N26-UBha/α And	N27-Rev/ε Psc	1.45	325.16	N26-UBha/γ Peg	N27-Rev/ε Psc	0	2	N26-UBha	N26-UBha	N27-Rev	N27-Rev	2.76	4.84
1224392.25	-1360-03-03	-1360	1	R1-vasanta	342.46	N01-Ash/γ Ari	N01-Ash/γ Ari	-3.22	166.49	N15-Swa/α Boo	N14-Chi/α Vir	1	175	N01-Ash	N15-Swa	N01-Ash	N14-Chi	7.68	10.32
1224406.75	-1360-03-18	-1360	1	R1-vasanta	356.47	N01-Ash/α Ari	N02-Bha/* 41 Ari	3.92	357.74	N01-Ash/α Ari	N02-Bha/* 41 Ari	0	1	N01-Ash	N01-Ash	N02-Bha	N02-Bha	11.04	6.94
1224421.25	-1360-04-01	-1360	1	R1-vasanta	10.39	N03-Kri/* 17 Tau	N03-Kri/* 23 Tau	-4.54	190.09	N17-Anu/δ Sco	N17-Anu/π Sco	1	179	N03-Kri	N17-Anu	N03-Kri	N17-Anu	3.99	5.25
1224435.75	-1360-04-16	-1360	1	R1-vasanta	24.23	N04-Roh/α Tau	N04-Roh/ε Tau	4.80	18.51	N04-Roh/γ Tau	N03-Kri/* 27 Tau	0	5	N04-Roh	N04-Roh	N04-Roh	N03-Kri	4.60	5.90
1224450.25	-1360-04-30	-1360	2	R2-grīṣma	38.04	N05-Mrg/λ Ori	N05-Mrg/λ Ori	-5.02	213.75	N19-Mul/ζ2 Sco	N18-Jye/ε Sco	1	175	N05-Mrg	N19-Mul	N05-Mrg	N18-Jye	13.97	7.86
1224465.75	-1360-05-16	-1360	2	R2-grīṣma	52.77	N06-Ard/γ Gem	N06-Ard/γ Gem	4.73	51.74	N06-Ard/γ Gem	N06-Ard/γ Gem	0	1	N06-Ard	N06-Ard	N06-Ard	N06-Ard	7.28	11.89
1224480.25	-1360-05-30	-1360	2	R2-grīṣma	66.58	N07-Pun/β Gem	N07-Pun/β Gem	-3.88	251.57	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	175	N07-Pun	N22-Shr	N07-Pun	N21-UAsh	6.52	14.17
1224495.75	-1360-06-15	-1360	2	R2-grīṣma	81.38	N08-Pus/δ Cnc	N08-Pus/δ Cnc	2.90	86.18	N09-Asl/ε Hya	N08-Pus/δ Cnc	0	4	N08-Pus	N09-Asl	N08-Pus	N08-Pus	0.37	5.96
1224509.25	-1360-06-28	-1360	3	R3-varṣā	94.34	N10-Mag/ε Leo	N10-Mag/η Leo	-2.31	274.02	N23-Dha/γ2 Del	N24-Sha/λ Aqr	1	179	N10-Mag	N23-Dha	N10-Mag	N24-Sha	7.46	19.98
1224524.75	-1360-07-14	-1360	3	R3-varṣā	109.33	N11-PPal/δ Leo	N10-Mag/α Leo	1.09	108.37	N10-Mag/α Leo	N10-Mag/α Leo	0	0	N11-PPal	N10-Mag	N10-Mag	N10-Mag	6.82	5.92
1224539.25	-1360-07-28	-1360	3	R3-varṣā	123.46	N12-UPal/* 93 Leo	N11-PPal/θ Leo	0.77	308.77	N25-PBha/α Peg	N24-Sha/λ Aqr	1	174	N12-UPal	N25-PBha	N11-PPal	N24-Sha	12.32	14.90
1224553.75	-1360-08-12	-1360	3	R3-varṣā	137.72	N13-Has/γ Crv	N13-Has/δ Crv	-0.95	130.77	N12-UPal/β Leo	N12-UPal/β Leo	0	6	N13-Has	N12-UPal	N13-Has	N12-UPal	14.52	14.86
1224568.25	-1360-08-26	-1360	4	R4-śarat	152.10	N13-Has/β Crv	N14-Chi/α Vir	2.58	329.89	N27-Rev/ε Psc	N27-Rev/ε Psc	1	177	N13-Has	N27-Rev	N14-Chi	N27-Rev	4.54	1.67
1224583.75	-1360-09-11	-1360	4	R4-śarat	167.62	N15-Swa/α Boo	N16-Vis/α1 Lib	-3.88	168.39	N16-Vis/α1 Lib	N16-Vis/α1 Lib	0	0	N15-Swa	N16-Vis	N16-Vis	N16-Vis	9.93	10.24
1224598.25	-1360-09-25	-1360	4	R4-śarat	182.25	N16-Vis/α2 Lib	N16-Vis/α2 Lib	4.58	2.80	N02-Bha/* 39 Ari	N02-Bha/* 41 Ari	1	179	N16-Vis	N02-Bha	N16-Vis	N02-Bha	4.77	6.07
1224612.75	-1360-10-10	-1360	4	R4-śarat	196.97	N17-Anu/ω1 Sco	N17-Anu/ω1 Sco	-4.87	191.68	N17-Anu/δ Sco	N17-Anu/π Sco	0	5	N17-Anu	N17-Anu	N17-Anu	N17-Anu	1.15	3.64
1224628.25	-1360-10-25	-1360	5	R5-hemanta	212.78	N19-Mul/ζ2 Sco	N18-Jye/α Sco	4.92	35.45	N05-Mrg/γ Ori	N04-Roh/ε Tau	1	177	N19-Mul	N05-Mrg	N18-Jye	N04-Roh	11.39	16.72
1224642.75	-1360-11-09	-1360	5	R5-hemanta	227.60	N20-PAsh/δ Sgr	N20-PAsh/λ Sgr	-4.50	230.27	N20-PAsh/λ Sgr	N21-UAsh/φ Sgr	0	2	N20-PAsh	N20-PAsh	N20-PAsh	N21-UAsh	1.88	2.42
1224658.25	-1360-11-24	-1360	5	R5-hemanta	243.43	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	3.49	68.46	N07-Pun/β Gem	N07-Pun/β Gem	1	174	N21-UAsh	N07-Pun	N21-UAsh	N07-Pun	7.50	3.71
1224671.75	-1360-12-08	-1360	5	R5-hemanta	257.18	N22-Shr/β Aql	N21-UAsh/τ Sgr	-3.16	253.30	N22-Shr/α Aql	N21-UAsh/τ Sgr	0	3	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	20.28	15.95
1224687.25	-1360-12-23	-1360	6	R6-śiśira	272.90	N23-Dha/γ2 Del	N24-Sha/λ Aqr	1.87	89.64	N09-Asl/ζ Hya	N10-Mag/ε Leo	1	176	N23-Dha	N09-Asl	N24-Sha	N10-Mag	21.00	8.28
1224701.75	-1359-01-07	-1359	6	R6-śiśira	287.49	N23-Dha/α Αqr	N24-Sha/λ Aqr	-0.04	289.99	N23-Dha/α Αqr	N24-Sha/λ Aqr	0	2	N23-Dha	N23-Dha	N24-Sha	N24-Sha	6.41	3.91
1224717.25	-1359-01-22	-1359	6	R6-śiśira	302.97	N25-PBha/α Peg	N24-Sha/λ Aqr	-1.25	124.36	N12-UPal/β Leo	N12-UPal/β Leo	1	178	N25-PBha	N12-UPal	N24-Sha	N12-UPal	9.07	13.73
1224730.75	-1359-02-05	-1359	6	R6-śiśira	316.33	N25-PBha/β Peg	N26-UBha/γ Peg	1.91	312.01	N25-PBha/β Peg	N26-UBha/γ Peg	0	4	N25-PBha	N25-PBha	N26-UBha	N26-UBha	13.63	14.31
1224746.25	-1359-02-20	-1359	1	R1-vasanta	331.53	N27-Rev/ε Psc	N27-Rev/ε Psc	-3.07	146.66	N13-Has/δ Crv	N13-Has/δ Crv	1	175	N27-Rev	N13-Has	N27-Rev	N13-Has	1.80	8.84
1224760.75	-1359-03-07	-1359	1	R1-vasanta	345.62	N01-Ash/γ Ari	N01-Ash/γ Ari	4.25	346.33	N01-Ash/γ Ari	N01-Ash/γ Ari	0	0	N01-Ash	N01-Ash	N01-Ash	N01-Ash	7.04	2.90
1224776.25	-1359-03-22	-1359	1	R1-vasanta	0.57	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	-4.90	184.34	N16-Vis/α2 Lib	N16-Vis/α2 Lib	1	176	N02-Bha	N16-Vis	N02-Bha	N16-Vis	10.25	8.83
1224789.75	-1359-04-05	-1359	1	R1-vasanta	13.50	N03-Kri/η Tau	N03-Kri/* 27 Tau	4.94	7.52	N03-Kri/* 17 Tau	N03-Kri/* 17 Tau	0	5	N03-Kri	N03-Kri	N03-Kri	N03-Kri	3.66	4.40
1224805.25	-1359-04-20	-1359	1	R1-vasanta	28.29	N04-Roh/α Tau	N04-Roh/ε Tau	-4.91	207.98	N18-Jye/ε Sco	N18-Jye/α Sco	1	179	N04-Roh	N18-Jye	N04-Roh	N18-Jye	8.15	5.87
1224819.75	-1359-05-05	-1359	2	R2-grīṣma	42.08	N05-Mrg/α Ori	N06-Ard/γ Gem	4.53	40.35	N05-Mrg/α Ori	N06-Ard/γ Gem	0	1	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	11.76	16.09
1224834.25	-1359-05-19	-1359	2	R2-grīṣma	55.87	N06-Ard/γ Gem	N06-Ard/γ Gem	-4.00	231.71	N20-PAsh/λ Sgr	N21-UAsh/φ Sgr	1	175	N06-Ard	N20-PAsh	N06-Ard	N21-UAsh	8.41	0.92
1224849.75	-1359-06-04	-1359	2	R2-grīṣma	70.64	N07-Pun/β Gem	N07-Pun/β Gem	2.50	73.02	N07-Pun/β Gem	N07-Pun/β Gem	0	2	N07-Pun	N07-Pun	N07-Pun	N07-Pun	7.82	7.80
1224864.25	-1359-06-18	-1359	2	R2-grīṣma	84.50	N09-Asl/σ Hya	N08-Pus/δ Cnc	-1.06	270.15	N23-Dha/β Del	N24-Sha/λ Aqr	1	174	N09-Asl	N23-Dha	N08-Pus	N24-Sha	3.49	23.76
1224878.75	-1359-07-03	-1359	3	R3-varṣā	98.45	N10-Mag/ζ Leo	N10-Mag/α Leo	0.69	93.95	N10-Mag/ε Leo	N10-Mag/η Leo	0	4	N10-Mag	N10-Mag	N10-Mag	N10-Mag	4.07	7.39
1224893.25	-1359-07-17	-1359	3	R3-varṣā	112.49	N11-PPal/δ Leo	N10-Mag/α Leo	1.03	292.99	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	N10-Mag	N24-Sha	9.98	1.56
1224908.75	-1359-08-02	-1359	3	R3-varṣā	127.63	N12-UPal/β Leo	N12-UPal/β Leo	-2.32	127.94	N12-UPal/β Leo	N12-UPal/β Leo	0	0	N12-UPal	N12-UPal	N12-UPal	N12-UPal	12.90	15.22
1224922.25	-1359-08-15	-1359	3	R3-varṣā	140.94	N13-Has/γ Crv	N13-Has/δ Crv	2.90	315.49	N25-PBha/β Peg	N26-UBha/γ Peg	1	174	N13-Has	N25-PBha	N13-Has	N26-UBha	12.96	11.43
1224937.75	-1359-08-31	-1359	4	R4-śarat	156.35	N14-Chi/α Vir	N14-Chi/α Vir	-3.85	149.86	N13-Has/β Crv	N14-Chi/α Vir	0	6	N14-Chi	N13-Has	N14-Chi	N14-Chi	1.84	6.69
1224952.25	-1359-09-14	-1359	4	R4-śarat	170.90	N16-Vis/α1 Lib	N16-Vis/α1 Lib	4.75	350.66	N01-Ash/α Ari	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	N16-Vis	N01-Ash	6.67	5.19
1224967.75	-1359-09-30	-1359	4	R4-śarat	186.57	N16-Vis/α2 Lib	N17-Anu/δ Sco	-5.00	186.57	N16-Vis/α2 Lib	N17-Anu/π Sco	0	0	N16-Vis	N16-Vis	N17-Anu	N17-Anu	8.51	8.73
1224982.25	-1359-10-14	-1359	4	R4-śarat	201.31	N18-Jye/σ Sco	N18-Jye/σ Sco	4.75	24.38	N04-Roh/α Tau	N04-Roh/ε Tau	1	176	N18-Jye	N04-Roh	N18-Jye	N04-Roh	3.77	8.53
1224996.75	-1359-10-29	-1359	5	R5-hemanta	216.11	N19-Mul/ν Sco	N20-PAsh/γ Sgr	-4.61	209.56	N18-Jye/ε Sco	N18-Jye/ε Sco	0	6	N19-Mul	N18-Jye	N20-PAsh	N18-Jye	9.91	6.32
1225012.25	-1359-11-13	-1359	5	R5-hemanta	231.95	N21-UAsh/φ Sgr	N20-PAsh/λ Sgr	3.04	57.11	N06-Ard/γ Gem	N07-Pun/α Gem	1	174	N21-UAsh	N06-Ard	N20-PAsh	N07-Pun	3.50	8.84
1225026.75	-1359-11-28	-1359	5	R5-hemanta	246.75	N22-Shr/α Aql	N21-UAsh/τ Sgr	-2.19	247.92	N22-Shr/α Aql	N21-UAsh/τ Sgr	0	1	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	10.37	10.77
1225041.25	-1359-12-12	-1359	5	R5-hemanta	261.51	N23-Dha/ε Αqr	N21-UAsh/τ Sgr	1.33	77.68	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1	176	N23-Dha	N08-Pus	N21-UAsh	N08-Pus	24.52	3.63
1225055.75	-1359-12-27	-1359	6	R6-śiśira	276.18	N23-Dha/β Αqr	N24-Sha/λ Aqr	-0.08	271.08	N23-Dha/α Del	N24-Sha/λ Aqr	0	5	N23-Dha	N23-Dha	N24-Sha	N24-Sha	17.71	22.82
1225071.25	-1358-01-11	-1358	6	R6-śiśira	291.76	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-1.65	110.32	N11-PPal/δ Leo	N10-Mag/α Leo	1	178	N24-Sha	N11-PPal	N24-Sha	N10-Mag	2.15	8.04
1225085.75	-1358-01-26	-1358	6	R6-śiśira	306.20	N25-PBha/α Peg	N24-Sha/λ Aqr	3.15	308.83	N25-PBha/α Peg	N24-Sha/λ Aqr	0	2	N25-PBha	N25-PBha	N24-Sha	N24-Sha	12.31	15.30
1225101.25	-1358-02-10	-1358	6	R6-śiśira	321.50	N26-UBha/γ Peg	N27-Rev/ε Psc	-4.08	144.11	N13-Has/γ Crv	N13-Has/δ Crv	1	177	N26-UBha	N13-Has	N27-Rev	N13-Has	8.52	8.07
1225114.75	-1358-02-24	-1358	1	R1-vasanta	334.70	N27-Rev/ε Psc	N27-Rev/ε Psc	4.43	331.53	N27-Rev/ε Psc	N27-Rev/ε Psc	0	3	N27-Rev	N27-Rev	N27-Rev	N27-Rev	4.82	3.84
1225130.25	-1358-03-11	-1358	1	R1-vasanta	349.74	N01-Ash/α Ari	N01-Ash/γ Ari	-4.87	166.06	N15-Swa/α Boo	N14-Chi/α Vir	1	176	N01-Ash	N15-Swa	N01-Ash	N14-Chi	8.19	10.24
1225144.75	-1358-03-26	-1358	1	R1-vasanta	3.70	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	4.91	7.18	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	0	3	N02-Bha	N02-Bha	N03-Kri	N03-Kri	8.96	4.72
1225160.25	-1358-04-10	-1358	1	R1-vasanta	18.53	N04-Roh/γ Tau	N04-Roh/ε Tau	-4.49	202.72	N18-Jye/α Sco	N18-Jye/α Sco	1	175	N04-Roh	N18-Jye	N04-Roh	N18-Jye	3.65	0.68
1225173.75	-1358-04-24	-1358	2	R2-grīṣma	31.39	N05-Mrg/γ Ori	N04-Roh/α Tau	4.22	28.79	N04-Roh/α Tau	N04-Roh/ε Tau	0	2	N05-Mrg	N04-Roh	N04-Roh	N04-Roh	10.90	10.81
1225189.25	-1358-05-09	-1358	2	R2-grīṣma	46.13	N05-Mrg/α Ori	N06-Ard/γ Gem	-3.19	225.99	N20-PAsh/γ Sgr	N20-PAsh/δ Sgr	1	179	N05-Mrg	N20-PAsh	N06-Ard	N20-PAsh	8.90	2.93
1225203.75	-1358-05-24	-1358	2	R2-grīṣma	59.92	N07-Pun/α Gem	N07-Pun/β Gem	1.94	61.98	N07-Pun/α Gem	N07-Pun/β Gem	0	2	N07-Pun	N07-Pun	N07-Pun	N07-Pun	9.11	6.29
1225218.25	-1358-06-07	-1358	2	R2-grīṣma	73.75	N07-Pun/β Gem	N08-Pus/δ Cnc	-1.30	249.39	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	175	N07-Pun	N22-Shr	N08-Pus	N21-UAsh	7.27	12.41
1225232.75	-1358-06-22	-1358	2	R2-grīṣma	87.63	N09-Asl/ζ Hya	N08-Pus/δ Cnc	0.07	82.64	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	4	N09-Asl	N08-Pus	N08-Pus	N08-Pus	6.61	1.63
