padam,kaanda,varga,shloka,paada,cnt,linga
गलित,3,1,104,1,7,वि
लब्ध,3,1,104,2,1,वि
प्राप्त,3,1,104,2,2,वि
विन्न,3,1,104,2,3,वि
भावित,3,1,104,2,4,वि
आसादित,3,1,104,2,5,वि
भूत,3,1,104,2,6,वि
अन्वेषित,3,1,105,1,1,वि
गवेषित,3,1,105,1,2,वि
अन्विष्ट,3,1,105,1,3,वि
मार्गित,3,1,105,1,4,वि
मृगित,3,1,105,1,5,वि
आर्द्र,3,1,105,2,1,वि
सार्द्र,3,1,105,2,2,वि
क्लिन्न,3,1,105,2,3,वि
तिमित,3,1,105,2,4,वि
स्तिमित,3,1,105,2,5,वि
समुन्न,3,1,105,2,6,वि
उत्त,3,1,105,2,7,वि
त्रात,3,1,106,1,1,वि
त्राण,3,1,106,1,2,वि
रक्षित,3,1,106,1,3,वि
अवित,3,1,106,1,4,वि
गोपायित,3,1,106,1,5,वि
गुप्त,3,1,106,1,6,वि
अवगणित,3,1,106,2,1,वि
अवमत,3,1,106,2,2,वि
अवज्ञात,3,1,106,2,3,वि
अवमानित,3,1,106,2,4,वि
परिभूत,3,1,106,2,5,वि
त्यक्त,3,1,107,1,1,वि
हीन,3,1,107,1,2,वि
विधुत,3,1,107,1,3,वि
समुज्झित,3,1,107,1,4,वि
धूत,3,1,107,1,5,वि
उत्सृष्ट,3,1,107,1,6,वि
उक्त,3,1,107,2,1,वि
भाषित,3,1,107,2,2,वि
उदित,3,1,107,2,3,वि
जल्पित,3,1,107,2,4,वि
आख्यात,3,1,107,2,5,वि
अभिहित,3,1,107,2,6,वि
लपित,3,1,107,2,7,वि
बुद्ध,3,1,108,1,1,वि
बुधित,3,1,108,1,2,वि
मनित,3,1,108,1,3,वि
विदित,3,1,108,1,4,वि
प्रतिपन्न,3,1,108,1,5,वि
अवसित,3,1,108,1,6,वि
अवगत,3,1,108,1,7,वि
ऊरीकृत,3,1,108,2,1,वि
उररीकृत,3,1,108,2,2,वि
अङ्गीकृत,3,1,108,2,3,वि
आश्रुत,3,1,108,2,4,वि
प्रतिज्ञात,3,1,108,2,5,वि
सङ्गीर्ण,3,1,109,1,1,वि
विदित,3,1,109,1,2,वि
संश्रुत,3,1,109,1,3,वि
समाहित,3,1,109,1,4,वि
उपश्रुत,3,1,109,1,5,वि
उपगत,3,1,109,1,6,वि
ईलित,3,1,109,2,1,वि
शस्त,3,1,109,2,2,वि
पणायित,3,1,109,2,3,वि
पनायित,3,1,109,2,4,वि
प्रणुत,3,1,109,2,5,वि
पणित,3,1,109,2,6,वि
पनित,3,1,109,2,7,वि
गीर्ण,3,1,110,1,1,वि
वर्णित,3,1,110,1,2,वि
अभिष्टुत,3,1,110,1,3,वि
ईडित,3,1,110,1,4,वि
स्तुत,3,1,110,1,5,वि
भक्षित,3,1,110,2,1,वि
चर्वित,3,1,110,2,2,वि
लिप्त,3,1,110,2,3,वि
प्रत्यवसित,3,1,110,2,4,वि
गिलित,3,1,110,2,5,वि
खादित,3,1,110,2,6,वि
प्सात,3,1,110,2,7,वि
अभ्यवहृत,3,1,111,1,1,वि
अन्न,3,1,111,1,2,वि
जग्ध,3,1,111,1,3,वि
ग्रस्त,3,1,111,1,4,वि
ग्लस्त,3,1,111,1,5,वि
अशित,3,1,111,1,6,वि
भुक्त,3,1,111,1,7,वि
क्षेपिष्ठ,3,1,111,2,1,वि
क्षोदिष्ठ,3,1,111,2,2,वि
प्रेष्ठ,3,1,111,2,3,वि
वरिष्ठ,3,1,111,2,4,वि
स्थविष्ठ,3,1,111,2,5,वि
बंहिष्ठ,3,1,111,2,6,वि
साधिष्ठ,3,1,112,2,1,वि
द्राघिष्ठ,3,1,112,2,2,वि
स्फेष्ठ,3,1,112,2,3,वि
गरिष्ठ,3,1,112,2,4,वि
ह्रसिष्ठ,3,1,112,2,5,वि
वृन्दिष्ठ,3,1,112,2,6,वि
कर्मन्,3,2,1,2,1,नपुं
क्रिया,3,2,1,2,2,स्त्री
अपरस्पर,3,2,1,2,3,वि
पारायण,3,2,2,1,1,वि
तुरायण,3,2,2,1,2,वि
यदृच्छा,3,2,2,2,1,स्त्री
स्वैरिता,3,2,2,2,2,स्त्री
विलक्षण,3,2,2,2,3,नपुं
शमथ,3,2,3,1,1,पुं
शम,3,2,3,1,2,पुं
शान्ति,3,2,3,1,3,स्त्री
दान्ति,3,2,3,1,4,स्त्री
दमथ,3,2,3,1,5,पुं
दम,3,2,3,1,6,पुं
अवदान,3,2,3,2,1,नपुं
कर्मवृत्त,3,2,3,2,2,नपुं
काम्यदान,3,2,3,2,3,नपुं
प्रवारण,3,2,3,2,4,नपुं
वशक्रिया,3,2,4,1,1,स्त्री
संवनन,3,2,4,1,2,नपुं
मूलकर्मन्,3,2,4,1,3,नपुं
कार्मण,3,2,4,1,4,नपुं
विधूनन,3,2,4,2,1,नपुं
विधुवन,3,2,4,2,2,नपुं
तर्पण,3,2,4,2,3,नपुं
प्रीणन,3,2,4,2,4,नपुं
अवन,3,2,4,2,5,नपुं
पर्याप्ति,3,2,5,1,1,स्त्री
परित्राण,3,2,5,1,2,नपुं
हस्तधारण,3,2,5,1,3,नपुं
सेवन,3,2,5,2,1,नपुं
सीवन,3,2,5,2,2,नपुं
स्यूति,3,2,5,2,3,स्त्री
विदर,3,2,5,2,4,पुं
स्फुटन,3,2,5,2,5,नपुं
भिद्,3,2,5,2,6,स्त्री
आक्रोशन,3,2,6,1,1,नपुं
अभीषङ्ग,3,2,6,1,2,पुं
संवेद,3,2,6,1,3,पुं
वेदना,3,2,6,1,4,स्त्री-नपुं
सम्मूर्च्छन,3,2,6,2,1,नपुं
अभिव्याप्ति,3,2,6,2,2,स्त्री
याञ्चा,3,2,6,2,3,स्त्री
भिक्षा,3,2,6,2,4,स्त्री
अर्थना,3,2,6,2,5,स्त्री
अर्दना,3,2,6,2,6,स्त्री
वर्धन,3,2,7,1,1,नपुं
छेदन,3,2,7,1,2,नपुं
आनन्दन,3,2,7,1,3,नपुं
सभाजन,3,2,7,1,4,नपुं
आप्रच्छन्न,3,2,7,2,1,नपुं
आम्नाय,3,2,7,2,2,पुं
सम्प्रदाय,3,2,7,2,3,पुं
क्षय,3,2,7,2,4,पुं
क्षिया,3,2,7,2,5,स्त्री
ग्रह,3,2,8,1,1,पुं
ग्राह,3,2,8,1,2,पुं
वश,3,2,8,1,3,पुं
कान्त,3,2,8,1,4,वि
रक्ष्ण,3,2,8,1,5,पुं
त्राण,3,2,8,1,6,नपुं
रण,3,2,8,1,7,पुं
क्वण,3,2,8,1,8,पुं
व्यध,3,2,8,2,1,पुं
वेध,3,2,8,2,2,पुं
पचा,3,2,8,2,3,स्त्री
पाक,3,2,8,2,4,पुं
हव,3,2,8,2,5,पुं
हूति,3,2,8,2,6,स्त्री
वर,3,2,8,2,7,पुं
वृत्ति,3,2,8,2,8,स्त्री
ओष,3,2,9,1,1,पुं
प्लोष,3,2,9,1,2,पुं
नय,3,2,9,1,3,पुं
नाय,3,2,9,1,4,पुं
ज्यानि,3,2,9,1,5,स्त्री
जीर्ण,3,2,9,1,6,पुं
भ्रम,3,2,9,1,7,पुं
भ्रमि,3,2,9,1,8,स्त्री
स्फाति,3,2,9,2,1,स्त्री
वृद्धि,3,2,9,2,2,स्त्री
प्रथा,3,2,9,2,3,स्त्री
ख्याति,3,2,9,2,4,स्त्री
स्पृष्टि,3,2,9,2,5,स्त्री
पृक्ति,3,2,9,2,6,स्त्री
स्नव,3,2,9,2,7,पुं
स्रव,3,2,9,2,8,पुं
विधा,3,2,10,1,1,स्त्री
समृद्धि,3,2,10,1,2,स्त्री
स्फुरण,3,2,10,1,3,नपुं
स्फुरणा,3,2,10,1,4,स्त्री
प्रमिति,3,2,10,1,5,स्त्री
प्रमा,3,2,10,1,6,स्त्री
प्रसूति,3,2,10,2,1,स्त्री
प्रसव,3,2,10,2,2,पुं
श्च्योत,3,2,10,2,3,पुं
प्राधार,3,2,10,2,4,पुं
क्लमथ,3,2,10,2,5,पुं
क्लम,3,2,10,2,6,पुं
उत्कर्ष,3,2,11,1,1,पुं
अतिशय,3,2,11,1,2,पुं
सन्धि,3,2,11,1,3,पुं
श्लेष,3,2,11,1,4,पुं
विषय,3,2,11,1,5,पुं
आश्रय,3,2,11,1,6,पुं
क्षिपा,3,2,11,2,1,स्त्री
क्षेपण,3,2,11,2,2,नपुं
गीर्णि,3,2,11,2,3,स्त्री
गिरि,3,2,11,2,4,स्त्री
गुरण,3,2,11,2,5,नपुं
उद्यम,3,2,11,2,6,पुं
उन्नाय,3,2,12,1,1,पुं
उन्नय,3,2,12,1,2,पुं
श्राय,3,2,12,1,3,पुं
श्रयण,3,2,12,1,4,नपुं
जयन,3,2,12,1,5,नपुं
जय,3,2,12,1,6,पुं
निगाद,3,2,12,2,1,पुं
निगद,3,2,12,2,2,पुं
माद,3,2,12,2,3,पुं
मद,3,2,12,2,4,पुं
उद्वेग,3,2,12,2,5,पुं
उद्भ्रम,3,2,12,2,6,पुं
विमर्दन,3,2,13,1,1,नपुं
परिमल,3,2,13,1,2,पुं
अभ्युपपत्ति,3,2,13,1,3,स्त्री
अनुग्रह,3,2,13,1,4,पुं
निग्रह,3,2,13,2,1,पुं
निरोध,3,2,13,2,2,पुं
अभियोग,3,2,13,2,3,पुं
अभिग्रह,3,2,13,2,4,पुं
मुष्टिबन्ध,3,2,14,1,1,पुं
सङ्ग्राह,3,2,14,1,2,पुं
डिम्ब,3,2,14,1,3,पुं
डमर,3,2,14,1,4,पुं
विप्लव,3,2,14,1,5,पुं
बन्धन,3,2,14,2,1,नपुं
प्रसिति,3,2,14,2,2,स्त्री
चार,3,2,14,2,3,पुं
स्पर्श,3,2,14,2,4,पुं
स्प्रष्टृ,3,2,14,2,5,पुं
उपतप्तृ,3,2,14,2,6,पुं
निकार,3,2,15,1,1,पुं
विप्रकार,3,2,15,1,2,पुं
आकार,3,2,15,1,3,पुं
इङ्ग,3,2,15,1,4,वि
इङ्गित,3,2,15,1,5,नपुं
परिणाम,3,2,15,2,1,पुं
विकार,3,2,15,2,2,पुं
विकृति,3,2,15,2,3,स्त्री
विक्रिया,3,2,15,2,4,स्त्री
अपहार,3,2,16,1,1,पुं
अपचय,3,2,16,1,2,पुं
समाहार,3,2,16,1,3,पुं
समुच्चय,3,2,16,1,4,पुं
प्रत्याहार,3,2,16,2,1,पुं
उपादान,3,2,16,2,2,नपुं
विहार,3,2,16,2,3,पुं
परिक्रम,3,2,16,2,4,पुं
अभिहार,3,2,17,1,1,पुं
अभिग्रहण,3,2,17,1,2,नपुं
निहार,3,2,17,1,3,पुं
अभ्यवकर्षण,3,2,17,1,4,नपुं
अनुहार,3,2,17,2,1,पुं
अनुकार,3,2,17,2,2,पुं
व्यय,3,2,17,2,3,पुं
प्रवाह,3,2,18,1,1,पुं
प्रवृत्ति,3,2,18,1,2,स्त्री
प्रवह,3,2,18,1,3,पुं
वियाम,3,2,18,2,1,पुं
वियम,3,2,18,2,2,पुं
याम,3,2,18,2,3,पुं
यम,3,2,18,2,4,पुं
संयाम,3,2,18,2,5,पुं
संयम,3,2,18,2,6,पुं
हिंसाकर्मन्,3,2,19,1,1,नपुं
आभिचार,3,2,19,1,2,पुं
जागर्या,3,2,19,1,3,स्त्री
जागरा,3,2,19,1,4,स्त्री-पुं
विघ्न,3,2,19,2,1,पुं
अन्तराय,3,2,19,2,2,पुं
प्रत्यूह,3,2,19,2,3,पुं
उपघ्न,3,2,19,2,4,पुं
अन्तिकाश्रय,3,2,19,2,5,पुं
निर्वेश,3,2,20,1,1,पुं
उपभोग,3,2,20,1,2,पुं
परिसर्प,3,2,20,1,3,पुं
परिक्रिया,3,2,20,1,4,स्त्री
विधुर,3,2,20,2,1,नपुं
प्रविश्लेष,3,2,20,2,2,पुं
अभिप्राय,3,2,20,2,3,पुं
छन्द,3,2,20,2,4,पुं
आशय,3,2,20,2,5,पुं
सङ्क्षेपण,3,2,21,1,1,नपुं
समसन,3,2,21,1,2,नपुं
पर्यवस्था,3,2,21,1,3,स्त्री
विरोधन,3,2,21,1,4,नपुं
परिसर्या,3,2,21,2,1,स्त्री
परीसार,3,2,21,2,2,पुं
आस्या,3,2,21,2,3,स्त्री
आसना,3,2,21,2,4,स्त्री
स्थिति,3,2,21,2,5,स्त्री
विस्तार,3,2,22,1,1,पुं
विग्रह,3,2,22,1,2,पुं
व्यास,3,2,22,1,3,पुं
विस्तर,3,2,22,1,4,पुं
संवाहन,3,2,22,2,1,नपुं
मर्दन,3,2,22,2,2,नपुं
विनाश,3,2,22,2,3,पुं
अदर्शन,3,2,22,2,4,नपुं
संस्तव,3,2,23,1,1,पुं
परिचय,3,2,23,1,2,पुं
प्रसर,3,2,23,1,3,पुं
विसर्पण,3,2,23,1,4,नपुं
नीवाक,3,2,23,2,1,पुं
प्रयाम,3,2,23,2,2,पुं
सन्निधि,3,2,23,2,3,पुं
सन्निकर्षण,3,2,23,2,4,नपुं
लव,3,2,24,1,1,पुं
अभिलाव,3,2,24,1,2,पुं
लवन,3,2,24,1,3,नपुं
निष्पाव,3,2,24,1,4,पुं
पवन,3,2,24,1,5,नपुं
पव,3,2,24,1,6,पुं
प्रस्ताव,3,2,24,2,1,पुं
अवसर,3,2,24,2,2,पुं
त्रसर,3,2,24,2,3,पुं
सूत्रवेष्टन,3,2,24,2,4,नपुं
प्रजन,3,2,25,1,1,पुं
उपसर,3,2,25,1,2,पुं
प्रश्रय,3,2,25,1,3,पुं
प्रणय,3,2,25,1,4,पुं
धीशक्ति,3,2,25,2,1,स्त्री
निष्क्रम,3,2,25,2,2,पुं
सङ्क्रम,3,2,25,2,3,पुं-नपुं
दुर्गसञ्चर,3,2,25,2,4,पुं
प्रत्युत्क्रम,3,2,26,1,1,पुं
प्रयोगार्थ,3,2,26,1,2,पुं
प्रक्रम,3,2,26,1,3,पुं
उपक्रम,3,2,26,1,4,पुं
अभ्यादान,3,2,26,2,1,नपुं
उद्धात,3,2,26,2,2,पुं
आरम्भ,3,2,26,2,3,पुं
सम्भ्रम,3,2,26,2,4,पुं
त्वरा,3,2,26,2,5,स्त्री-पुं
प्रतिबन्ध,3,2,27,1,1,पुं
प्रविष्टम्भ,3,2,27,1,2,पुं
अवनाय,3,2,27,1,3,पुं
निपातन,3,2,27,1,4,नपुं
उपलम्भ,3,2,27,2,1,पुं
अनुभव,3,2,27,2,2,पुं
समालम्भ,3,2,27,2,3,पुं
विलेपन,3,2,27,2,4,नपुं
विप्रलम्भ,3,2,28,1,1,पुं
विप्रयोग,3,2,28,1,2,पुं
विलम्भ,3,2,28,1,3,पुं
अतिसर्जन,3,2,28,1,4,नपुं
विश्राव,3,2,28,2,1,पुं
प्रतिख्याति,3,2,28,2,2,स्त्री
अवेक्षा,3,2,28,2,3,स्त्री
प्रतिजागर,3,2,28,2,4,पुं
निपाठ,3,2,29,1,1,पुं
निपठ,3,2,29,1,2,पुं
पाठ,3,2,29,1,3,पुं
तेम,3,2,29,1,4,पुं
स्तेम,3,2,29,1,5,पुं
समुन्दन,3,2,29,1,6,नपुं
आदीनव,3,2,29,2,1,पुं
आस्रव,3,2,29,2,2,पुं
क्लेश,3,2,29,2,3,पुं
मेलक,3,2,29,2,4,पुं
सङ्ग,3,2,29,2,5,पुं
सङ्गम,3,2,29,2,6,पुं
संवीक्षन,3,2,30,1,1,नपुं
विचयन,3,2,30,1,2,नपुं
मार्गण,3,2,30,1,3,नपुं
मृगणा,3,2,30,1,4,स्त्री
मृग,3,2,30,1,5,पुं
परिरम्भ,3,2,30,2,1,पुं
परिष्वङ्ग,3,2,30,2,2,पुं
संश्लेष,3,2,30,2,3,पुं
उपगूहन,3,2,30,2,4,नपुं
निर्वर्णन,3,2,31,1,1,नपुं
निध्यान,3,2,31,1,2,नपुं
दर्शन,3,2,31,1,3,नपुं
आलोकन,3,2,31,1,4,नपुं
ईक्षण,3,2,31,1,5,नपुं
प्रत्याख्यान,3,2,31,2,1,नपुं
निरसन,3,2,31,2,2,नपुं
प्रत्यादेश,3,2,31,2,3,पुं
निराकृति,3,2,31,2,4,पुं
उपशाय,3,2,32,1,1,पुं
विशाय,3,2,32,1,2,पुं
अर्तन,3,2,32,2,1,नपुं
ऋतीया,3,2,32,2,2,स्त्री
हृणीया,3,2,32,2,3,स्त्री
घृणा,3,2,32,2,4,स्त्री
व्यत्यास,3,2,33,1,1,पुं
विपर्यास,3,2,33,1,2,पुं
व्यत्यय,3,2,33,1,3,पुं
विपर्यय,3,2,33,1,4,पुं
पर्यय,3,2,33,2,1,पुं
अतिक्रम,3,2,33,2,2,पुं
अतिपात,3,2,33,2,3,पुं
उपात्यय,3,2,33,2,4,पुं
प्रतिशासन,3,2,34,1,1,नपुं
संस्ताव,3,2,34,2,1,पुं
उद्घन,3,2,35,1,1,पुं
स्तम्बघ्न,3,2,35,2,1,पुं
स्तम्बघन,3,2,35,2,2,पुं
आविध,3,2,36,1,1,पुं
निघ,3,2,36,1,2,पुं
उत्कार,3,2,36,2,1,पुं
निकार,3,2,36,2,2,पुं
निगार,3,2,37,1,1,पुं
उद्गार,3,2,37,1,2,पुं
विक्षाव,3,2,37,1,3,पुं
उद्ग्राह,3,2,37,1,4,पुं
आरति,3,2,37,2,1,स्त्री
अवरति,3,2,37,2,2,स्त्री
विरति,3,2,37,2,3,स्त्री
उपराम,3,2,37,2,4,पुं
निष्ठेव,3,2,37,2,5,स्त्री-पुं
निष्ठ्यूति,3,2,38,1,1,स्त्री
निष्ठेवन,3,2,38,1,2,नपुं
निष्ठीवन,3,2,38,1,3,नपुं
जवन,3,2,38,2,1,नपुं
जूति,3,2,38,2,2,स्त्री
साति,3,2,38,2,3,स्त्री
अवसान,3,2,38,2,4,नपुं
ज्वर,3,2,38,2,5,पुं
जूर्ति,3,2,38,2,6,स्त्री
उदज,3,2,39,1,1,पुं
पशुप्रेरण,3,2,39,1,2,नपुं
अकरणि,3,2,39,1,3,स्त्री
औपगवक,3,2,39,2,1,नपुं
आपूपिक,3,2,40,1,1,नपुं
शाष्कुलिक,3,2,40,1,2,नपुं
माणव्य,3,2,40,2,1,नपुं
सहायता,3,2,40,2,2,स्त्री
हल्या,3,2,41,1,1,स्त्री
ब्राह्मण्य,3,2,41,1,2,नपुं
वाडव्य,3,2,41,1,3,नपुं
पार्श्व,3,2,41,2,1,नपुं
पृष्ठ्य,3,2,41,2,2,नपुं
खलिनी,3,2,42,1,1,स्त्री
खल्या,3,2,42,1,2,स्त्री
मानुष्यक,3,2,42,1,3,नपुं
ग्रामता,3,2,42,2,1,स्त्री
जनता,3,2,42,2,2,स्त्री
धूम्या,3,2,42,2,3,स्त्री
पाश्या,3,2,42,2,4,स्त्री
गल्या,3,2,42,2,5,स्त्री
साहस्र,3,2,43,1,1,नपुं
कारीष,3,2,43,1,2,नपुं
चार्मण,3,2,43,1,3,नपुं
आथर्वण,3,2,43,1,4,नपुं
लोक,3,3,2,1,1,पुं
श्लोक,3,3,2,2,1,पुं
श्लोक,3,3,2,2,1,पुं
सायक,3,3,2,2,2,पुं
सायक,3,3,2,2,2,पुं
जम्बुक,3,3,3,1,1,पुं
पृथुक,3,3,3,1,2,पुं
आलोक,3,3,3,2,1,पुं
आलोक,3,3,3,2,1,पुं
आनक,3,3,3,2,2,पुं
अङ्क,3,3,4,1,1,पुं
कलङ्क,3,3,4,1,2,पुं
तक्षक,3,3,4,2,1,पुं
तक्षक,3,3,4,2,1,पुं
अर्क,3,3,4,2,2,पुं
क,3,3,5,1,1,पुं
क,3,3,5,1,1,पुं
क,3,3,5,1,1,पुं
कम्,3,3,5,1,2,नपुं
कम्,3,3,5,1,2,नपुं
पुलाक,3,3,5,2,1,पुं
पुलाक,3,3,5,2,1,पुं
पुलाक,3,3,5,2,1,पुं
पेचक,3,3,6,1,1,पुं
करक,3,3,6,2,1,पुं
किष्कु,3,3,7,1,1,पुं
किष्कु,3,3,7,1,1,पुं
प्रतीक,3,3,7,2,1,पुं
प्रतीक,3,3,7,2,1,पुं
भूतिक,3,3,8,1,1,नपुं
भूतिक,3,3,8,1,1,नपुं
भूतिक,3,3,8,1,1,नपुं
कोशातकी,3,3,8,2,1,स्त्री
कोशातकी,3,3,8,2,1,स्त्री
सोमवल्क,3,3,9,1,1,पुं
पिण्याक,3,3,9,2,1,पुं-नपुं
पिण्याक,3,3,9,2,1,पुं-नपुं
बाह्लीक,3,3,9,2,2,नपुं
कौशिक,3,3,10,1,1,पुं
कौशिक,3,3,10,1,1,पुं
आतङ्क,3,3,10,2,1,पुं
आतङ्क,3,3,10,2,1,पुं
आतङ्क,3,3,10,2,1,पुं
क्षुल्लक,3,3,10,2,2,वि
वर्तक,3,3,11,1,1,पुं
पुण्डरीक,3,3,11,2,1,पुं
दीपक,3,3,11,2,2,पुं
शालावृक,3,3,12,1,1,पुं
शालावृक,3,3,12,1,1,पुं
शालावृक,3,3,12,1,1,पुं
गैरिक,3,3,12,1,2,नपुं
व्यलीक,3,3,12,2,1,नपुं
अलीक,3,3,12,2,2,नपुं
अलीक,3,3,12,2,2,नपुं
अनूक,3,3,13,1,1,नपुं
अनूक,3,3,13,1,1,नपुं
शल्क,3,3,13,1,2,नपुं
शल्क,3,3,13,1,2,नपुं
निष्क,3,3,14,1,1,पुं-नपुं
निष्क,3,3,14,1,1,पुं-नपुं
निष्क,3,3,14,1,1,पुं-नपुं
निष्क,3,3,14,1,1,पुं-नपुं
कल्क,3,3,14,1,2,पुं-नपुं
कल्क,3,3,14,1,2,पुं-नपुं
कल्क,3,3,14,1,2,पुं-नपुं
पिनाक,3,3,14,2,1,पुं-नपुं
कालिका,3,3,15,1,1,स्त्री
कारिका,3,3,15,2,1,स्त्री
कारिका,3,3,15,2,1,स्त्री
कर्णिका,3,3,15,2,2,स्त्री
कर्णिका,3,3,15,2,2,स्त्री
कर्णिका,3,3,15,2,2,स्त्री
वृन्दारक,3,3,16,2,1,वि
वृन्दारक,3,3,16,2,1,वि
एक,3,3,16,2,2,वि
एक,3,3,16,2,2,वि
एक,3,3,16,2,2,वि
कौक्कुटिक,3,3,17,1,1,वि
कौक्कुटिक,3,3,17,1,1,वि
ललाटिक,3,3,17,2,1,वि
ललाटिक,3,3,17,2,1,वि
कटक,3,3,17,3,1,पुं-नपुं
कटक,3,3,17,3,1,पुं-नपुं
कण्टक,3,3,17,4,1,पुं
कण्टक,3,3,17,4,1,पुं
कण्टक,3,3,17,4,1,पुं
नायक,3,3,17,5,1,वि
लुब्धक,3,3,17,6,1,पुं
पेटक,3,3,17,7,1,वि
देशिक,3,3,17,7,2,पुं
देशिक,3,3,17,7,2,पुं
खेटक,3,3,17,8,1,नपुं
खेटक,3,3,17,8,1,नपुं
जालिक,3,3,17,8,2,पुं
किञ्जल्क,3,3,17,9,1,पुं
शुल्क,3,3,17,9,2,पुं-नपुं
उत्कलिका,3,3,17,10,1,स्त्री
वार्धक,3,3,17,10,2,नपुं
वार्धक,3,3,17,10,2,नपुं
गणिका,3,3,17,11,1,स्त्री
दारक,3,3,17,11,2,नपुं
दारक,3,3,17,11,2,नपुं
एडमूक,3,3,17,12,1,वि
टङ्क,3,3,17,12,2,पुं-नपुं
टङ्क,3,3,17,12,2,पुं-नपुं
मन्थ,3,3,17,13,1,पुं
मन्थ,3,3,17,13,1,पुं
खजक,3,3,17,13,2,पुं
मयूख,3,3,18,1,1,पुं
शिलीमुख,3,3,18,1,2,पुं
शिलीमुख,3,3,18,1,2,पुं
शङ्ख,3,3,18,2,1,पुं-नपुं
शङ्ख,3,3,18,2,1,पुं-नपुं
ख,3,3,18,2,2,नपुं
शिखा,3,3,19,1,1,स्त्री
नग,3,3,19,1,2,पुं
नग,3,3,19,1,2,पुं
अग,3,3,19,1,3,पुं
अग,3,3,19,1,3,पुं
खग,3,3,19,2,1,पुं
पतङ्ग,3,3,20,1,1,पुं
पतङ्ग,3,3,20,1,1,पुं
पूग,3,3,20,1,2,पुं
मृग,3,3,20,2,1,पुं
वेग,3,3,20,2,2,पुं
वेग,3,3,20,2,2,पुं
पराग,3,3,21,1,1,पुं
पराग,3,3,21,1,1,पुं
पराग,3,3,21,1,1,पुं
गज,3,3,21,2,1,पुं
गज,3,3,21,2,1,पुं
अपाङ्ग,3,3,21,2,2,पुं
सर्ग,3,3,22,1,1,पुं
सर्ग,3,3,22,1,1,पुं
सर्ग,3,3,22,1,1,पुं
सर्ग,3,3,22,1,1,पुं
सर्ग,3,3,22,1,1,पुं
योग,3,3,22,2,1,पुं
योग,3,3,22,2,1,पुं
योग,3,3,22,2,1,पुं
योग,3,3,22,2,1,पुं
योग,3,3,22,2,1,पुं
भोग,3,3,23,1,1,पुं
भोग,3,3,23,1,1,पुं
भोग,3,3,23,1,1,पुं
सारङ्ग,3,3,23,2,1,पुं
सारङ्ग,3,3,23,2,1,पुं
सारङ्ग,3,3,23,2,1,वि
अभिषङ्ग,3,3,24,1,1,पुं
अभिषङ्ग,3,3,24,1,1,पुं
युग,3,3,24,2,1,नपुं
युग,3,3,24,2,1,पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
गो,3,3,25,2,1,स्त्री-पुं
लिङ्ग,3,3,25,2,2,नपुं
लिङ्ग,3,3,25,2,2,नपुं
शृङ्ग,3,3,26,1,1,नपुं
शृङ्ग,3,3,26,1,1,नपुं
वराङ्ग,3,3,26,1,2,नपुं
वराङ्ग,3,3,26,1,2,नपुं
भग,3,3,26,2,1,नपुं
भग,3,3,26,2,1,नपुं
भग,3,3,26,2,1,नपुं
भग,3,3,26,2,1,नपुं
भग,3,3,26,2,1,नपुं
भग,3,3,26,2,1,नपुं
परिघ,3,3,27,1,1,पुं
ओघ,3,3,27,1,2,पुं
अर्घ,3,3,27,2,1,पुं
अर्घ,3,3,27,2,1,पुं
अघ,3,3,27,2,2,नपुं
अघ,3,3,27,2,2,नपुं
लघु,3,3,28,1,1,वि
लघु,3,3,28,1,1,वि
काच,3,3,28,1,2,पुं
काच,3,3,28,1,2,पुं
प्रपञ्च,3,3,28,2,1,पुं
प्रपञ्च,3,3,28,2,1,पुं
शुचि,3,3,28,2,2,पुं
शुचि,3,3,28,2,2,वि
शुचि,3,3,28,2,2,वि
रुचि,3,3,29,2,1,स्त्री
रुचि,3,3,29,2,1,स्त्री
रुचि,3,3,29,2,1,स्त्री
अच्छ,3,3,29,3,1,पुं
अच्छ,3,3,29,3,1,पुं
गुच्छ,3,3,29,3,2,पुं
गुच्छ,3,3,29,3,2,पुं
कच्छ,3,3,29,4,1,पुं
कच्छ,3,3,29,4,1,पुं
अहिभुज,3,3,30,1,1,पुं
अहिभुज,3,3,30,1,1,पुं
द्विज,3,3,30,1,2,पुं
द्विज,3,3,30,1,2,पुं
द्विज,3,3,30,1,2,पुं
अज,3,3,30,2,1,पुं
अज,3,3,30,2,1,पुं
व्रज,3,3,30,2,2,पुं
व्रज,3,3,30,2,2,पुं
कुञ्ज,3,3,31,1,1,पुं-नपुं
वलज,3,3,31,2,1,नपुं
वलज,3,3,31,2,1,नपुं
वलजा,3,3,31,2,2,स्त्री
आजि,3,3,32,1,1,स्त्री
प्रजा,3,3,32,1,2,स्त्री
प्रजा,3,3,32,1,2,स्त्री
अब्ज,3,3,32,2,1,पुं
निज,3,3,32,2,2,वि
निज,3,3,32,2,2,वि
क्षेत्रज्ञ,3,3,33,1,1,पुं
क्षेत्रज्ञ,3,3,33,1,1,वि
संज्ञा,3,3,33,2,1,स्त्री
